item_id,task_type,context,question,YOUR_ANSWER
REG_145,regulatory_interpretation,Regulation 21(1): The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance and in such manner as may be specified by the Board.,"What is the maximum time limit within which an investment adviser must redress investor grievances under SEBI IA Regulations, 2013?",An investment adviser must redress investor grievances within a maximum of 21 calendar days from the date the grievance is received.
NUM_079,numerical_reasoning,"Calendar for Issuance of Government of India Dated Securities (April 01, 2026 to September 30, 2026). Total: 8,20,000 crore.","What is the total amount of Government of India dated securities to be issued during the first half of FY 2026-27, i.e., April to September 2026?","The total amount of Government of India dated securities to be issued during the first half of FY 2026-27 (April to September 2026) is Rs 8,20,000 crore."
REG_164,regulatory_interpretation,"Regulation 15(1)(e): Alternative Investment Fund shall not invest except with the approval of seventy five percent of investors by value of their investment in the Alternative Investment Fund in — (a) associates; or (b) units of Alternative Investment Funds managed or sponsored by its Manager, Sponsor or associates of its Manager or Sponsor.","Under SEBI AIF Regulations, 2012, what investor approval is required before an AIF can invest in its associate companies or in units of other AIFs managed by the same manager or sponsor?","Before an AIF can invest in its associate companies or in units of other AIFs managed or sponsored by the same manager, sponsor, or their associates, approval from at least 75% of investors by value of their investment in the AIF is required."
REG_144,regulatory_interpretation,Regulation 19(3): An investment adviser shall conduct yearly audit in respect of compliance with these regulations from a member of Institute of Chartered Accountants of India or Institute of Company Secretaries of India or Institute of Cost Accountants of India and submit a report of the same as may be specified by the Board.,"What type of audit is required of an investment adviser under SEBI IA Regulations, 2013, and who is qualified to conduct it?","An investment adviser is required to conduct a yearly compliance audit under SEBI IA Regulations, 2013. This audit must be conducted by a member of the Institute of Chartered Accountants of India (ICAI), the Institute of Company Secretaries of India (ICSI), or the Institute of Cost Accountants of India (ICoAI). The audit report must be submitted as specified by SEBI."
TMP_074,temporal_reasoning,"Regulation 14(g) (original): the client shall agree to obtain a rating from at least two different rating agencies for any issue of debt securities whose size is equal to or exceeds, rupees one hundred crores. [Substituted by SEBI (CRA) (Second Amendment) Regulations, 2011, w.e.f. 27-12-2011]: the client shall obtain a rating for any issue of debt securities in accordance with the relevant regulations.","Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rating requirement for large debt issues, and when was it removed?","Under the original SEBI (CRA) Regulations, 1999, any debt issue of Rs 100 crore or more was required to obtain ratings from at least two different rating agencies — a mandatory dual-rating requirement. This requirement was removed and substituted by the SEBI (CRA) (Second Amendment) Regulations, 2011, effective 27 December 2011, which simply required the client to obtain a rating in accordance with the relevant regulations, without specifying a minimum of two agencies."
NUM_133,numerical_reasoning,"Regulation 7(1): The open offer for acquiring shares to be made under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period.",A listed company has 50 crore shares outstanding. An acquirer acquires shares triggering a mandatory open offer under Regulation 3(1). What is the minimum number of shares for which the open offer must be made under Regulation 7(1)?,"Under Regulation 7(1), the open offer must be for at least 26% of the total shares of the target company. With 50 crore shares outstanding, the minimum number of shares for which the open offer must be made is 26% of 50 crore, which equals 13 crore shares."
CON_030,contradiction_detection,"Passage A:
Section A of the Directions on implementation of Legal Entity Identifier (LEI) shall come into force with immediate effect.

Passage B:
Section B of the Directions on implementation of Unique Transaction Identifier (UTI) shall come into effect from January 01, 2027.",Do Section A and Section B of the RBI Master Direction on Unique Identifiers in Financial Markets 2026 both come into force on the same date?,"No, they do not come into force on the same date. Section A on the Legal Entity Identifier (LEI) comes into force with immediate effect upon issuance, while Section B on the Unique Transaction Identifier (UTI) comes into effect only from January 01, 2027."
CON_051,contradiction_detection,"Passage A:
The asset management company shall not undertake any other business activities except activities in the nature of portfolio management services, management and advisory services to offshore funds, pension funds, provident funds, venture capital funds, management of insurance funds, financial consultancy and exchange of research on commercial basis if any of such activities are not in conflict with the activities of the mutual fund.

Passage B:
The asset management company shall not undertake any business activities other than in the nature of management and advisory services provided to pooled assets including offshore funds, insurance funds, pension funds, provident funds, or such categories of foreign portfolio investor as may be specified by the Board, if any of such activities are not in conflict with the activities of the mutual fund.",Do Passage A and Passage B permit the same range of additional business activities for an AMC?,"No, the two passages do not permit the same range of activities. Passage A (the older version) allows a broader set of additional activities, including portfolio management services, financial consultancy, exchange of research on commercial basis, and management of venture capital funds. Passage B (the revised version) narrows the permitted activities to management and advisory services for pooled assets such as offshore funds, insurance funds, pension funds, provident funds, and certain categories of foreign portfolio investors. Notably, portfolio management services, financial consultancy, and exchange of research on commercial basis are not mentioned in Passage B."
REG_054,regulatory_interpretation,The trustee shall ensure that the investment manager convenes meetings of unit holders not less than once every year and the period between such meetings shall not exceed fifteen months.,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",The maximum permissible interval between two consecutive unit holders' meetings is 15 months.
TMP_015,temporal_reasoning,"The SEBI (ICDR) Regulations 2018 superseded the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2009. The 2018 regulations were notified on the 60th day from publication. The definition of 'financial year' was inserted by the SEBI (ICDR) (Amendment) Regulations, 2025 w.e.f. 08.03.2025. Prior to this amendment, the ICDR Regulations 2018 did not contain an explicit definition of 'financial year' as a standalone defined term.",Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,The SEBI (ICDR) Regulations 2009 were enacted earlier. The 2018 regulations superseded the 2009 regulations.
NUM_112,numerical_reasoning,"Regulation 28A(1): The Board may, exempt any person or class of persons from the operation of all or any of the provisions of these regulations for a period as may be specified but not exceeding twelve months, for furthering innovation relating to testing new products, processes, services, business models, etc. in live environment of regulatory sandbox in the securities markets.","A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI (Investment Advisers) Regulations, 2013. SEBI grants an initial exemption of 8 months. If SEBI grants an extension, what is the maximum total duration of the regulatory sandbox exemption permissible under these regulations?","Under Regulation 28A(1), the maximum total duration of a regulatory sandbox exemption is 12 months. Since SEBI has already granted an initial exemption of 8 months, any extension cannot push the total beyond 12 months. Therefore, the maximum permissible extension would be 4 months, and the total sandbox period cannot exceed 12 months in any case."
CON_064,contradiction_detection,"Passage A:
Regulation 13(5) (pre-2021): Extension of the tenure of the close ended Alternative Investment Fund may be permitted up to two years subject to approval of two-thirds of the unit holders by value of their investment in the Alternative Investment Fund.

Passage B:
Regulation 13(5) (as amended): Extension of the tenure of the close ended Alternative Investment Fund may be permitted up to two years subject to approval of two-thirds of the unit holders by value of their investment in the Alternative Investment Fund: Provided that an Accredited Investors only fund may be permitted to extend its tenure up to five years subject to the approval of two-thirds of the unit holders by value of their investment in the Accredited Investors only fund.",Do these two versions of Regulation 13(5) prescribe the same maximum tenure extension period for all close-ended AIFs?,"Not for all AIFs. For regular close-ended AIFs, both versions agree that the maximum tenure extension is 2 years, subject to approval of two-thirds of unit holders by value. However, the amended version (Passage B) introduces an additional provision: Accredited Investors only funds may extend their tenure by up to 5 years, again subject to the same two-thirds approval threshold. So the two versions are not identical — the amended version allows a longer maximum extension for a specific category of fund."
NUM_092,numerical_reasoning,"Restrictions on business activities of the asset management company. 25. (7)(a) An asset management company shall not through any broker associated with the sponsor, purchase or sell securities, which is average of 5 per cent or more of the aggregate purchases and sale of securities made by the mutual fund in all its schemes: Provided that for the purpose of this sub-regulation, the aggregate purchase and sale of securities shall exclude sale and distribution of units issued by the mutual fund: Provided further that the aforesaid limit of 5 per cent shall apply for a block of any three months.","Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?",An AMC cannot route more than 5% of the aggregate purchases and sales of securities by the mutual fund across all its schemes through a broker associated with the sponsor. This limit is measured over a block of any three months.
CON_029,contradiction_detection,"Passage A:
Bucket B1: Tier 1 Capital Ratio as at the end of previous FY: Up to 7.5% — Dividend allowed as a % of adjusted PAT for the period: 0.

Passage B:
Bucket B10: Tier 1 Capital Ratio as at the end of previous FY: Above 19.5% — Dividend allowed as a % of adjusted PAT for the period: 100.",Do Bucket B1 and Bucket B10 permit the same dividend payout as a percentage of Adjusted PAT under the RBI SFB Dividend Directions 2026?,"No, they do not. Bucket B1, applicable where the Tier 1 Capital Ratio at the end of the previous financial year is up to 7.5%, allows zero dividend as a percentage of Adjusted PAT — meaning no dividend can be paid. Bucket B10, applicable where the Tier 1 Capital Ratio is above 19.5%, allows up to 100% of Adjusted PAT to be paid as dividend. The permitted payout is entirely different."
TMP_076,temporal_reasoning,"Regulation 2(h) — definition of 'credit rating agency' (pre-2021): rating of securities offered by way of public or rights issue. [Amended by SEBI (CRA) (Amendment) Regulations, 2021 w.e.f. 03-08-2021]: rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board.","What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definition of 'credit rating agency' under Regulation 2(h)?","Before the amendment, the definition of 'credit rating agency' under Regulation 2(h) was limited to rating of securities offered by way of public or rights issue. The SEBI (CRA) (Amendment) Regulations, 2021, effective 3 August 2021, expanded this to cover rating of securities that are listed or proposed to be listed on a stock exchange recognized by SEBI. This is a broader scope — it is no longer restricted to public or rights issue offerings."
REG_106,regulatory_interpretation,Rights and obligations of the trustees. 18. (15) The trustees shall obtain the consent of the unitholders— (a) whenever required to do so by the Board in the interest of the unitholders; or (b) whenever required to do so on the requisition made by three-fourths of the unitholders of any scheme; or (c) when the majority of the trustees decide to wind up a scheme or prematurely redeem the units of a close ended scheme.,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?","Three-fourths (i.e., 75%) of the unitholders of a scheme may requisition the trustees to obtain unitholder consent."
NUM_087,numerical_reasoning,"Eligibility criteria. 7. Explanation: For the purposes of this clause 'sound track record' shall mean the sponsor should— (iv) have net profit after providing for depreciation, interest and tax in each of the immediately preceding five years; and (v) have average net annual profit after depreciation, interest and tax during the immediately preceding five years of at least rupees ten crore.","What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?","The sponsor must have an average net annual profit (after depreciation, interest, and tax) of at least Rs 10 crore over the immediately preceding five years to meet the 'sound track record' requirement."
REG_070,regulatory_interpretation,"Where an application is rejected for the reason that it contains false or misleading information, no such opportunity may be given and the applicant shall not make any application for grant of certificate under these regulations or any other regulations for a period of one year from the date of such rejection.",For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,An applicant whose application is rejected for containing false or misleading information is barred from making any fresh application for registration — whether under these regulations or any other SEBI regulations — for a period of one year from the date of such rejection.
NUM_111,numerical_reasoning,Regulation 21(1): The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance.,"An investor lodges a grievance with an investment adviser on March 5, 2025. What is the regulatory deadline by which the investment adviser must redress the grievance under SEBI IA Regulations, 2013?","The grievance was lodged on March 5, 2025. Adding 21 calendar days, the regulatory deadline for the investment adviser to redress it is March 26, 2025."
REG_167,regulatory_interpretation,"Regulation 4: The Board shall not consider an application under regulation 3 unless the applicant is promoted by a person belonging to any of the following categories: (a) a public financial institution; (b) a scheduled commercial bank included in the second schedule to the RBI Act, 1934; (c) a foreign bank operating in India with the approval of the Reserve Bank of India; (d) a foreign credit rating agency incorporated in a Financial Action Task Force (FATF) member jurisdiction and recognised under their law, having a minimum of five years' experience in rating securities; (e) any company or body corporate having continuous net worth of minimum rupees one hundred crores as per audited annual accounts for the previous five years.","Who are the eligible categories of promoters for a credit rating agency under SEBI (CRA) Regulations, 1999?","Under Regulation 4 of SEBI (CRA) Regulations, 1999, the eligible categories of promoters for a credit rating agency are: (a) a public financial institution; (b) a scheduled commercial bank listed in the second schedule to the RBI Act, 1934; (c) a foreign bank operating in India with RBI approval; (d) a foreign credit rating agency incorporated in a FATF member jurisdiction and recognized under their law, with at least five years' experience in rating securities; and (e) a company or body corporate with continuous net worth of at least Rs 100 crore as per audited annual accounts for the previous five years."
REG_170,regulatory_interpretation,"Regulation 9(d): the credit rating agency shall at all times maintain a minimum net worth of rupees twenty five crore. Provided that a credit rating agency already registered with the Board having a net worth less than rupees twenty five crores, shall increase its net worth to the specified amount within a period of three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.","What ongoing net worth requirement must a credit rating agency maintain at all times under SEBI (CRA) Regulations, 1999? What transitional relief was provided for existing CRAs?","A credit rating agency must maintain a minimum net worth of Rs 25 crore at all times. As a transitional measure, CRAs that were already registered with SEBI and had a net worth below Rs 25 crore were given a period of three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018 to increase their net worth to this level."
REG_064,regulatory_interpretation,"Provided that where an issuer has filed a shelf offer document, not more than four public issuances shall be made through a single shelf offer document.","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",A maximum of four public issuances can be made under a single shelf offer document.
REG_135,regulatory_interpretation,"Regulation 7(1): An individual investment adviser or a principal officer of a non-individual investment adviser registered as an investment adviser under these regulations or persons associated with investment advice, shall have the following minimum qualification, at all times — (a) A graduate degree or any equivalent educational qualification from a university or institution recognized by the Central Government or any State Government or a recognised foreign university or institution or association or CFA Charter from the CFA Institute, and relevant certification from NISM or from any other organization or institution accredited by NISM; or (c) A Post Graduate Program in the Securities Market (Investment Advisory) from NISM or a Post Graduate Program in Financial Planning from NISM or any other program of NISM as may be specified by the Board.","What are the minimum qualification requirements for an individual investment adviser under the SEBI (Investment Advisers) Regulations, 2013 (as currently amended)?","An individual investment adviser (or the principal officer of a non-individual IA, or persons associated with investment advice) must meet one of the following: (a) A graduate degree from a recognized university or institution (Indian or foreign), or a CFA Charter from the CFA Institute, along with relevant NISM certification or certification from an NISM-accredited body; or (c) A Post Graduate Program in Securities Market (Investment Advisory) or Financial Planning from NISM, or any other NISM program as specified by SEBI."
TMP_030,temporal_reasoning,"List of circulars superseded: (1) FMRD.FMID No.14/11.01.007/2016-17 dated June 01, 2017; (2) dated November 29, 2018; (3) dated April 26, 2019; (4) dated March 27, 2020; (5) dated February 18, 2026. The Master Direction was issued March 27, 2026.","How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","The first LEI circular was issued on June 01, 2017, and it was superseded by the Master Direction on March 27, 2026. That is approximately 8 years and 9 months — or just under 9 years — between the two dates."
TMP_032,temporal_reasoning,"Annex III — List of circulars repealed: DOR.ACC.REC.118/21-02-067/2025-26, dated November 28, 2025 — Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividends) Directions, 2025.

These Directions shall be called the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026. These Directions shall come into effect from Financial Year (FY) 2026-27.",Which set of RBI directions on Small Finance Bank dividend norms was in effect during FY 2025-26 — the 2025 Directions or the 2026 Directions?,"The 2025 Directions were in effect during FY 2025-26. The 2026 Directions explicitly state they come into effect from FY 2026-27, and the 2025 Directions are listed as repealed in Annex III of the 2026 Directions."
REG_172,regulatory_interpretation,Regulation 9(f): a credit rating agency shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board. Nothing contained in these regulations shall preclude a credit rating agency from carrying out any other activity as may be specified by the Board or carrying out rating of financial instruments under the purview of any other financial sector regulator or authority as may be specified by the Board.,"What restrictions apply to the activities a credit rating agency may undertake under SEBI (CRA) Regulations, 1999?","A credit rating agency is restricted to rating securities that are listed or proposed to be listed on a SEBI-recognized stock exchange. It cannot engage in any other business activity. However, two exceptions exist: (1) SEBI may specifically permit other activities; and (2) CRAs may rate financial instruments that fall under the purview of other financial sector regulators or authorities, to the extent specified by SEBI."
TMP_043,temporal_reasoning,"For transactions that are reportable in India and in a foreign jurisdiction and the foreign jurisdiction has a sooner reporting timeline, market participants may undertake reasonable efforts to ensure that the UTI is obtained and reported within the reporting deadline for the transaction. In case the market participant is unable to obtain the UTI within the reporting deadline, the market participant may obtain and submit the UTI to CCIL-TR at the earliest thereafter, but in any case, within five Mumbai business days from the date of the transaction.","Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?","If the market participant is unable to obtain the UTI within the required reporting deadline for a cross-border transaction, they are allowed up to five Mumbai business days from the date of the transaction to obtain and submit the UTI to CCIL-TR."
TMP_048,temporal_reasoning,"Regulations 69, 70, 71, 72, 73 and 74 of the SEBI (Mutual Funds) Regulations, 1996, which dealt with enforcement and enquiry procedures, were omitted by the SEBI (Procedure for Holding Enquiry by Enquiry Officer and Imposing Penalty) Regulations, 2002, w.e.f. 27-9-2002.","From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 omitted?","Regulations 69 to 74 of the SEBI (Mutual Funds) Regulations, 1996 were omitted with effect from September 27, 2002."
NUM_076,numerical_reasoning,"The following State Governments have offered to sell stock by way of auction, for an aggregate amount of ₹57,408 Crore (Face Value).","What is the total aggregate face value amount offered by all State Governments in the revised State Government securities auction announced on March 21, 2026?","The total aggregate face value of State Government securities offered across all State Governments in the revised auction announced on March 21, 2026 is Rs 57,408 crore."
REG_071,regulatory_interpretation,"A request for prior approval, under clause (a) of sub regulation (1) which is complete in all respects shall be disposed off by the Board within a period of sixty days from the date of receipt of such request and where the decision of the Board has not been communicated to the intermediary within the said period of sixty days, the prior approval shall be deemed to have been granted.","Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","SEBI must dispose of a complete prior approval request within 60 days from the date of receipt. If SEBI fails to communicate its decision within this 60-day period, prior approval is deemed to have been granted automatically."
NUM_103,numerical_reasoning,"Seventh Schedule. 2. No mutual fund under all its schemes should own more than ten per cent of any company's paid up capital carrying voting rights or ten per cent of units of REITs issued by a single issuer, as the case may be.",All schemes of a mutual fund together hold 9.5% of ABC Limited's paid-up capital carrying voting rights. May they acquire a further 1%?,"No, they may not acquire the additional 1%. The regulation states that no mutual fund under all its schemes should own more than 10% of any company's paid-up capital carrying voting rights. Currently holding 9.5%, acquiring a further 1% would take the total to 10.5%, which exceeds the 10% cap. Therefore, the acquisition is not permitted."
CON_052,contradiction_detection,"Passage A:
A mutual fund scheme shall not invest more than 5% of its NAV in the unlisted equity shares or equity related instruments in case of open ended scheme and 10% of its NAV in case of close ended scheme.

Passage B:
All investments by a mutual fund scheme in equity shares and equity related instruments shall only be made provided such securities are listed or to be listed.",Do Passage A and Passage B permit mutual fund schemes to hold any unlisted equity instruments?,"No, they do not agree. Passage A permits mutual fund schemes to hold unlisted equity shares or equity-related instruments up to 5% of NAV for open-ended schemes and up to 10% for close-ended schemes. Passage B, on the other hand, completely prohibits any investment in unlisted equity by requiring all such investments to be in listed or to-be-listed securities. The two passages are directly contradictory on this point."
REG_128,regulatory_interpretation,"Asset management company and its obligations. 25. (26) The asset management company shall ensure that no change in the fundamental attributes of any scheme or the trust, fees and expenses payable or any other change which would modify the scheme and affect the interest of unit holders, shall be carried out unless,— (i) a written communication about the proposed change is sent to each unit holder and an advertisement is issued in one English daily newspaper having nationwide circulation as well as in a newspaper published in the language of region where the Head Office of the mutual fund is situated; and (ii) the unit holders are given an option to exit at the prevailing Net Asset Value without any exit load.",What two conditions must an AMC satisfy before making any change to the fundamental attributes of a mutual fund scheme?,"Before changing any fundamental attributes of a mutual fund scheme, the AMC must: (1) send a written communication about the proposed change to each unit holder and issue an advertisement in one English daily with nationwide circulation, as well as in a newspaper in the language of the region where the mutual fund's head office is located; and (2) give unit holders the option to exit at the prevailing Net Asset Value without any exit load."
NUM_130,numerical_reasoning,"Regulation 5(e): any company or body corporate, having continuous net worth of minimum rupees one hundred crores as per its audited annual accounts for the previous five years prior to filing of the application with the Board for the grant of certificate.",A body corporate files an application to promote a credit rating agency in December 2025. Its audited net worth for the preceding years was: 2020-21: Rs 95 crore; 2021-22: Rs 102 crore; 2022-23: Rs 110 crore; 2023-24: Rs 108 crore; 2024-25: Rs 115 crore. Does it meet the Regulation 4(e) promoter eligibility criterion?,"No, it does not meet the eligibility criterion. Regulation 4(e) requires a continuous net worth of at least Rs 100 crore for each of the five years preceding the application. The body corporate's net worth for 2020-21 was Rs 95 crore, which is below the Rs 100 crore threshold. Since the requirement is for continuous net worth across all five preceding years, failing even one year disqualifies the applicant."
