id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
NUM_002,numerical_reasoning,medium,"If the total portion available for allocation to qualified institutional buyers in a book-built IPO is 900 crore rupees, what is the maximum amount (in crore rupees) that can be allocated to anchor investors who are domestic mutual funds?",180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"1. Calculate the maximum amount that can be allocated to anchor investors:
   - Maximum allocation to anchor investors = 60% of 900 crore
   - 60% of 900 = 0.60 × 900 = 540 crore

2. Calculate the portion reserved for domestic mutual funds:
   - One-third of the anchor investor portion is reserved for domestic mutual funds
   - 1/3 of 540 = 540 ÷ 3 = 180 crore

Final Answer: 180 crore rupees",stop,130,,qwen/qwen3-32b
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obligation a Self-Clearing Member can undertake, given its minimum net worth requirement?",100 crore rupees (5 crore net worth × 20 = 100 crore),"Minimum net worth for a Self-Clearing Member = 5 crore  
Maximum underwriting obligation = 20 times the net worth  

Calculation:  
5 crore × 20 = 100 crore  

Final answer: 100 crore",stop,56,,qwen/qwen3-32b
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what is the minimum continuing interest the Manager or Sponsor must maintain — in crore rupees — as per SEBI AIF Regulations 2012?","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","Minimum continuing interest = 2.5% of 20 crore rupees = 0.5 crore rupees.  
Final Answer: 0.5 crore rupees.",stop,41,,qwen/qwen3-32b
NUM_005,numerical_reasoning,hard,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"Maximum permissible borrowing = 20% of 500 crore = 100 crore  
Duration = 6 months = 0.5 years  
Interest liability = 100 crore × 15% × 0.5 = 7.5 crore rupees  

Final answer: **7.5 crore rupees**",stop,74,,qwen/qwen3-32b
NUM_006,numerical_reasoning,medium,"For a listed entity whose audit committee has the minimum permissible number of members under SEBI LODR Regulations 2015, what is the minimum number of those members who must be independent directors?","Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","Minimum number of members in the audit committee = 3  
At least two-thirds of the members must be independent directors = (2/3) × 3 = 2  

Final answer: 2 independent directors.",stop,47,,qwen/qwen3-32b
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum number of calendar days from the date of service of a show cause notice within which a settlement application can be filed (including the initial sixty-day window and the additional delayed period)?",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"60 days + 120 days = 180 calendar days.  
Final Answer: 180 calendar days.",stop,31,,qwen/qwen3-32b
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in an open offer but then buys shares in the open market at Rs. 300 per share within the twenty-six-week post-tendering period, what additional amount per share must be paid to shareholders who accepted the open offer?",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"Calculation:  
Additional amount per share = Highest price paid during the 26-week period - Offer price  
= Rs. 300 - Rs. 250  
= Rs. 50 per share  

Final Answer: Rs. 50 per share",stop,61,,qwen/qwen3-32b
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, what is the latest calendar date on which the warrant holder can exercise the option to acquire equity shares, assuming the warrant exercise price is paid on the last permissible day?",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"1. Warrant tenure: 18 months from 1 January 2024 = 1 July 2025  
2. Exercise period: 3 months from the date of payment of warrant exercise price = 1 July 2025 + 3 months = 1 October 2025  
3. Therefore, the latest calendar date to exercise the warrant is **1 October 2025**.",stop,95,,qwen/qwen3-32b
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeting on 1 April of a financial year, by what latest date must the second board meeting be held?",By 29 July of the same year (1 April + 120 days = 29 July),"1 April plus 120 days = 12 July.  
The second board meeting must be held by 12 July.  
Final Answer: 12 July.",stop,40,,qwen/qwen3-32b
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable funds of 500 crore rupees and invests the maximum permissible amount in a single investee company, how much can it invest in that company?",50 crore rupees (10% of 500 crore = 50 crore),"Maximum investment in a single investee company = 10% of investable funds  
= 10% of 500 crore rupees  
= 0.10 × 500  
= 50 crore rupees

Final Answer: 50 crore rupees",stop,65,,qwen/qwen3-32b
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the minimum number who must be independent directors?",Four independent directors (at least 50% of 8 = 4),"Calculation:  
50% of 8 directors = 0.5 × 8 = 4  

Final Answer: 4 directors",stop,33,,qwen/qwen3-32b
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"Yes. Passage A specifies a three-year lock-in from the date of commencement of commercial production or allotment in the initial public offer, whichever is later, while Passage B specifies an eighteen-month lock-in from the date of allotment in the initial public offer for the general case.",stop,60,,qwen/qwen3-32b
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,"Yes. Passage A specifies a six-month lock-in for promoters' holding in excess of the minimum contribution, while Passage B mandates a six-month lock-in for the entire pre-issue capital held by non-promoters.",stop,45,,qwen/qwen3-32b
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,Yes,"Yes. Passage A prescribes a 2.5% or ₹5 crore minimum continuing interest for Category I/II AIFs, while Passage B specifies 5% or ₹10 crore for Category III AIFs.",stop,51,,qwen/qwen3-32b
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecutive meetings for the board and the audit committee respectively?,No,"Yes. Passage A prescribes a 120-day maximum gap for board meetings, while Passage B does the same for audit committee meetings, meaning both have the same maximum permissible gap but apply to different types of meetings.",stop,49,,qwen/qwen3-32b
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,Yes. Passage A provides a higher threshold of 15% for stock exchanges (and other specified entities) compared to Passage B's 5% threshold for depositories.,stop,39,,qwen/qwen3-32b
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versus asset management companies under SEBI PIT Regulations 2015?,No,No. Both passages require notification within two trading days of receipt of the disclosure.,stop,20,,qwen/qwen3-32b
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement application can ever be made for the same default?,No,"No. Passage A prohibits a second application if the first is withdrawn, while Passage B allows a second application if the first was rejected for non-payment and the higher settlement amount is met.",stop,41,,qwen/qwen3-32b
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"Yes. Passage A disqualifies a custodian if the sponsor or its associates hold 50% or more voting rights or if 50% or more directors represent the mutual fund's interest, while Passage B disqualifies a custodian if a director is affiliated with the trustee, asset management company, sponsor, or major shareholders holding over 50% of the asset management company's paid-up capital.",stop,88,,qwen/qwen3-32b
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"No. The 50% monetary asset limit does not always apply, as it is waived if the IPO is made entirely through an offer for sale.",stop,34,,qwen/qwen3-32b
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"No. Passage A mandates a 21-day notice period for exercisable rights related to non-convertible securities, while Passage B specifies a one-month period for redemption if shareholder assent is not obtained, referring to a different action and timeframe.",stop,54,,qwen/qwen3-32b
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"Yes. Passage A prescribes a minimum corpus of five crore rupees for social impact funds, while Passage B requires twenty crore rupees for other Alternative Investment Fund schemes.",stop,37,,qwen/qwen3-32b
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,No. Passage B indicates that the open offer trigger threshold is different (forty-nine per cent) for companies listed on the Innovators Growth Platform compared to the general threshold of twenty-five per cent stated in Passage A.,stop,47,,qwen/qwen3-32b
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition of 'key managerial personnel' currently in force under SEBI ICDR Regulations aligns with the one substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, effective from 31.01.2023. This substituted definition replaced the earlier one referring to the core management team excluding board members. It is not explicitly stated whether it aligns with Companies Act 2013 sub-section (51) of section 2.",stop,111,,qwen/qwen3-32b
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",The three-year lock-in regime for minimum promoters' contribution applied before 13 August 2021.,stop,27,,qwen/qwen3-32b
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,"The provisions of sub-regulation (4) of regulation 23 and regulation 31A of the SEBI (LODR) Regulations, 2015 came into force on the date of notification (2nd September 2015), rather than after the ninety-day waiting period.",stop,66,,qwen/qwen3-32b
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No. The term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 at the time they came into force on 23rd September, 2011. It was inserted later by the SEBI (Substantial Acquisition of Shares and Takeovers) (Third Amendment) Regulations, 2021, effective from 6-12-2021.",stop,92,,qwen/qwen3-32b
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,Institutional Trading Platform.,stop,10,,qwen/qwen3-32b
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","SEBI (ICDR) (Amendment) Regulations, 2025, w.e.f. 08.03.2025.",stop,37,,qwen/qwen3-32b
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","SEBI (Issue and Listing of Debt Securities) Regulations, 2008.",stop,21,,qwen/qwen3-32b
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012.",stop,25,,qwen/qwen3-32b
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),"Before the 2025 amendment, the draft letter of offer was required to be filed with the Board prior to 08.03.2025.",stop,39,,qwen/qwen3-32b
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018, defines the term 'main board' for the purposes of SEBI LODR Regulations 2015, effective from 5.5.2021.",stop,65,,qwen/qwen3-32b
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,"Before September 2018, the phrase used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' was 'is made'. This was substituted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2018, effective from 11-09-2018.",stop,85,,qwen/qwen3-32b
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","The question does not provide information about the specific SEBI Act under which the SEBI (Merchant Bankers) Regulations, 1992 were enacted.",stop,35,,qwen/qwen3-32b
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) Regulations, originally notified in 1996, established the regulatory framework for mutual funds in India that continues to govern them today, as reflected in the 2026 consolidated version.",stop,50,,qwen/qwen3-32b
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),"The term 'sponsor(s)' was used in the SEBI REIT Regulations 2014 before it was replaced with the broader term 'sponsor group' by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016.",stop,59,,qwen/qwen3-32b
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier","The SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2009 were enacted earlier. The SEBI (ICDR) Regulations 2018 superseded the 2009 regulations.",stop,49,,qwen/qwen3-32b
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018","The concept of 'fugitive economic offender' was first incorporated into the SEBI LODR Regulations 2015 in 2018 through the SEBI (LODR) (Sixth Amendment) Regulations, 2018, effective from 16 November 2018.",stop,68,,qwen/qwen3-32b
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022","Social impact funds could start issuing 'social units' under the AIF regulatory framework from 25.07.2022, as the provision permitting this was inserted by the SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2022, w.e.f that date.",stop,66,,qwen/qwen3-32b
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,Thirty days.,stop,6,,qwen/qwen3-32b
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,15 days,stop,7,,qwen/qwen3-32b
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,Forty-five days.,stop,9,,qwen/qwen3-32b
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,One year from the date of such rejection.,stop,12,,qwen/qwen3-32b
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.",Sixty days. The prior approval is deemed to have been granted.,stop,18,,qwen/qwen3-32b
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","1. A photocopy of the certificate  
2. The name and contact details of the compliance officer",stop,23,,qwen/qwen3-32b
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","1. Surrendered by the intermediary  
2. Suspended by SEBI  
3. Cancelled by SEBI",stop,27,,qwen/qwen3-32b
REG_074,regulatory_interpretation,easy,"What minimum investment amount must an accredited investor commit to a portfolio manager in order to qualify as a 'large value accredited investor' under SEBI (Portfolio Managers) Regulations, 2020?",Ten crore rupees,Ten crore rupees.,stop,8,,qwen/qwen3-32b
REG_075,regulatory_interpretation,easy,"What is the maximum permissible limit for any buy-back as a percentage of the aggregate of paid-up capital and free reserves, and on which financial statements is it based?","Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","The maximum permissible limit for any buy-back is twenty-five per cent of the aggregate of paid-up capital and free reserves, based on the standalone or consolidated financial statements of the company, whichever sets out a lower amount.",stop,47,,qwen/qwen3-32b
REG_076,regulatory_interpretation,easy,"What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-up capital and free reserves) permitted after a buy-back under SEBI (Buy-Back of Securities) Regulations, 2018?",2:1,2:1,stop,7,,qwen/qwen3-32b
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year.,stop,7,,qwen/qwen3-32b
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI (Buy-Back of Securities) Regulations 2018? Is there any restriction on using proceeds of an earlier issue?,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","(a) Free reserves; (b) Securities premium account; (c) Proceeds of the issue of any shares or other specified securities. Yes, there is a restriction: no buy-back shall be made out of the proceeds of an earlier issue of the same kind of shares or same kind of other specified securities.",stop,67,,qwen/qwen3-32b
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,Three years after the default ceased to subsist.,stop,14,,qwen/qwen3-32b
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory delisting'?",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"""compulsory delisting"" means delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.",stop,32,,qwen/qwen3-32b
REG_081,regulatory_interpretation,easy,"What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Regulations, 2021?",The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,"The ""bidding period"" is the period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company made under these regulations.",stop,38,,qwen/qwen3-32b
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,Ninetieth day from the date of their publication.,stop,15,,qwen/qwen3-32b
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independent research analyst'?",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research report.,stop,21,,qwen/qwen3-32b
REG_084,regulatory_interpretation,easy,"From which financial year do the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect?",Financial Year 2026-27,Financial Year (FY) 2026-27,stop,16,,qwen/qwen3-32b
REG_085,regulatory_interpretation,easy,"To which category of banks do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply?",Small Finance Banks (SFBs),Small Finance Banks,stop,7,,qwen/qwen3-32b
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate dividend a Small Finance Bank can declare, regardless of its Tier 1 Capital Ratio bucket?",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of the PAT for the period for which the dividend is being proposed.,stop,21,,qwen/qwen3-32b
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"(1) Divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank; (2) Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter, for the financial year in which the dividend is proposed; (3) Current and projected capital position vis-a-vis applicable regulatory capital requirement; and (4) Long term growth plans.",stop,96,,qwen/qwen3-32b
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank submit its dividend report to the Department of Supervision of the Reserve Bank?",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight of declaration of dividend.,stop,13,,qwen/qwen3-32b
