id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"No, both passages essentially prescribe a test of 50% or more ownership or control, directly or indirectly, by the sponsor or its associates, to disqualify a custodian from acting for a mutual fund.",stop,44,,meta-llama/llama-4-scout
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"No, because Passage B provides an exception to the 50% monetary asset limit when the IPO is made entirely through an offer for sale.",stop,29,,meta-llama/llama-4-scout
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"No, Passage A requires a 21-day notice for non-convertible securities, while Passage B does not mention a notice period but a redemption period with a one-month timeline for a different action.",stop,40,,meta-llama/llama-4-scout
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"Yes, Passage A prescribes a minimum corpus of five crore rupees for social impact funds, while Passage B prescribes a minimum corpus of twenty crore rupees for Alternative Investment Funds.",stop,36,,meta-llama/llama-4-scout
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,"No. The open offer trigger threshold is 25% for companies listed on a regular platform, but 49% for companies listed on the Innovators Growth Platform.",stop,34,,meta-llama/llama-4-scout
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition of 'key managerial personnel' under SEBI ICDR Regulations was substituted w.e.f. 31.01.2023, aligning with the Companies Act 2013 sub-section (51) of section 2. The earlier definition referring to the core management team excluding board members is no longer in force.",stop,71,,meta-llama/llama-4-scout
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",Three years.,stop,4,,meta-llama/llama-4-scout
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,Sub-regulation (4) of regulation 23 and regulation 31A.,stop,16,,meta-llama/llama-4-scout
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021",", the term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011; it was inserted as a defined term w.e.f. 6-12-2021.",stop,53,,meta-llama/llama-4-scout
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,Institutional Trading Platform.,stop,6,,meta-llama/llama-4-scout
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","SEBI (ICDR) (Amendment) Regulations, 2025, w.e.f. 08.03.2025.",stop,29,,meta-llama/llama-4-scout
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","BI (Issue and Listing of Debt Securities) Regulations, 2008.",stop,15,,meta-llama/llama-4-scout
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012 or within twelve months of notification of the relevant regulations for migrating.",stop,32,,meta-llama/llama-4-scout
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),With the Board prior to 08.03.2025.,stop,14,,meta-llama/llama-4-scout
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018.",stop,25,,meta-llama/llama-4-scout
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,'is made',stop,3,,meta-llama/llama-4-scout
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","SEBI (Merchant Bankers) Regulations, 1992.",stop,11,,meta-llama/llama-4-scout
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) Regulations, originally notified in 1996.",stop,18,,meta-llama/llama-4-scout
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),sponsor(s),stop,5,,meta-llama/llama-4-scout
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",The SEBI (ICDR) Regulations 2009.,stop,13,,meta-llama/llama-4-scout
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018",2018,stop,3,,meta-llama/llama-4-scout
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022",25.07.2022.,stop,8,,meta-llama/llama-4-scout
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,thirty days,stop,3,,meta-llama/llama-4-scout
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,fifteen days,stop,3,,meta-llama/llama-4-scout
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,45 days.,stop,4,,meta-llama/llama-4-scout
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,one year from the date of such rejection.,stop,10,,meta-llama/llama-4-scout
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","Within 60 days, and if SEBI fails to communicate its decision within this period, the prior approval shall be deemed to have been granted.",stop,30,,meta-llama/llama-4-scout
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","1. A photocopy of the certificate 
2. The name and contact details of the compliance officer",stop,21,,meta-llama/llama-4-scout
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","surrendered by the intermediary, suspended or cancelled in accordance with these regulations.",stop,18,,meta-llama/llama-4-scout
REG_074,regulatory_interpretation,easy,"What minimum investment amount must an accredited investor commit to a portfolio manager in order to qualify as a 'large value accredited investor' under SEBI (Portfolio Managers) Regulations, 2020?",Ten crore rupees,Ten crore rupees.,stop,5,,meta-llama/llama-4-scout
REG_075,regulatory_interpretation,easy,"What is the maximum permissible limit for any buy-back as a percentage of the aggregate of paid-up capital and free reserves, and on which financial statements is it based?","Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","Twenty-five per cent, based on the standalone or consolidated financial statements, whichever sets out a lower amount.",stop,22,,meta-llama/llama-4-scout
REG_076,regulatory_interpretation,easy,"What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-up capital and free reserves) permitted after a buy-back under SEBI (Buy-Back of Securities) Regulations, 2018?",2:1,2:1.,stop,5,,meta-llama/llama-4-scout
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year.,stop,4,,meta-llama/llama-4-scout
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI (Buy-Back of Securities) Regulations 2018? Is there any restriction on using proceeds of an earlier issue?,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","A company may undertake a buy-back of its shares or other specified securities out of: 
1. Free reserves
2. Securities premium account
3. Proceeds of the issue of any shares or other specified securities.

There is a restriction that no such buy-back shall be made out of the proceeds of an earlier issue of the same kind of shares or same kind of other specified securities.",stop,79,,meta-llama/llama-4-scout
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,Three years after the default ceased to subsist.,stop,11,,meta-llama/llama-4-scout
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory delisting'?",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,stop,21,,meta-llama/llama-4-scout
REG_081,regulatory_interpretation,easy,"What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Regulations, 2021?",The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,the period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company made under these regulations.,stop,29,,meta-llama/llama-4-scout
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,on the ninetieth day,stop,7,,meta-llama/llama-4-scout
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independent research analyst'?",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research report.,stop,19,,meta-llama/llama-4-scout
REG_084,regulatory_interpretation,easy,"From which financial year do the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect?",Financial Year 2026-27,2026-27.,stop,6,,meta-llama/llama-4-scout
REG_085,regulatory_interpretation,easy,"To which category of banks do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply?",Small Finance Banks (SFBs),Small Finance Banks (SFBs).,stop,9,,meta-llama/llama-4-scout
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate dividend a Small Finance Bank can declare, regardless of its Tier 1 Capital Ratio bucket?",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of the PAT.,stop,7,,meta-llama/llama-4-scout
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"1. Divergence in asset classification and provisioning for NPAs, 
2. Auditors' Report to the financial statements, 
3. Current and projected capital position vis-a-vis applicable regulatory capital requirement, 
4. Long term growth plans.",stop,49,,meta-llama/llama-4-scout
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank submit its dividend report to the Department of Supervision of the Reserve Bank?",Within a fortnight (two weeks) of the declaration of dividend.,within a fortnight,stop,6,,meta-llama/llama-4-scout
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it?",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declare dividends.,No.,stop,3,,meta-llama/llama-4-scout
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions 2026?,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,PAT of the financial year for which the dividend is proposed to be paid minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid.,stop,42,,meta-llama/llama-4-scout
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, when does the section on Unique Transaction Identifier (UTI) implementation come into effect?","January 01, 2027","January 01, 2027.",stop,9,,meta-llama/llama-4-scout
