id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"Yes
Passage A requires a three-year lock-in from the later of commercial production or allotment date, while Passage B requires only eighteen months from allotment in the general non-capital-expenditure case.",stop,251,,deepseek/deepseek-r1-distill-llama-70b
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,"No
Both passages prescribe a lock-in period of six months from the date of allotment for the specified shares.",stop,226,,deepseek/deepseek-r1-distill-llama-70b
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,Yes,"Yes
Passage A sets the general threshold at 2.5% or ₹5 crore (whichever is lower) for AIFs, while Passage B explicitly prescribes a higher threshold of 5% or ₹10 crore (whichever is lower) specifically for Category III AIFs.",stop,292,,deepseek/deepseek-r1-distill-llama-70b
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecutive meetings for the board and the audit committee respectively?,No,No. Both passages prescribe the same maximum gap of one hundred and twenty days between consecutive meetings.,stop,229,,deepseek/deepseek-r1-distill-llama-70b
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"Yes
Passage A allows a 15% threshold for specific entities like depositories and banks in stock exchanges, while Passage B imposes a strict 5% threshold for all depository shareholders.",stop,218,,deepseek/deepseek-r1-distill-llama-70b
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versus asset management companies under SEBI PIT Regulations 2015?,No,"Yes
Passage A requires notification within two trading days of receipt *or* becoming aware of the trade, while Passage B requires notification within two trading days solely of receipt of the disclosure.",stop,280,,deepseek/deepseek-r1-distill-llama-70b
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement application can ever be made for the same default?,No,"No
Passage A prohibits reapplication after withdrawal, while Passage B allows reconsideration after rejection for non-payment with a penalty.",stop,201,,deepseek/deepseek-r1-distill-llama-70b
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"Yes  
Passage A disqualifies based on sponsor/associate voting rights (50%+) or mutual fund-representing directors (50%+), while Passage B disqualifies based solely on director affiliations with specified entities regardless of percentage.",stop,273,,deepseek/deepseek-r1-distill-llama-70b
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"No
Passage B explicitly states that the 50% monetary asset limit does not apply if the IPO is made entirely through an offer for sale.",stop,245,,deepseek/deepseek-r1-distill-llama-70b
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"No. Passage A specifies a 21-day advance notice period for exercising rights, while Passage B imposes a 1-month deadline for redemption after a failed assent process without mentioning any advance notice requirement.",stop,235,,deepseek/deepseek-r1-distill-llama-70b
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"Yes  
Passage A requires five crore rupees for social impact funds, while Passage B requires twenty crore rupees for other AIF schemes.",stop,208,,deepseek/deepseek-r1-distill-llama-70b
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,"No
The open offer trigger threshold differs, with a 49% threshold specifically for companies listed on the Innovators Growth Platform instead of the standard 25%.",stop,223,,deepseek/deepseek-r1-distill-llama-70b
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition of 'key managerial personnel' currently in force under SEBI ICDR Regulations is the one substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, effective from 31.01.2023. The earlier definition (referring to officers forming part of the core management team excluding board of directors) ceased to apply after this substitution. The context does not explicitly state that the substituted definition aligns with Companies Act 2013 sub-section (51) of section 2.",stop,368,,deepseek/deepseek-r1-distill-llama-70b
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later","Before 13 August 2021, the lock-in regime for minimum promoters' contribution was three years from the date of commencement of commercial production or allotment, whichever is later.",stop,276,,deepseek/deepseek-r1-distill-llama-70b
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,Sub-regulation (4) of regulation 23 and regulation 31A came into force on the date of notification itself.,stop,246,,deepseek/deepseek-r1-distill-llama-70b
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021",No. The term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 at the time they came into force in October 2011. The explicit definition was inserted by amendment effective 6-12-2021.,stop,284,,deepseek/deepseek-r1-distill-llama-70b
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,"Before 5 April 2019, the trading platform for emerging issuers under SEBI ICDR Regulations was called the **""institutional trading platform""**.",stop,257,,deepseek/deepseek-r1-distill-llama-70b
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025, broadened the definition of 'associate' to include entities qualifying as associates under applicable accounting standards.",stop,343,,deepseek/deepseek-r1-distill-llama-70b
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","Before 7 September 2021, the SEBI LODR Regulations 2015 cross-referenced the definition of 'non-convertible debt securities' from the SEBI (Issue and Listing of Debt Securities) Regulations, 2008.",stop,243,,deepseek/deepseek-r1-distill-llama-70b
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012.",stop,248,,deepseek/deepseek-r1-distill-llama-70b
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),"Before the 2025 amendment, the draft letter of offer was filed with the Board. This requirement applied prior to 08.03.2025.",stop,288,,deepseek/deepseek-r1-distill-llama-70b
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","After May 5, 2021, the term 'main board' for SEBI LODR Regulations 2015 is defined by regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018.",stop,335,,deepseek/deepseek-r1-distill-llama-70b
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,"Before September 11, 2018, the phrase ""is made"" was used in the definition of 'frequently traded shares' under the SEBI Takeover Regulations 2011, instead of ""is required to be made under these regulations"".",stop,275,,deepseek/deepseek-r1-distill-llama-70b
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","Based solely on the provided context, the specific SEBI Act and year under which the SEBI (Merchant Bankers) Regulations, 1992 were enacted is **not stated**. The context only identifies them as ""among the earliest set of SEBI regulations"" and discusses amendments made to definitions within those regulations.",stop,298,,deepseek/deepseek-r1-distill-llama-70b
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) Regulations, 1996 originally established the regulatory framework for mutual funds in India.",stop,250,,deepseek/deepseek-r1-distill-llama-70b
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),"Before the 2016 amendment, the SEBI REIT Regulations 2014 used the term ""sponsors"". The SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016 substituted this with the broader term ""sponsor group"".",stop,282,,deepseek/deepseek-r1-distill-llama-70b
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier","The SEBI (ICDR) Regulations 2009 were enacted earlier, as they were superseded by the SEBI (ICDR) Regulations 2018.",stop,231,,deepseek/deepseek-r1-distill-llama-70b
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018","The concept of 'fugitive economic offender' was first incorporated into the SEBI LODR Regulations 2015 in 2018, specifically through the SEBI (LODR) (Sixth Amendment) Regulations, 2018, effective from 16 November 2018.",stop,325,,deepseek/deepseek-r1-distill-llama-70b
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022",25.07.2022,stop,235,,deepseek/deepseek-r1-distill-llama-70b
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,thirty days,stop,233,,deepseek/deepseek-r1-distill-llama-70b
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,15 days,stop,177,,deepseek/deepseek-r1-distill-llama-70b
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,Forty-five days,stop,164,,deepseek/deepseek-r1-distill-llama-70b
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,one year from the date of rejection,stop,193,,deepseek/deepseek-r1-distill-llama-70b
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","Within sixty days from the date of receipt.  
If SEBI fails to communicate its decision within sixty days, the prior approval is deemed to have been granted.",stop,302,,deepseek/deepseek-r1-distill-llama-70b
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.",A photocopy of the certificate and the name and contact details of the compliance officer.,stop,187,,deepseek/deepseek-r1-distill-llama-70b
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","The three circumstances under which a permanent certificate granted to an intermediary ceases to be valid are:
1. Surrendered by the intermediary
2. Suspended in accordance with these regulations
3. Cancelled in accordance with these regulations",stop,220,,deepseek/deepseek-r1-distill-llama-70b
REG_074,regulatory_interpretation,easy,"What minimum investment amount must an accredited investor commit to a portfolio manager in order to qualify as a 'large value accredited investor' under SEBI (Portfolio Managers) Regulations, 2020?",Ten crore rupees,Ten crore rupees,stop,186,,deepseek/deepseek-r1-distill-llama-70b
REG_075,regulatory_interpretation,easy,"What is the maximum permissible limit for any buy-back as a percentage of the aggregate of paid-up capital and free reserves, and on which financial statements is it based?","Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","The maximum permissible limit for any buy-back is twenty-five per cent or less of the aggregate of paid-up capital and free reserves. This limit is based on the standalone or consolidated financial statements of the company, whichever sets out a lower amount.",stop,300,,deepseek/deepseek-r1-distill-llama-70b
REG_076,regulatory_interpretation,easy,"What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-up capital and free reserves) permitted after a buy-back under SEBI (Buy-Back of Securities) Regulations, 2018?",2:1,2:1,stop,219,,deepseek/deepseek-r1-distill-llama-70b
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year from the date of expiry of the preceding buy-back period.,stop,179,,deepseek/deepseek-r1-distill-llama-70b
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI (Buy-Back of Securities) Regulations 2018? Is there any restriction on using proceeds of an earlier issue?,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","(a) its free reserves; (b) the securities premium account; or (c) the proceeds of the issue of any shares or other specified securities.

Yes, there is a restriction: no buy-back shall be made out of the proceeds of an earlier issue of the same kind of shares or same kind of other specified securities.",stop,277,,deepseek/deepseek-r1-distill-llama-70b
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,"Based solely on the provided context:

The prohibition on buy-backs applies specifically to defaults in the repayment of **deposits**. The context does not mention defaults on term loans. Therefore, a default on a term loan (even if remedied) does not trigger the prohibition or the 3-year waiting period described in the context.

**Answer:** The company can conduct the buy-back immediately after remedying the term loan default, as the prohibition and waiting period only apply to defaults in the repayment of deposits.",stop,303,,deepseek/deepseek-r1-distill-llama-70b
