id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
REG_012,regulatory_interpretation,medium,"Under SEBI LODR Regulations 2015, a related party transaction is considered material if it exceeds what threshold — Rupees one thousand crore or ten per cent of annual consolidated turnover, whichever is lower?","Rupees one thousand crore or ten per cent of the annual consolidated turnover of the listed entity as per the last audited financial statements, whichever is lower","Rupees one thousand crore or ten per cent of annual consolidated turnover, whichever is lower.",stop,25,,mistral
REG_013,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, within how many trading days must a company notify the stock exchange of trades by designated persons after receiving a disclosure?",Within two trading days,2 trading days,stop,5,,mistral
REG_014,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that must elapse before trades can commence under an approved trading plan?",At least sixty days,60 days,stop,5,,mistral
REG_015,regulatory_interpretation,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest deadline — counted from expiry of the sixty-day window — after which no settlement application in a specified proceeding will be considered?","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier","120 calendar days (from the expiry of the sixty-day window) or after the first hearing, whichever is earlier.",stop,32,,mistral
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage must the settlement amount be increased if an applicant re-applies after rejection due to non-payment of the earlier determined settlement amount?",At least fifty percent,At least 50%,stop,7,,mistral
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-ended mutual fund scheme can charge investors?",Three per cent of the applicable net asset value,3% of the applicable net asset value.,stop,11,,mistral
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a resolution to trigger the winding up of a mutual fund scheme?",Seventy-five per cent of the unit holders,75%,stop,5,,mistral
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth requirement for a Professional Clearing Member?",50 crore,50 crore,stop,6,,mistral
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issuer must provide to holders of non-convertible securities before a buy-back right becomes exercisable?",At least twenty-one days,21 days,stop,5,,mistral
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a REIT to issue units for listing on a recognised stock exchange?",Five hundred crore rupees or more,500 crore rupees or more,stop,12,,mistral
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue maintain records relating to each issue after its completion?",A minimum period of eight years,Eight years after completion of the issue.,stop,9,,mistral
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,"5% (15% for stock exchanges, depositories, banking companies, insurance companies, and public financial institutions)",stop,27,,mistral
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareholding in an issuer does a credit rating agency become prohibited from rating that issuer's securities?",More than ten per cent of the paid-up share capital,10%,stop,5,,mistral
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold shareholding in a depository that triggers the requirement for prior Board approval?",More than five per cent of the paid-up equity share capital,5% of the paid-up equity share capital,stop,12,,mistral
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets an eligible issuer must have cumulatively demonstrated across all three preceding years (treating each year's minimum separately)?",Nine crore rupees (three crore rupees per year × three years),The minimum total net tangible assets an eligible issuer must have cumulatively demonstrated across all three preceding years is 9 crore rupees (3 crore rupees for each of the three years).,stop,46,,mistral
NUM_002,numerical_reasoning,medium,"If the total portion available for allocation to qualified institutional buyers in a book-built IPO is 900 crore rupees, what is the maximum amount (in crore rupees) that can be allocated to anchor investors who are domestic mutual funds?",180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"The maximum amount that can be allocated to anchor investors who are domestic mutual funds is 300 crore rupees. (One-third of the anchor investor portion, which is 60% of the portion available for allocation to qualified institutional buyers, is 30% of the total portion available for allocation. So, 30% of 900 crore rupees is 300 crore rupees.)",stop,95,,mistral
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obligation a Self-Clearing Member can undertake, given its minimum net worth requirement?",100 crore rupees (5 crore net worth × 20 = 100 crore),"The maximum underwriting obligation a Self-Clearing Member can undertake is 20 times its minimum net worth. Given the minimum net worth requirement is 5 crore, the maximum underwriting obligation is 20 * 5 = 100 crore.",stop,58,,mistral
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what is the minimum continuing interest the Manager or Sponsor must maintain — in crore rupees — as per SEBI AIF Regulations 2012?","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)",2.5 crore rupees (as per the provided context passage),stop,18,,mistral
NUM_005,numerical_reasoning,hard,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),The interest liability for the maximum permissible borrowing of 20% of the net assets (which is 100 crore rupees) for the maximum permissible duration of 6 months at a penalty rate of 15% per annum would be 100 * 0.15 * (6/12) = 45 crore rupees.,stop,86,,mistral
NUM_006,numerical_reasoning,medium,"For a listed entity whose audit committee has the minimum permissible number of members under SEBI LODR Regulations 2015, what is the minimum number of those members who must be independent directors?","Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","The minimum number of independent directors in an audit committee for a listed entity, as per SEBI LODR Regulations 2015, is two-thirds of the minimum number of members. Since the minimum number of members is three, two-thirds of that would be 2 (two).",stop,65,,mistral
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum number of calendar days from the date of service of a show cause notice within which a settlement application can be filed (including the initial sixty-day window and the additional delayed period)?",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"The total maximum number of calendar days is 120 (120 days). This includes the initial 60-day window for filing a settlement application and an additional delayed period, but does not consider any further extensions beyond the 120 days.",stop,55,,mistral
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in an open offer but then buys shares in the open market at Rs. 300 per share within the twenty-six-week post-tendering period, what additional amount per share must be paid to shareholders who accepted the open offer?",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),The acquirer must pay an additional amount of Rs. 50 per share to shareholders who accepted the open offer.,stop,27,,mistral
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, what is the latest calendar date on which the warrant holder can exercise the option to acquire equity shares, assuming the warrant exercise price is paid on the last permissible day?",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"The warrant holder can exercise the option to acquire equity shares latest on 31st October 2024.

Here's the calculation:
- Warrant allotment date: 1st January 2024
- Warrant exercise period: 18 months
- Warrant exercise period in days: 18 months * 30.4375 days/month (assuming a 365-day year) = 553.22 days
- Three months for exercising the option after payment of warrant exercise price: 3 months * 30.4375 days/month = 91.3125 days
- Total days for exercising the option: 553.22 days + 91.3125 days = 644.5325 days
- Days from 1st January 2024 to the latest date: 644.5325 days - (31st December 2023 - 1st January 2024) = 644.5325 days - 1 day = 643.5325 days
- Converting days to calendar date: 643.5325 days / 30.4375 days/month = 21.14 months, which is approximately 21 months and 10 days.
- Since the exercise period cannot exceed 18 months, the latest calendar date is 31st October 2024.",stop,350,,mistral
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeting on 1 April of a financial year, by what latest date must the second board meeting be held?",By 29 July of the same year (1 April + 120 days = 29 July),The second board meeting must be held by July 30 (120 days after April 1).,stop,23,,mistral
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable funds of 500 crore rupees and invests the maximum permissible amount in a single investee company, how much can it invest in that company?",50 crore rupees (10% of 500 crore = 50 crore),"The maximum permissible investment in a single investee company is 10% of the investable funds. So, for a Category III AIF with 500 crore rupees investable funds, the maximum investment would be 10% * 500 crore rupees = 50 crore rupees.",stop,75,,mistral
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the minimum number who must be independent directors?",Four independent directors (at least 50% of 8 = 4),"The minimum number of independent directors on an AMC's board, as per the provided context, would be 4 (since 50% of 8 is 4).",stop,38,,mistral
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"Yes, the lock-in period for minimum promoters' contribution in the general (non-capital-expenditure) case is different between the two passages. In Passage A, it is three years from the date of commencement of commercial production or date of allotment in the initial public offer, whichever is later. In Passage B, it is eighteen months from the date of allotment in the initial public offer, unless the majority of the issue proceeds are proposed for capital expenditure, then the lock-in period is three years from the date of allotment in the initial public offer.",stop,131,,mistral
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,"Yes, the lock-in period for excess promoters' shares and non-promoter pre-issue shares in an IPO is different, as per the provided passages. The lock-in period for excess promoters' shares is six months, while for non-promoter pre-issue shares, the entire pre-issue capital is locked-in for a period of six months.",stop,80,,mistral
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,Yes,"Yes, the passages prescribe different minimum continuing interest thresholds for Category I/II AIFs and Category III AIFs under SEBI AIF Regulations 2012. For Category I/II AIFs, the minimum continuing interest is not less than two and a half percent of the corpus or five crore rupees, whichever is lower. For Category III AIFs, the minimum continuing interest is not less than five percent of the corpus or ten crore rupees, whichever is lower.",stop,117,,mistral
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecutive meetings for the board and the audit committee respectively?,No,"Yes, the maximum permissible gap between two consecutive meetings for the board is 120 days, while for the audit committee it is not more than 120 days.",stop,39,,mistral
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"Yes, the passages impose different shareholding thresholds triggering mandatory Board approval. For recognised stock exchanges, the limit is 5% (or 15% in certain cases), while for depositories, it is 5%.",stop,53,,mistral
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versus asset management companies under SEBI PIT Regulations 2015?,No,"Yes, the timeline for disclosure is the same (within two trading days), but the manner of notification may differ between companies and asset management companies under SEBI PIT Regulations 2015.",stop,45,,mistral
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement application can ever be made for the same default?,No,"Yes, the passages contradict each other. Passage A states that an applicant who withdraws an application cannot make another application for the same default, while Passage B implies that a rejected application can be reconsidered under certain conditions, which includes a situation where the applicant did not remit the settlement amount within the specified period.",stop,72,,mistral
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"Yes, the passages prescribe different tests. Passage A disqualifies a custodian if the sponsor or its associates hold 50% or more of the voting rights, or if 50% or more of the directors represent the mutual fund's interest. Passage B disqualifies a custodian if a trustee company, asset management company, sponsor, or any of their associates or shareholders holding more than 50% of the paid-up capital of the asset management company is a director.",stop,114,,mistral
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"No, the 50% monetary asset limit does not always apply to every IPO. In case of an IPO made entirely through an offer for sale, the limit does not apply (as per Passage B).",stop,47,,mistral
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"No, the advance notice periods are different. Passage A requires a 21-day notice for exercisable rights of non-convertible securities, while Passage B does not specify a notice period for the redemption of instruments when the issuer is unable to obtain the required shareholder assent.",stop,66,,mistral
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"Yes, the minimum corpus requirements for social impact funds and other AIF schemes are different. Social impact funds require a minimum corpus of at least five crore rupees, while other AIF schemes require a minimum corpus of at least twenty crore rupees.",stop,58,,mistral
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,"No, the open offer trigger threshold varies depending on the platform on which the target company is listed. For companies listed on the Innovators Growth Platform, the threshold is 49%.",stop,39,,mistral
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The currently in-force definition of 'key managerial personnel' under SEBI ICDR Regulations is the one substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, effective from 31.01.2023.",stop,69,,mistral
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",Three years,stop,3,,mistral
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,"The provisions of sub-regulation (4) of regulation 23 and regulation 31A came into force on the date of notification itself, not after the ninety-day waiting period.",stop,42,,mistral
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No, the term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 at the time they came into force in October 2011.",stop,44,,mistral
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,Institutional Trading Platform (prior to 5 April 2019),stop,19,,mistral
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025.",stop,35,,mistral
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","SEBI (Issue and Listing of Debt Securities) Regulations, 2008.",stop,25,,mistral
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012.",stop,24,,mistral
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),"The draft letter of offer was filed with the Board, prior to 08.03.2025.",stop,26,,mistral
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018 (w.e.f. 5.5.2021)",stop,48,,mistral
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,'is made',stop,5,,mistral
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","The SEBI (Merchant Bankers) Regulations, 1992 were enacted under the SEBI Act, 1992.",stop,34,,mistral
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996",The SEBI (Mutual Funds) Regulations originally notified in 1996.,stop,22,,mistral
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),The term used before the 2016 amendment in SEBI REIT Regulations was 'sponsor(s)'.,stop,29,,mistral
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",The SEBI (ICDR) Regulations 2009 was enacted earlier.,stop,21,,mistral
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018",2018 (w.e.f. 16.11.2018),stop,25,,mistral
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022",Social impact funds could start issuing 'social units' under the AIF Regulations from 25.07.2022.,stop,31,,mistral
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,Not later than thirty days,stop,6,,mistral
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,15 days,stop,5,,mistral
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,45 days,stop,5,,mistral
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,One year,stop,3,,mistral
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","60 days. If SEBI fails to communicate its decision within this period, the prior approval shall be deemed to have been granted.",stop,29,,mistral
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","1. A photocopy of the certificate
2. Name and contact details of the compliance officer",stop,22,,mistral
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","1. Surrender by the intermediary
2. Suspension in accordance with the regulations
3. Cancellation in accordance with the regulations",stop,33,,mistral
REG_074,regulatory_interpretation,easy,"What minimum investment amount must an accredited investor commit to a portfolio manager in order to qualify as a 'large value accredited investor' under SEBI (Portfolio Managers) Regulations, 2020?",Ten crore rupees,10 crore rupees,stop,9,,mistral
REG_075,regulatory_interpretation,easy,"What is the maximum permissible limit for any buy-back as a percentage of the aggregate of paid-up capital and free reserves, and on which financial statements is it based?","Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.",25% based on the lower amount from standalone or consolidated financial statements.,stop,19,,mistral
REG_076,regulatory_interpretation,easy,"What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-up capital and free reserves) permitted after a buy-back under SEBI (Buy-Back of Securities) Regulations, 2018?",2:1,2:1,stop,5,,mistral
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year,stop,3,,mistral
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI (Buy-Back of Securities) Regulations 2018? Is there any restriction on using proceeds of an earlier issue?,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","A company may fund a buy-back from (a) free reserves, (b) the securities premium account, or (c) the proceeds of the issue of any shares or other specified securities. Yes, there is a restriction on using proceeds of an earlier issue.",stop,59,,mistral
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,After a period of 3 years.,stop,9,,mistral
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory delisting'?",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"'Compulsory delisting' is defined as delisting of equity shares of a company by a recognized stock exchange under Chapter V of the SEBI (Delisting of Equity Shares) Regulations, 2021.",stop,49,,mistral
REG_081,regulatory_interpretation,easy,"What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Regulations, 2021?",The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The 'bidding period' is the period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,stop,33,,mistral
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,90 days after the date of their publication in the Official Gazette.,stop,17,,mistral
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independent research analyst'?",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research reports.,stop,20,,mistral
REG_084,regulatory_interpretation,easy,"From which financial year do the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect?",Financial Year 2026-27,FY 2026-27,stop,11,,mistral
REG_085,regulatory_interpretation,easy,"To which category of banks do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply?",Small Finance Banks (SFBs),Small Finance Banks,stop,5,,mistral
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate dividend a Small Finance Bank can declare, regardless of its Tier 1 Capital Ratio bucket?",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of the PAT for the period for which the dividend is being proposed.,stop,21,,mistral
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"1. Divergence in asset classification and provisioning for NPAs, including its trend.
2. Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter.
3. Current and projected capital position vis-a-vis applicable regulatory capital requirement.
4. Long term growth plans.",stop,71,,mistral
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank submit its dividend report to the Department of Supervision of the Reserve Bank?",Within a fortnight (two weeks) of the declaration of dividend.,Fortnight (14 days) after declaration of dividend.,stop,14,,mistral
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it?",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declare dividends.,"No, under the provided context, a bank would not be eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it.",stop,30,,mistral
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions 2026?,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,"'Adjusted Profit After Tax (PAT)' is defined as PAT of the financial year for which the dividend is proposed to be paid, minus 50% of Net NPA as on March 31 of the same financial year.",stop,54,,mistral
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, when does the section on Unique Transaction Identifier (UTI) implementation come into effect?","January 01, 2027","January 01, 2027",stop,11,,mistral
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without an LEI code permitted to transact in RBI-regulated financial markets?",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,"No, entities without an LEI code are not permitted to transact in RBI-regulated financial markets.",stop,24,,mistral
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction amount does the LEI requirement become applicable to users and clients under the RBI Master Direction on Unique Identifiers 2026?",USD one million or equivalent thereof in other currencies.,USD one million or equivalent thereof in other currencies.,stop,14,,mistral
REG_094,regulatory_interpretation,easy,"What is the minimum nominal amount for which Government of India dated securities are issued in the auction, and in what multiples are they issued thereafter?","Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","Rs. 10,000/-, and in multiples of Rs. 10,000/- thereafter.",stop,31,,mistral
