source,title,date,url,category,filename,filepath,downloaded_at
RBI,RBI/2025-2026/242DOR.AML.REC.437/14.06.001/2025-26,RBI/2025-2026/242DOR.AML.REC.437/14.06.001/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT242B412324D7EBC48FF92F214A5A6B609F8.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026242doramlrec43714060012025-26_010.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026242doramlrec43714060012025-26_010.pdf,2026-03-29 13:28:44
RBI,RBI/2025-2026/241DOR.MRG.REC.No.436/21-01-002/2025-26,RBI/2025-2026/241DOR.MRG.REC.No.436/21-01-002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT24143B908C1E4C1428DA7D867B3663869FB.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026241dormrgrecno43621-01-0022025-26_011.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026241dormrgrecno43621-01-0022025-26_011.pdf,2026-03-29 13:28:50
RBI,RBI/2025-2026/240DOR.MRG.REC.No.435/21-01-002/2025-26,RBI/2025-2026/240DOR.MRG.REC.No.435/21-01-002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT240B601FD00649E4E36ACB13E4048EAC882.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026240dormrgrecno43521-01-0022025-26_012.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026240dormrgrecno43521-01-0022025-26_012.pdf,2026-03-29 13:28:56
RBI,RBI/2025-2026/239DOR.MRG.REC.No.434/21-01-002/2025-26,RBI/2025-2026/239DOR.MRG.REC.No.434/21-01-002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT2397FD7794FBE4849118C2951F082FE494F.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026239dormrgrecno43421-01-0022025-26_013.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026239dormrgrecno43421-01-0022025-26_013.pdf,2026-03-29 13:29:02
RBI,RBI/2025-2026/238DOR.MRG.REC.No.433/21-01-002/2025-26,RBI/2025-2026/238DOR.MRG.REC.No.433/21-01-002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT2380F4C03D444554106809C8BA8756A3F3B.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026238dormrgrecno43321-01-0022025-26_014.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026238dormrgrecno43321-01-0022025-26_014.pdf,2026-03-29 13:29:09
RBI,RBI/DOR/2025-2026/237DOR.ACC.REC.No.426/21.02.067/2025-26,RBI/DOR/2025-2026/237DOR.ACC.REC.No.426/21.02.067/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/042378DF16EE12FD34DC2B3D51EC5BF0C941D.PDF,BS_CircularIndexDisplay,RBI_RBI-DOR-20_rbidor2025-2026237doraccrecno42621020672025-26_015.pdf,data/raw/rbi\RBI_RBI-DOR-20_rbidor2025-2026237doraccrecno42621020672025-26_015.pdf,2026-03-29 13:29:14
RBI,RBI/DOR/2025-2026/236DOR.ACC.REC.No.425/21.02.067/2025-26,RBI/DOR/2025-2026/236DOR.ACC.REC.No.425/21.02.067/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/032365CB0CCE9D21A4C6C89E5371E29840D06.PDF,BS_CircularIndexDisplay,RBI_RBI-DOR-20_rbidor2025-2026236doraccrecno42521020672025-26_016.pdf,data/raw/rbi\RBI_RBI-DOR-20_rbidor2025-2026236doraccrecno42521020672025-26_016.pdf,2026-03-29 13:29:20
RBI,RBI/DOR/2025-2026/235DOR.ACC.REC.No.424/21.02.067/2025-26,RBI/DOR/2025-2026/235DOR.ACC.REC.No.424/21.02.067/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/02235950499E11154436FB2DFE0A1D24119B4.PDF,BS_CircularIndexDisplay,RBI_RBI-DOR-20_rbidor2025-2026235doraccrecno42421020672025-26_017.pdf,data/raw/rbi\RBI_RBI-DOR-20_rbidor2025-2026235doraccrecno42421020672025-26_017.pdf,2026-03-29 13:29:26
RBI,RBI/DOR/2025-2026/234DOR.ACC.REC.No.423/21.02.067/2025-26,RBI/DOR/2025-2026/234DOR.ACC.REC.No.423/21.02.067/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/01NOT234DA82687BD4954E77A6939DEBE4ECE8D2.PDF,BS_CircularIndexDisplay,RBI_RBI-DOR-20_rbidor2025-2026234doraccrecno42321020672025-26_018.pdf,data/raw/rbi\RBI_RBI-DOR-20_rbidor2025-2026234doraccrecno42321020672025-26_018.pdf,2026-03-29 13:29:32
RBI,RBI/DOR/2025-2026/233DOR.ACC.REC.No.432/21.02.067/2025-26,RBI/DOR/2025-2026/233DOR.ACC.REC.No.432/21.02.067/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NOT233ADFB78C1859445FD9A209C410270CDD5.PDF,BS_CircularIndexDisplay,RBI_RBI-DOR-20_rbidor2025-2026233doraccrecno43221020672025-26_019.pdf,data/raw/rbi\RBI_RBI-DOR-20_rbidor2025-2026233doraccrecno43221020672025-26_019.pdf,2026-03-29 13:29:38
RBI,RBI/2025-2026/232DOR.CAP.REC.No.422/21.01.002/2025-26,RBI/2025-2026/232DOR.CAP.REC.No.422/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT232BFFE6E73E7134121A35401E7F71B2286.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026232dorcaprecno42221010022025-26_020.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026232dorcaprecno42221010022025-26_020.pdf,2026-03-29 13:29:44
RBI,RBI/2025-2026/231DOR.CAP.REC.No.421/21.01.002/2025-26,RBI/2025-2026/231DOR.CAP.REC.No.421/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT231EE31EBC9BA5E46C7931C6B075498CFDD.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026231dorcaprecno42121010022025-26_021.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026231dorcaprecno42121010022025-26_021.pdf,2026-03-29 13:29:49
RBI,RBI/2025-2026/230DOR.CAP.REC.No.420/21.01.002/2025-26,RBI/2025-2026/230DOR.CAP.REC.No.420/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT230695EB061609542BD81B3B2EF17638E77.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026230dorcaprecno42021010022025-26_022.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026230dorcaprecno42021010022025-26_022.pdf,2026-03-29 13:29:55
RBI,RBI/2025-2026/229DOR.CAP.REC.No.419/21.01.002/2025-26,RBI/2025-2026/229DOR.CAP.REC.No.419/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT229D210233127AB4C8588288EC24F9D4105.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026229dorcaprecno41921010022025-26_023.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026229dorcaprecno41921010022025-26_023.pdf,2026-03-29 13:30:01
RBI,RBI/2025-2026/228DOR.CAP.REC.No.418/21.01.002/2025-26,RBI/2025-2026/228DOR.CAP.REC.No.418/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT2288D371438FF1C4EA1BA535B4EA1E9623C.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026228dorcaprecno41821010022025-26_024.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026228dorcaprecno41821010022025-26_024.pdf,2026-03-29 13:30:07
RBI,RBI/2025-2026/227DOR.CAP.REC.No.417/21.01.002/2025-26,RBI/2025-2026/227DOR.CAP.REC.No.417/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT2279A25270BC9D4489C9965F39E306B6260.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026227dorcaprecno41721010022025-26_025.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026227dorcaprecno41721010022025-26_025.pdf,2026-03-29 13:30:13
RBI,RBI/2025-2026/226DOR.CAP.REC.No.416/21.01.002/2025-26,RBI/2025-2026/226DOR.CAP.REC.No.416/21.01.002/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT226EBFC6CBC4E134340A707A15512F0196B.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026226dorcaprecno41621010022025-26_026.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026226dorcaprecno41621010022025-26_026.pdf,2026-03-29 13:30:19
RBI,RBI/2025-2026/225DOR.AML.REC.415/14.06.001/2025-26,RBI/2025-2026/225DOR.AML.REC.415/14.06.001/2025-26,https://rbidocs.rbi.org.in/rdocs/Notification/PDFs/NT2252FD42E94886F4BFCBC7FF7C1E6A301C3.PDF,BS_CircularIndexDisplay,RBI_RBI-2025-2_rbi2025-2026225doramlrec41514060012025-26_027.pdf,data/raw/rbi\RBI_RBI-2025-2_rbi2025-2026225doramlrec41514060012025-26_027.pdf,2026-03-29 13:30:25
RBI,Auction of Government of India Dated Securities,Auction of Government of India Dated Securities,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2343F9E3B41B766A4FA588EF4F6919FAD360.PDF,BS_PressReleaseDisplay,RBI_Auction of_auction_of_government_of_india_dated_securities_028.pdf,data/raw/rbi\RBI_Auction of_auction_of_government_of_india_dated_securities_028.pdf,2026-03-29 13:30:34
RBI,WMA Limit for Government of India for April - September 2026,WMA Limit for Government of India for April - September 2026,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2342449830C82F604119BA10A8E3150882B2.PDF,BS_PressReleaseDisplay,RBI_WMA Limit _wma_limit_for_government_of_india_for_april_-_september_029.pdf,data/raw/rbi\RBI_WMA Limit _wma_limit_for_government_of_india_for_april_-_september_029.pdf,2026-03-29 13:30:40
RBI,Calendar for Auction of Government of India Treasury Bills,Calendar for Auction of Government of India Treasury Bills,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2341FBEB00B77DFF4A0EBB9C144FA2A8F6CC.PDF,BS_PressReleaseDisplay,RBI_Calendar f_calendar_for_auction_of_government_of_india_treasury_bi_030.pdf,data/raw/rbi\RBI_Calendar f_calendar_for_auction_of_government_of_india_treasury_bi_030.pdf,2026-03-29 13:30:46
RBI,Issuance Calendar for Marketable Dated Securities for April - September 2026,Issuance Calendar for Marketable Dated Securities for April - September 2026,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2340AAFA94F8AE1B45EDAF84AAD7ED19D948.PDF,BS_PressReleaseDisplay,RBI_Issuance C_issuance_calendar_for_marketable_dated_securities_for_a_031.pdf,data/raw/rbi\RBI_Issuance C_issuance_calendar_for_marketable_dated_securities_for_a_031.pdf,2026-03-29 13:30:52
RBI,Payments Vision 2028,Payments Vision 2028,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23394679F82680DB42A8928D7EA5BA3FD14B.PDF,BS_PressReleaseDisplay,RBI_Payments V_payments_vision_2028_032.pdf,data/raw/rbi\RBI_Payments V_payments_vision_2028_032.pdf,2026-03-29 13:30:59
RBI,RBI imposes monetary penalty on Union Bank of India,RBI imposes monetary penalty on Union Bank of India,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2338129089C31EDF4712AF5AB69437F5BE64.PDF,BS_PressReleaseDisplay,RBI_RBI impose_rbi_imposes_monetary_penalty_on_union_bank_of_india_033.pdf,data/raw/rbi\RBI_RBI impose_rbi_imposes_monetary_penalty_on_union_bank_of_india_033.pdf,2026-03-29 13:31:05
RBI,RBI imposes monetary penalty on Bank of India,RBI imposes monetary penalty on Bank of India,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2337E8FAC42DB6494A4D9C4F090E195252CF.PDF,BS_PressReleaseDisplay,RBI_RBI impose_rbi_imposes_monetary_penalty_on_bank_of_india_034.pdf,data/raw/rbi\RBI_RBI impose_rbi_imposes_monetary_penalty_on_bank_of_india_034.pdf,2026-03-29 13:31:12
RBI,RBI imposes monetary penalty on Pine Labs Limited,RBI imposes monetary penalty on Pine Labs Limited,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23369981C252827845159985FD87AB81285A.PDF,BS_PressReleaseDisplay,RBI_RBI impose_rbi_imposes_monetary_penalty_on_pine_labs_limited_035.pdf,data/raw/rbi\RBI_RBI impose_rbi_imposes_monetary_penalty_on_pine_labs_limited_035.pdf,2026-03-29 13:31:19
RBI,RBI imposes monetary penalty on Central Bank of India,RBI imposes monetary penalty on Central Bank of India,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23359EA2697B25D341C0B9832F32339C2FC4.PDF,BS_PressReleaseDisplay,RBI_RBI impose_rbi_imposes_monetary_penalty_on_central_bank_of_india_036.pdf,data/raw/rbi\RBI_RBI impose_rbi_imposes_monetary_penalty_on_central_bank_of_india_036.pdf,2026-03-29 13:31:25
RBI,RBI releases Master Direction on Unique Identifiers in Financial Markets,RBI releases Master Direction on Unique Identifiers in Financial Markets,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2334C6DF04B76F9C4C9A8ACD37595D481D53.PDF,BS_PressReleaseDisplay,RBI_RBI releas_rbi_releases_master_direction_on_unique_identifiers_in__037.pdf,data/raw/rbi\RBI_RBI releas_rbi_releases_master_direction_on_unique_identifiers_in__037.pdf,2026-03-29 13:31:32
RBI,Reserve Bank of India – Bulletin Weekly Statistical Supplement – Extract,Reserve Bank of India – Bulletin Weekly Statistical Supplement – Extract,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2333WSS9FC64A61B9BD456BB5555AC169382580.PDF,BS_PressReleaseDisplay,RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_038.pdf,data/raw/rbi\RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_038.pdf,2026-03-29 13:31:39
RBI,State Government Securities - Full Auction Result,State Government Securities - Full Auction Result,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2332FDDC67BA40C540A88763BD9D6B77EB0F.PDF,BS_PressReleaseDisplay,RBI_State Gove_state_government_securities_-_full_auction_result_039.pdf,data/raw/rbi\RBI_State Gove_state_government_securities_-_full_auction_result_039.pdf,2026-03-29 13:31:45
RBI,Result of Yield/Price Based Auction of State Government Securities,Result of Yield/Price Based Auction of State Government Securities,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23312782343A9A534E6FB44B9CBBB443C6F7.PDF,BS_PressReleaseDisplay,RBI_Result of _result_of_yieldprice_based_auction_of_state_government__040.pdf,data/raw/rbi\RBI_Result of _result_of_yieldprice_based_auction_of_state_government__040.pdf,2026-03-29 13:31:54
RBI,"Money Market Operations as on March 26, 2026","Money Market Operations as on March 26, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23309C87726B29DF491799FE7548461CC7D9.PDF,BS_PressReleaseDisplay,RBI_Money Mark_money_market_operations_as_on_march_26_2026_041.pdf,data/raw/rbi\RBI_Money Mark_money_market_operations_as_on_march_26_2026_041.pdf,2026-03-29 13:32:00
RBI,"Result of the 6-day Variable Rate Repo (VRR) auction held on March 27, 2026","Result of the 6-day Variable Rate Repo (VRR) auction held on March 27, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2329B75915C1059C40508B7E943EA65EEFD7.PDF,BS_PressReleaseDisplay,RBI_Result of _result_of_the_6-day_variable_rate_repo_vrr_auction_held_042.pdf,data/raw/rbi\RBI_Result of _result_of_the_6-day_variable_rate_repo_vrr_auction_held_042.pdf,2026-03-29 13:32:07
RBI,"Money Market Operations as on March 25, 2026","Money Market Operations as on March 25, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2328EDC2205BDA3043FAB9589D78EA3B072A.PDF,BS_PressReleaseDisplay,RBI_Money Mark_money_market_operations_as_on_march_25_2026_043.pdf,data/raw/rbi\RBI_Money Mark_money_market_operations_as_on_march_25_2026_043.pdf,2026-03-29 13:32:13
RBI,Auction of State Government Securities (Revised),Auction of State Government Securities (Revised),https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2327F176465EBA2A4D7E98B9FA0FB201D4C9.PDF,BS_PressReleaseDisplay,RBI_Auction of_auction_of_state_government_securities_revised_044.pdf,data/raw/rbi\RBI_Auction of_auction_of_state_government_securities_revised_044.pdf,2026-03-29 13:32:19
RBI,"RBI approves the voluntary amalgamation of The Bapunagar Mahila Co-operative Bank Ltd., Ahmedabad, Gujarat with Shri Vinayak Sahakari Bank Ltd., Ahmedabad, Gujarat","RBI approves the voluntary amalgamation of The Bapunagar Mahila Co-operative Bank Ltd., Ahmedabad, Gujarat with Shri Vinayak Sahakari Bank Ltd., Ahmedabad, Gujarat",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23261A624CA31AD34683A455AD7EC042FDE4.PDF,BS_PressReleaseDisplay,RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_the_bapunaga_045.pdf,data/raw/rbi\RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_the_bapunaga_045.pdf,2026-03-29 13:32:26
RBI,"Reserve Money and Money Supply for the fortnight ended March 15, 2026","Reserve Money and Money Supply for the fortnight ended March 15, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23258DDBE28A1A944EBF96B0682539A428C0.PDF,BS_PressReleaseDisplay,RBI_Reserve Mo_reserve_money_and_money_supply_for_the_fortnight_ended__046.pdf,data/raw/rbi\RBI_Reserve Mo_reserve_money_and_money_supply_for_the_fortnight_ended__046.pdf,2026-03-29 13:32:32
RBI,Treasury Bills: Full Auction Result,Treasury Bills: Full Auction Result,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2324F1A4CB5B775E4945ADA7BC25ED5F5939.PDF,BS_PressReleaseDisplay,RBI_Treasury B_treasury_bills_full_auction_result_047.pdf,data/raw/rbi\RBI_Treasury B_treasury_bills_full_auction_result_047.pdf,2026-03-29 13:32:38
RBI,"91-Day, 182-Day and 364-Day T-Bill Auction Result: Cut-off","91-Day, 182-Day and 364-Day T-Bill Auction Result: Cut-off",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23234710F25AB494456AAF2B8F7E8B27077B.PDF,BS_PressReleaseDisplay,"RBI_91-Day, 18_91-day_182-day_and_364-day_t-bill_auction_result_cut-of_048.pdf","data/raw/rbi\RBI_91-Day, 18_91-day_182-day_and_364-day_t-bill_auction_result_cut-of_048.pdf",2026-03-29 13:32:45
RBI,"Directions under Section 35A read with Section 56 of the Banking Regulation Act, 1949 – Shree Mahalaxmi Urban Co-operative Credit Bank Ltd., Gokak (Karnataka) - Extension of Period","Directions under Section 35A read with Section 56 of the Banking Regulation Act, 1949 – Shree Mahalaxmi Urban Co-operative Credit Bank Ltd., Gokak (Karnataka) - Extension of Period",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR232208427D3A82F14F01AF5764D6686B0178.PDF,BS_PressReleaseDisplay,RBI_Directions_directions_under_section_35a_read_with_section_56_of_th_049.pdf,data/raw/rbi\RBI_Directions_directions_under_section_35a_read_with_section_56_of_th_049.pdf,2026-03-29 13:32:52
RBI,"Money Market Operations as on March 24, 2026","Money Market Operations as on March 24, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2321MMOFDA13F0DA55A45158A35A5668D3107A7.PDF,BS_PressReleaseDisplay,RBI_Money Mark_money_market_operations_as_on_march_24_2026_050.pdf,data/raw/rbi\RBI_Money Mark_money_market_operations_as_on_march_24_2026_050.pdf,2026-03-29 13:32:58
RBI,Auction of State Government Securities,Auction of State Government Securities,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2320897E00019AD44289BE5D7A5AB0E4D99E.PDF,BS_PressReleaseDisplay,RBI_Auction of_auction_of_state_government_securities_051.pdf,data/raw/rbi\RBI_Auction of_auction_of_state_government_securities_051.pdf,2026-03-29 13:33:04
RBI,Variable Rate Repo (VRR) auctions under LAF for the end of the Financial Year,Variable Rate Repo (VRR) auctions under LAF for the end of the Financial Year,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23195321B39317D443A9A2D5AD1B37ED95B6.PDF,BS_PressReleaseDisplay,RBI_Variable R_variable_rate_repo_vrr_auctions_under_laf_for_the_end_o_052.pdf,data/raw/rbi\RBI_Variable R_variable_rate_repo_vrr_auctions_under_laf_for_the_end_o_052.pdf,2026-03-29 13:33:10
RBI,State Government Securities - Full Auction Result,State Government Securities - Full Auction Result,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR23187B4832B1E8BB448D8E54D9FE7914A54F.PDF,BS_PressReleaseDisplay,RBI_State Gove_state_government_securities_-_full_auction_result_053.pdf,data/raw/rbi\RBI_State Gove_state_government_securities_-_full_auction_result_053.pdf,2026-03-29 13:33:19
RBI,Result of Yield/ Price Based Auction of State Government Securities,Result of Yield/ Price Based Auction of State Government Securities,https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR231731D230E393124D3E8900D8117D7FCE50.PDF,BS_PressReleaseDisplay,RBI_Result of _result_of_yield_price_based_auction_of_state_government_054.pdf,data/raw/rbi\RBI_Result of _result_of_yield_price_based_auction_of_state_government_054.pdf,2026-03-29 13:33:25
RBI,"Result of the 3-day Variable Rate Repo (VRR) auction held on March 24, 2026","Result of the 3-day Variable Rate Repo (VRR) auction held on March 24, 2026",https://rbidocs.rbi.org.in/rdocs/PressRelease/PDFs/PR2316A511F75DF79E41B483CEE354ECFD0418.PDF,BS_PressReleaseDisplay,RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_055.pdf,data/raw/rbi\RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_055.pdf,2026-03-29 13:33:32
