source,filename,txt_file,pages,word_count,status,error,parsed_at
SEBI,SEBI_2011_securities_and_exchange_board_of_india_kyc_know_your_cl_074.pdf,SEBI_2011_securities_and_exchange_board_of_india_kyc_know_your_cl_074.txt,20,7543,success,,2026-03-29 13:46:17
SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.pdf,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,79,27014,success,,2026-03-29 13:46:32
SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.pdf,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,95,32565,success,,2026-03-29 13:46:47
SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.pdf,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,41,15444,success,,2026-03-29 13:46:57
SEBI,SEBI_2014_securities_and_exchange_board_of_india_infrastructure_i_091.pdf,SEBI_2014_securities_and_exchange_board_of_india_infrastructure_i_091.txt,173,49937,success,,2026-03-29 13:47:20
SEBI,SEBI_2014_securities_and_exchange_board_of_india_real_estate_inve_069.pdf,SEBI_2014_securities_and_exchange_board_of_india_real_estate_inve_069.txt,174,58194,success,,2026-03-29 13:47:49
SEBI,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.pdf,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.txt,36,14450,success,,2026-03-29 13:47:57
SEBI,SEBI_2015_securities_and_exchange_board_of_india_issue_and_listin_066.pdf,SEBI_2015_securities_and_exchange_board_of_india_issue_and_listin_066.txt,68,21980,success,,2026-03-29 13:48:09
SEBI,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.pdf,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.txt,224,96005,success,,2026-03-29 13:48:57
SEBI,SEBI_2015_securities_and_exchange_board_of_india_prohibition_of_i_068.pdf,SEBI_2015_securities_and_exchange_board_of_india_prohibition_of_i_068.txt,81,24628,success,,2026-03-29 13:49:14
SEBI,SEBI_2018_securities_and_exchange_board_of_india_buy-back_of_secu_061.pdf,SEBI_2018_securities_and_exchange_board_of_india_buy-back_of_secu_061.txt,51,13723,success,,2026-03-29 13:49:22
SEBI,SEBI_2018_securities_and_exchange_board_of_india_depositories_and_062.pdf,SEBI_2018_securities_and_exchange_board_of_india_depositories_and_062.txt,85,31487,success,,2026-03-29 13:49:40
SEBI,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.pdf,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,482,177847,success,,2026-03-29 13:51:04
SEBI,SEBI_2018_securities_and_exchange_board_of_india_settlement_proce_064.pdf,SEBI_2018_securities_and_exchange_board_of_india_settlement_proce_064.txt,67,17728,success,,2026-03-29 13:51:18
SEBI,SEBI_2018_securities_contracts_regulation_stock_exchanges_and_cle_065.pdf,SEBI_2018_securities_contracts_regulation_stock_exchanges_and_cle_065.txt,81,31007,success,,2026-03-29 13:51:37
SEBI,SEBI_2019_securities_and_exchange_board_of_india_foreign_portfoli_060.pdf,SEBI_2019_securities_and_exchange_board_of_india_foreign_portfoli_060.txt,34,13353,success,,2026-03-29 13:51:44
SEBI,SEBI_2020_securities_and_exchange_board_of_india_portfolio_manage_059.pdf,SEBI_2020_securities_and_exchange_board_of_india_portfolio_manage_059.txt,70,16481,success,,2026-03-29 13:51:55
SEBI,SEBI_2021_securities_and_exchange_board_of_india_delisting_of_equ_055.pdf,SEBI_2021_securities_and_exchange_board_of_india_delisting_of_equ_055.txt,45,16301,success,,2026-03-29 13:52:01
SEBI,SEBI_2021_securities_and_exchange_board_of_india_issue_and_listin_056.pdf,SEBI_2021_securities_and_exchange_board_of_india_issue_and_listin_056.txt,81,27078,success,,2026-03-29 13:52:13
SEBI,SEBI_2021_securities_and_exchange_board_of_india_share_based_empl_057.pdf,SEBI_2021_securities_and_exchange_board_of_india_share_based_empl_057.txt,44,14036,success,,2026-03-29 13:52:22
SEBI,SEBI_2021_securities_and_exchange_board_of_india_vault_managers_r_058.pdf,SEBI_2021_securities_and_exchange_board_of_india_vault_managers_r_058.txt,26,6433,success,,2026-03-29 13:52:26
SEBI,SEBI_2024_securities_and_exchange_board_of_india_index_providers__054.pdf,SEBI_2024_securities_and_exchange_board_of_india_index_providers__054.txt,31,7374,success,,2026-03-29 13:52:35
SEBI,SEBI_2025_securities_and_exchange_board_of_india_procedure_for_ma_052.pdf,SEBI_2025_securities_and_exchange_board_of_india_procedure_for_ma_052.txt,7,2812,success,,2026-03-29 13:52:39
SEBI,SEBI_2025_securities_and_exchange_board_of_india_registrars_to_an_053.pdf,SEBI_2025_securities_and_exchange_board_of_india_registrars_to_an_053.txt,43,19465,success,,2026-03-29 13:52:51
SEBI,SEBI_2026_securities_and_exchange_board_of_india_mutual_funds_reg_050.pdf,SEBI_2026_securities_and_exchange_board_of_india_mutual_funds_reg_050.txt,207,75903,success,,2026-03-29 13:53:39
SEBI,SEBI_2026_securities_and_exchange_board_of_india_stock_brokers_re_051.pdf,SEBI_2026_securities_and_exchange_board_of_india_stock_brokers_re_051.txt,50,22141,success,,2026-03-29 13:53:57
SEBI,"SEBI_Feb 04, 20_revision_of_order-to-trade_ratio_otr_framework_020.pdf","SEBI_Feb 04, 20_revision_of_order-to-trade_ratio_otr_framework_020.txt",2,449,success,,2026-03-29 13:53:57
SEBI,"SEBI_Feb 05, 20_creationinvocation_of_pledge_of_securities_through_depo_018.pdf","SEBI_Feb 05, 20_creationinvocation_of_pledge_of_securities_through_depo_018.txt",3,523,success,,2026-03-29 13:53:58
SEBI,"SEBI_Feb 05, 20_review_of_calendar_spread_margin_benefit_in_single_stoc_019.pdf","SEBI_Feb 05, 20_review_of_calendar_spread_margin_benefit_in_single_stoc_019.txt",2,504,success,,2026-03-29 13:53:58
SEBI,"SEBI_Feb 06, 20_reporting_of_value_of_units_of_alternative_investment_f_017.pdf","SEBI_Feb 06, 20_reporting_of_value_of_units_of_alternative_investment_f_017.txt",2,669,success,,2026-03-29 13:53:58
SEBI,"SEBI_Feb 10, 20_obligations_on_cras_while_undertaking_rating_of_financi_016.pdf","SEBI_Feb 10, 20_obligations_on_cras_while_undertaking_rating_of_financi_016.txt",4,987,success,,2026-03-29 13:53:59
SEBI,"SEBI_Feb 11, 20_capacity_planning_and_real_time_performance_monitoring__015.pdf","SEBI_Feb 11, 20_capacity_planning_and_real_time_performance_monitoring__015.txt",4,736,success,,2026-03-29 13:54:00
SEBI,"SEBI_Feb 17, 20_circular_on_forms_for_registration_of_stock_brokers_and_014.pdf","SEBI_Feb 17, 20_circular_on_forms_for_registration_of_stock_brokers_and_014.txt",7,1042,success,,2026-03-29 13:54:01
SEBI,"SEBI_Feb 23, 20_address_by_shri_amarjeet_singh_wtm_sebi_at_the_sebi_pms_049.pdf","SEBI_Feb 23, 20_address_by_shri_amarjeet_singh_wtm_sebi_at_the_sebi_pms_049.txt",3,788,success,,2026-03-29 13:54:01
SEBI,"SEBI_Feb 25, 20_kotak_investor_conference_-_chasing_growth_2026_048.pdf","SEBI_Feb 25, 20_kotak_investor_conference_-_chasing_growth_2026_048.txt",5,1383,success,,2026-03-29 13:54:02
SEBI,"SEBI_Feb 26, 20_categorization_and_rationalization_of_mutual_fund_schem_013.pdf","SEBI_Feb 26, 20_categorization_and_rationalization_of_mutual_fund_schem_013.txt",23,8776,success,,2026-03-29 13:54:07
SEBI,"SEBI_Feb 26, 20_caution_to_investors_on_stock_market_scams_through_acco_047.pdf","SEBI_Feb 26, 20_caution_to_investors_on_stock_market_scams_through_acco_047.txt",2,324,success,,2026-03-29 13:54:07
SEBI,"SEBI_Feb 26, 20_caution_to_the_public_regarding_fake_stt_notices_046.pdf","SEBI_Feb 26, 20_caution_to_the_public_regarding_fake_stt_notices_046.txt",2,333,success,,2026-03-29 13:54:08
SEBI,"SEBI_Feb 26, 20_ease_of_doing_investment_eodi-_disclosure_of_registered_011.pdf","SEBI_Feb 26, 20_ease_of_doing_investment_eodi-_disclosure_of_registered_011.txt",4,1122,success,,2026-03-29 13:54:09
SEBI,"SEBI_Feb 26, 20_valuation_of_physical_gold_and_silver_held_by_mutual_fu_012.pdf","SEBI_Feb 26, 20_valuation_of_physical_gold_and_silver_held_by_mutual_fu_012.txt",2,403,success,,2026-03-29 13:54:09
SEBI,"SEBI_Feb 27, 20_revised_norms_for_appointment_of_an_independent_third-p_010.pdf","SEBI_Feb 27, 20_revised_norms_for_appointment_of_an_independent_third-p_010.txt",4,693,success,,2026-03-29 13:54:09
SEBI,"SEBI_Feb 27, 20_updates_for_implementation_of_section_51a_of_uapa_1967__045.pdf","SEBI_Feb 27, 20_updates_for_implementation_of_section_51a_of_uapa_1967__045.txt",4,937,success,,2026-03-29 13:54:10
SEBI,"SEBI_Jan 16, 20_introduction_of_closing_auction_session_cas_in_the_equi_023.pdf","SEBI_Jan 16, 20_introduction_of_closing_auction_session_cas_in_the_equi_023.txt",12,2216,success,,2026-03-29 13:54:11
SEBI,"SEBI_Jan 16, 20_single_window_automatic_and_generalised_access_for_trus_024.pdf","SEBI_Jan 16, 20_single_window_automatic_and_generalised_access_for_trus_024.txt",4,737,success,,2026-03-29 13:54:12
SEBI,"SEBI_Jan 30, 20_ease_of_doing_investment_and_ease_of_doing_business_doi_021.pdf","SEBI_Jan 30, 20_ease_of_doing_investment_and_ease_of_doing_business_doi_021.txt",6,1389,success,,2026-03-29 13:54:13
SEBI,"SEBI_Jan 30, 20_ease_of_doing_investment_special_window_for_transfer_an_022.pdf","SEBI_Jan 30, 20_ease_of_doing_investment_special_window_for_transfer_an_022.txt",8,1529,success,,2026-03-29 13:54:14
SEBI,"SEBI_Mar 04, 20_guidelines_for_custodians_009.pdf","SEBI_Mar 04, 20_guidelines_for_custodians_009.txt",10,2359,success,,2026-03-29 13:54:15
SEBI,"SEBI_Mar 04, 20_regulatory_reporting_by_aifs_008.pdf","SEBI_Mar 04, 20_regulatory_reporting_by_aifs_008.txt",2,633,success,,2026-03-29 13:54:16
SEBI,"SEBI_Mar 06, 20_introduction_of_voluntary_lock-in_debit_freeze_facility_007.pdf","SEBI_Mar 06, 20_introduction_of_voluntary_lock-in_debit_freeze_facility_007.txt",2,401,success,,2026-03-29 13:54:16
SEBI,"SEBI_Mar 09, 20_address_by_shri_tuhin_kanta_pandey_chairman_sebi_-_30_y_044.pdf","SEBI_Mar 09, 20_address_by_shri_tuhin_kanta_pandey_chairman_sebi_-_30_y_044.txt",5,1468,success,,2026-03-29 13:54:17
SEBI,"SEBI_Mar 11, 20_address_by_shri_tuhin_kanta_pandey_chairman_sebi_at_the_043.pdf","SEBI_Mar 11, 20_address_by_shri_tuhin_kanta_pandey_chairman_sebi_at_the_043.txt",5,1294,success,,2026-03-29 13:54:18
SEBI,"SEBI_Mar 11, 20_ease_of_doing_business_-_roll_out_of_nism_certification_042.pdf","SEBI_Mar 11, 20_ease_of_doing_business_-_roll_out_of_nism_certification_042.txt",2,282,success,,2026-03-29 13:54:18
SEBI,"SEBI_Mar 11, 20_ease_of_doing_business_relaxation_in_certification_requ_006.pdf","SEBI_Mar 11, 20_ease_of_doing_business_relaxation_in_certification_requ_006.txt",2,509,success,,2026-03-29 13:54:18
SEBI,"SEBI_Mar 11, 20_updates_for_implementation_of_section_51a_of_uapa_1967__041.pdf","SEBI_Mar 11, 20_updates_for_implementation_of_section_51a_of_uapa_1967__041.txt",11,4704,success,,2026-03-29 13:54:22
SEBI,"SEBI_Mar 12, 20_public_notice_in_the_matter_of_citrus_check_inns_limite_040.pdf","SEBI_Mar 12, 20_public_notice_in_the_matter_of_citrus_check_inns_limite_040.txt",1,128,success,,2026-03-29 13:54:22
SEBI,"SEBI_Mar 13, 20_borrowing_by_mutual_funds_005.pdf","SEBI_Mar 13, 20_borrowing_by_mutual_funds_005.txt",3,724,success,,2026-03-29 13:54:23
SEBI,"SEBI_Mar 13, 20_dr_sadanand_s_date_takes_charge_as_executive_director_s_039.pdf","SEBI_Mar 13, 20_dr_sadanand_s_date_takes_charge_as_executive_director_s_039.txt",1,211,success,,2026-03-29 13:54:23
SEBI,"SEBI_Mar 14, 20_address_by_chairman_sebi_at_moneycontrol_global_wealth__038.pdf","SEBI_Mar 14, 20_address_by_chairman_sebi_at_moneycontrol_global_wealth__038.txt",5,1404,success,,2026-03-29 13:54:24
SEBI,"SEBI_Mar 16, 20_address_by_chairman_at_aria_aspire_2026_037.pdf","SEBI_Mar 16, 20_address_by_chairman_at_aria_aspire_2026_037.txt",4,1309,success,,2026-03-29 13:54:24
SEBI,"SEBI_Mar 16, 20_names_of_the_companiesintermediariesmiis_having_complai_036.pdf","SEBI_Mar 16, 20_names_of_the_companiesintermediariesmiis_having_complai_036.txt",1,115,success,,2026-03-29 13:54:24
SEBI,"SEBI_Mar 16, 20_review_of_coverage_of_settlement_guarantee_fund_for_com_004.pdf","SEBI_Mar 16, 20_review_of_coverage_of_settlement_guarantee_fund_for_com_004.txt",2,490,success,,2026-03-29 13:54:25
SEBI,"SEBI_Mar 16, 20_status_of_scores_complaints_as_on_february_28_2026_035.pdf","SEBI_Mar 16, 20_status_of_scores_complaints_as_on_february_28_2026_035.txt",2,318,success,,2026-03-29 13:54:25
SEBI,"SEBI_Mar 23, 20_ease_of_doing_business_measures_-_relaxations_in_certai_003.pdf","SEBI_Mar 23, 20_ease_of_doing_business_measures_-_relaxations_in_certai_003.txt",4,787,success,,2026-03-29 13:54:26
SEBI,"SEBI_Mar 23, 20_key_decisions_taken_in_the_sebi_board_meeting_dated_23r_034.pdf","SEBI_Mar 23, 20_key_decisions_taken_in_the_sebi_board_meeting_dated_23r_034.txt",10,3055,success,,2026-03-29 13:54:27
SEBI,"SEBI_Mar 24, 20_authorised_officer_under_section_793b_of_the_informatio_033.pdf","SEBI_Mar 24, 20_authorised_officer_under_section_793b_of_the_informatio_033.txt",1,113,success,,2026-03-29 13:54:27
SEBI,"SEBI_Mar 25, 20_addendum_to_sebi_circular_on_borrowing_by_mutual_funds_002.pdf","SEBI_Mar 25, 20_addendum_to_sebi_circular_on_borrowing_by_mutual_funds_002.txt",2,243,success,,2026-03-29 13:54:27
SEBI,"SEBI_Mar 25, 20_address_by_chairman_at_launch_of_verified_app_label_031.pdf","SEBI_Mar 25, 20_address_by_chairman_at_launch_of_verified_app_label_031.txt",3,792,success,,2026-03-29 13:54:28
SEBI,"SEBI_Mar 25, 20_chairman_sebi_today_launched_an_important_investor_prot_030.pdf","SEBI_Mar 25, 20_chairman_sebi_today_launched_an_important_investor_prot_030.txt",2,280,success,,2026-03-29 13:54:28
SEBI,"SEBI_Mar 25, 20_clarification_regarding_eligibility_of_members_of_the_i_000.pdf","SEBI_Mar 25, 20_clarification_regarding_eligibility_of_members_of_the_i_000.txt",2,474,success,,2026-03-29 13:54:28
SEBI,"SEBI_Mar 25, 20_clarification_regarding_eligibility_of_members_of_the_i_001.pdf","SEBI_Mar 25, 20_clarification_regarding_eligibility_of_members_of_the_i_001.txt",2,544,success,,2026-03-29 13:54:29
SEBI,"SEBI_Mar 25, 20_niveshak_shivir_to_be_held_on_march_27_2026_in_the_city_032.pdf","SEBI_Mar 25, 20_niveshak_shivir_to_be_held_on_march_27_2026_in_the_city_032.txt",2,200,success,,2026-03-29 13:54:29
SEBI,"SEBI_Mar 26, 20_updates_for_implementation_of_section_51a_of_uapa_1967__028.pdf","SEBI_Mar 26, 20_updates_for_implementation_of_section_51a_of_uapa_1967__028.txt",2,620,success,,2026-03-29 13:54:29
SEBI,"SEBI_Mar 26, 20_updates_for_implementation_of_section_51a_of_uapa_1967__029.pdf","SEBI_Mar 26, 20_updates_for_implementation_of_section_51a_of_uapa_1967__029.txt",2,726,success,,2026-03-29 13:54:30
SEBI,"SEBI_Mar 27, 20_commodity_derivatives_segment_027.pdf","SEBI_Mar 27, 20_commodity_derivatives_segment_027.txt",1,119,success,,2026-03-29 13:54:30
RBI,RBI_622ndMeeti_622ndmeeting_of_central_board_of_the_reserve_bank_of_in_079.pdf,RBI_622ndMeeti_622ndmeeting_of_central_board_of_the_reserve_bank_of_in_079.txt,1,202,success,,2026-03-29 13:54:30
RBI,"RBI_91-Day, 18_91-day_182-day_and_364-day_t-bill_auction_result_cut-of_048.pdf","RBI_91-Day, 18_91-day_182-day_and_364-day_t-bill_auction_result_cut-of_048.txt",1,108,success,,2026-03-29 13:54:30
RBI,RBI_Auction of_auction_of_91-day_182-day_and_364-day_treasury_bills_076.pdf,RBI_Auction of_auction_of_91-day_182-day_and_364-day_treasury_bills_076.txt,2,405,success,,2026-03-29 13:54:30
RBI,RBI_Auction of_auction_of_government_of_india_dated_securities_028.pdf,RBI_Auction of_auction_of_government_of_india_dated_securities_028.txt,3,1151,success,,2026-03-29 13:54:31
RBI,RBI_Auction of_auction_of_state_government_securities_051.pdf,RBI_Auction of_auction_of_state_government_securities_051.txt,3,883,success,,2026-03-29 13:54:32
RBI,RBI_Auction of_auction_of_state_government_securities_072.pdf,RBI_Auction of_auction_of_state_government_securities_072.txt,3,1004,success,,2026-03-29 13:54:33
RBI,RBI_Auction of_auction_of_state_government_securities_revised_044.pdf,RBI_Auction of_auction_of_state_government_securities_revised_044.txt,3,901,success,,2026-03-29 13:54:34
RBI,RBI_Auction of_auction_of_state_government_securities_revised_071.pdf,RBI_Auction of_auction_of_state_government_securities_revised_071.txt,3,1009,success,,2026-03-29 13:54:34
RBI,RBI_Calendar f_calendar_for_auction_of_government_of_india_treasury_bi_030.pdf,RBI_Calendar f_calendar_for_auction_of_government_of_india_treasury_bi_030.txt,1,375,success,,2026-03-29 13:54:35
RBI,RBI_Currency C_currency_chest_operations_on_march_31_2026_086.pdf,RBI_Currency C_currency_chest_operations_on_march_31_2026_086.txt,1,182,success,,2026-03-29 13:54:35
RBI,RBI_Directions_directions_under_section_35a_read_with_section_56_of_th_049.pdf,RBI_Directions_directions_under_section_35a_read_with_section_56_of_th_049.txt,1,288,success,,2026-03-29 13:54:35
RBI,RBI_Foreign Ex_foreign_exchange_management_export_and_import_of_curren_094.pdf,RBI_Foreign Ex_foreign_exchange_management_export_and_import_of_curren_094.txt,2,523,success,,2026-03-29 13:54:35
RBI,RBI_Implementa_implementation_of_section_51a_of_uapa_1967_updates_to_u_085.pdf,RBI_Implementa_implementation_of_section_51a_of_uapa_1967_updates_to_u_085.txt,3,908,success,,2026-03-29 13:54:36
RBI,RBI_Implementa_implementation_of_section_51a_of_uapa_1967_updates_to_u_095.pdf,RBI_Implementa_implementation_of_section_51a_of_uapa_1967_updates_to_u_095.txt,2,588,success,,2026-03-29 13:54:36
RBI,RBI_Irinjalaku_irinjalakuda_town_co-operative_bank_limited_kerala_appo_058.pdf,RBI_Irinjalaku_irinjalakuda_town_co-operative_bank_limited_kerala_appo_058.txt,1,225,success,,2026-03-29 13:54:37
RBI,RBI_Issuance C_issuance_calendar_for_marketable_dated_securities_for_a_031.pdf,RBI_Issuance C_issuance_calendar_for_marketable_dated_securities_for_a_031.txt,2,931,success,,2026-03-29 13:54:37
RBI,RBI_Master Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.pdf,RBI_Master Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,7,1649,success,,2026-03-29 13:54:38
RBI,RBI_Meeting Sc_meeting_schedule_of_the_monetary_policy_committee_for_2_065.pdf,RBI_Meeting Sc_meeting_schedule_of_the_monetary_policy_committee_for_2_065.txt,1,151,success,,2026-03-29 13:54:38
RBI,RBI_Money Mark_money_market_operations_as_on_march_18_2026_082.pdf,RBI_Money Mark_money_market_operations_as_on_march_18_2026_082.txt,2,526,success,,2026-03-29 13:54:39
RBI,RBI_Money Mark_money_market_operations_as_on_march_19_2026_080.pdf,RBI_Money Mark_money_market_operations_as_on_march_19_2026_080.txt,2,527,success,,2026-03-29 13:54:39
RBI,RBI_Money Mark_money_market_operations_as_on_march_20_2026_070.pdf,RBI_Money Mark_money_market_operations_as_on_march_20_2026_070.txt,2,547,success,,2026-03-29 13:54:40
RBI,RBI_Money Mark_money_market_operations_as_on_march_21_2026_068.pdf,RBI_Money Mark_money_market_operations_as_on_march_21_2026_068.txt,2,561,success,,2026-03-29 13:54:41
RBI,RBI_Money Mark_money_market_operations_as_on_march_22_2026_067.pdf,RBI_Money Mark_money_market_operations_as_on_march_22_2026_067.txt,2,547,success,,2026-03-29 13:54:42
RBI,RBI_Money Mark_money_market_operations_as_on_march_23_2026_056.pdf,RBI_Money Mark_money_market_operations_as_on_march_23_2026_056.txt,2,519,success,,2026-03-29 13:54:42
RBI,RBI_Money Mark_money_market_operations_as_on_march_24_2026_050.pdf,RBI_Money Mark_money_market_operations_as_on_march_24_2026_050.txt,2,512,success,,2026-03-29 13:54:43
RBI,RBI_Money Mark_money_market_operations_as_on_march_25_2026_043.pdf,RBI_Money Mark_money_market_operations_as_on_march_25_2026_043.txt,2,526,success,,2026-03-29 13:54:44
RBI,RBI_Money Mark_money_market_operations_as_on_march_26_2026_041.pdf,RBI_Money Mark_money_market_operations_as_on_march_26_2026_041.txt,2,526,success,,2026-03-29 13:54:44
RBI,RBI_NOP-INR po_nop-inr_position_of_authorised_dealers_083.pdf,RBI_NOP-INR po_nop-inr_position_of_authorised_dealers_083.txt,1,239,success,,2026-03-29 13:54:45
RBI,RBI_Payments V_payments_vision_2028_032.pdf,RBI_Payments V_payments_vision_2028_032.txt,1,177,success,,2026-03-29 13:54:45
RBI,RBI_Rate of in_rate_of_interest_on_government_of_india_floating_rate_b_077.pdf,RBI_Rate of in_rate_of_interest_on_government_of_india_floating_rate_b_077.txt,1,159,success,,2026-03-29 13:54:45
RBI,RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_lalbaug_co-o_074.pdf,RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_lalbaug_co-o_074.txt,1,174,success,,2026-03-29 13:54:45
RBI,RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_the_bapunaga_045.pdf,RBI_RBI approv_rbi_approves_the_voluntary_amalgamation_of_the_bapunaga_045.txt,1,182,success,,2026-03-29 13:54:45
RBI,RBI_RBI Bullet_rbi_bulletin_march_2026_066.pdf,RBI_RBI Bullet_rbi_bulletin_march_2026_066.txt,1,228,success,,2026-03-29 13:54:45
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_bank_of_india_034.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_bank_of_india_034.txt,1,374,success,,2026-03-29 13:54:46
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_central_bank_of_india_036.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_central_bank_of_india_036.txt,1,373,success,,2026-03-29 13:54:46
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_loknete_rd_appa_kshirsa_063.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_loknete_rd_appa_kshirsa_063.txt,1,389,success,,2026-03-29 13:54:46
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_pine_labs_limited_035.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_pine_labs_limited_035.txt,1,335,success,,2026-03-29 13:54:46
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_hongkong_and_shangh_075.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_hongkong_and_shangh_075.txt,1,365,success,,2026-03-29 13:54:47
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_kodagu_district_co-_060.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_kodagu_district_co-_060.txt,1,330,success,,2026-03-29 13:54:47
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_mysore_and_chamaraj_061.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_mysore_and_chamaraj_061.txt,1,385,success,,2026-03-29 13:54:47
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_pali_district_centr_064.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_pali_district_centr_064.txt,1,346,success,,2026-03-29 13:54:47
