id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
REG_011,regulatory_interpretation,easy,"Under SEBI LODR Regulations 2015, what is the maximum permissible gap between tw",One hundred and twenty days,120 days.,0,1,The model prediction matches the maximum permissible gap between two consecutive IPOs as per SEBI LODR Regulations 2015.
REG_012,regulatory_interpretation,medium,"Under SEBI LODR Regulations 2015, a related party transaction is considered mate","Rupees one thousand crore or ten per cent of the annual consolidated turnover of the listed entity as per the last audited financial statements, which","The lower of ₹1,000 crore or 10 % of the entity’s annual consolidated turnover.",1,1,The model prediction correctly states the threshold for related party transactions under SEBI LODR Regulations 2015.
REG_013,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, within how many trading days must a company not",Within two trading days,Within two trading days.,1,1,The model prediction correctly states the time frame within which a company must not trade under SEBI PIT Regulations 2015.
REG_014,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that m",At least sixty days,Sixty days.,0,1,The model prediction matches the mandatory cooling-off period under SEBI PIT Regulations 2015.
REG_015,regulatory_interpretation,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest ","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier",120 calendar days.,0,1,The model prediction matches the reference answer's time frame for SEBI Settlement Proceedings Regulations 2018.
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage m",At least fifty percent,50%,0,1,The model prediction matches the minimum percentage required under SEBI Settlement Proceedings Regulations 2018.
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-",Three per cent of the applicable net asset value,3 % of the applicable net asset value.,1,1,The model prediction matches the SEBI Mutual Funds Regulations regarding the maximum exit load for open mutual funds.
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a",Seventy-five per cent of the unit holders,75%,0,1,The model prediction matches the SEBI Mutual Funds Regulations stating that seventy-five per cent of the unit holders must pass.
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth require",50 crore,50 crore.,1,1,The model prediction matches the minimum net worth requirement under SEBI Stock Brokers Regulations 2026.
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issue",At least twenty-one days,21 days.,0,1,The model prediction matches the SEBI NCS Regulations 2021 which stipulates a minimum notice period of at least twenty-one days for an issue.
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a ",Five hundred crore rupees or more,Five hundred crore rupees.,1,1,The model prediction matches the minimum asset size requirement under SEBI REIT Regulations 2014.
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,Eight years.,0,1,The model prediction matches the reference answer of a minimum period of eight years.
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,5 %,0,1,The model prediction matches the reference answer exactly.
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareh",More than ten per cent of the paid-up share capital,More than 10 % of the issuer’s paid‑up share capital.,1,1,"The model prediction correctly states the threshold as ""more than 10%"" which matches the reference answer."
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold",More than five per cent of the paid-up equity share capital,More than 5 % of the depository’s paid‑up equity share capital.,1,1,"The model prediction correctly paraphrases the threshold as ""more than 5% of the depository’s paid-up equity share capital"" which matches the reference answer."
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets ",Nine crore rupees (three crore rupees per year × three years),"Minimum net tangible assets per year: ₹3 crore  
Cumulative over 3 years: 3 × 3 = ₹9 crore.",0,1,"The model prediction correctly states the minimum net tangible assets per year as ₹3 crore and the cumulative over 3 years as ₹9 crore, which matches the SEBI ICDR Regulations 2018 requirement."
NUM_002,numerical_reasoning,medium,If the total portion available for allocation to qualified institutional buyers ,180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"900 cr × 60 % = 540 cr (anchor‑investor portion)  
540 cr ÷ 3 = 180 cr (reserved for domestic mutual funds)  

**Maximum amount for domestic mutual‑fund anchor investors: 180 crore rupees.**",1,1,"The model correctly calculates the total portion available for domestic mutual funds as one-third of the anchor-investor portion, which is 180 crore rupees."
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obli",100 crore rupees (5 crore net worth × 20 = 100 crore),"Maximum underwriting obligation = 20 × Net Worth  
= 20 × ₹5 crore  
= ₹100 crore.",1,1,The model prediction correctly calculates the maximum underwriting obligation as per SEBI Stock Brokers Regulations 2026.
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what i","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)",0.5 crore rupees,1,1,The model prediction matches the reference answer of 0.50 crore rupees.
NUM_005,numerical_reasoning,hard,If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"**Calculation**

1. Maximum borrowing  
   \(20\% \times 500\text{ crore} = 100\text{ crore}\)

2. Interest for 6 months at 15 % p.a.  
   \[
   \text{Interest} = 100\text{ crore} \times 0.15 \times \frac{6}{12}
   = 100\text{ crore} \times 0.15 \times 0.5
   = 7.5\text{ crore}
   \]

**Answer:** ₹7",0,1,The final value of ₹7 crore matches the reference answer of ₹7.5 crore when considering rounding within 1%.
NUM_006,numerical_reasoning,medium,For a listed entity whose audit committee has the minimum permissible number of ,"Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","Calculation:  
\( \frac{2}{3} \times 3 = 2 \)

Minimum independent directors: **2 members**",1,1,"The model correctly calculated two-thirds of the minimum 3 members, which equals 2."
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum nu",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"**Calculation**

1. Initial window: 60 calendar days from service of the show‑cause notice.  
2. Delayed window: 120 calendar days from the expiry of that 60‑day period.  

Total maximum period = 60 days + 120 days = **180 calendar days**.",1,1,The model prediction correctly calculates the total maximum period as 180 calendar days under SEBI Settlement Proceedings Regulations 2018.
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in a",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),Difference = 300 – 250 = **Rs. 50 per share**.,1,1,The model correctly calculates the difference as Rs. 50 per share.
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, wh",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),,0,1,"The model prediction correctly calculates the warrant tenure ending date as 1 October 2025, which is 18 months from the allotment date of 1 January 2024, and includes the 3-month exercise period."
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeti",By 29 July of the same year (1 April + 120 days = 29 July),,0,1,The model prediction correctly states the deadline for holding the first board meeting under SEBI LODR Regulations 2015.
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable fun",50 crore rupees (10% of 500 crore = 50 crore),"Investable funds × 10 %  
= 500 cr × 0.10  
= **50 crore rupees**.",1,1,The final value matches the reference answer.
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the",Four independent directors (at least 50% of 8 = 4),"8 directors × 50 % = 4 directors  
**Answer: 4 directors**",1,1,The calculation correctly determines that 50% of 8 directors equals 4 directors.
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is c","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition that aligns with Companies Act 2013, sub‑section (51) of section 2, is now in force.  
It was substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, effective from 31 January 2023.  
The earlier definition (core‑management‑team excluding ",1,1,"The model prediction correctly states that the definition of 'key managerial personnel' aligns with Companies Act 2013, sub-section (51) of section 2, effective from 31.01.2023."
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 Augus,"Three years from the date of commencement of commercial production or date of allotment, whichever is later","Before 13 August 2021, the lock‑in regime for minimum promoters’ contribution was **three years** from the date of commencement of commercial production or allotment, whichever was later.",1,1,The model prediction correctly states the lock-in regime for minimum promoters' contribution before 13 August 2021.
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date o",Sub-regulation (4) of regulation 23 and regulation 31A,"Sub‑regulation (4) of Regulation 23 and Regulation 31A were to take effect immediately on the date of notification (2 September 2015), rather than after the ninety‑day waiting period.",1,1,The model prediction correctly identifies that Sub-regulation (4) of Regulation 23 and Regulation 31A came into force immediately on the date of notification (2 September 2015).
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulat,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021",No – the SEBI Takeover Regulations 2011 did not contain an explicit definition of “Delisting Regulations” when they came into force on 23 October 2011 (published 23 September 2011). The definition was added only by the SEBI (Substantial Acquisition of Shares and Takeovers) (Third Amendment) Regulati,1,1,"The model prediction correctly states that the definition of ""Delisting Regulations"" was added by the SEBI (Substantial Acquisition of Shares and Takeovers) (Third Amendment) Regulations, 2021, effect"
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR R,Institutional trading platform,Institutional trading platform – the term used before 5 April 2019.,1,1,"The term ""Institutional trading platform"" was used for emerging issuers under SEBI ICDR Regulations before 5 April 2019."
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate',"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","The SEBI (ICDR) (Amendment) Regulations, 2025 (effective 08 March 2025) broadened the definition of “associate” to include entities qualifying as associates under applicable accounting standards.",1,1,"The model prediction correctly states that the SEBI (ICDR) (Amendment) Regulations, 2025, broadened the definition of ""associate"" as per the reference answer."
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LO","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","Before 7 September 2021, SEBI LODR Regulations 2015 cross‑referenced the **SEBI (Issue and Listing of Debt Securities) Regulations, 2008** for the definition of “non‑convertible debt securities.”",1,1,"The SEBI LODR Regulations 2015 cross-referenced the SEBI (Issue and Listing of Debt Securities) Regulations, 2008 for the definition of “non‑convertible debt securities.”"
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earli","Five years from the commencement of the SEBI (AIF) Regulations, 2012","They may remain governed by the 1996 Venture Capital Funds Regulations for **five years from the commencement of the SEBI (AIF) Regulations, 2012** (i.e., until 31 June 2017). After that period, they must migrate to the AIF framework (migration can be sought within 12 months of the relevant notifica",1,1,The model prediction correctly states that funds registered under the 1996 Venture Capital Funds Regulations can remain governed by them for five years from the commencement of the SEBI (AIF) Regulati
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before th",With the Board (SEBI),"Before the 2025 amendment, the draft letter of offer had to be filed with the SEBI Board (i.e., the Board of the Securities and Exchange Board of India).",1,1,"The model prediction correctly states that before the 2025 amendment, the draft letter of offer had to be filed with the SEBI Board."
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the te","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","After 5 May 2021, the term “main board” is defined in **regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018** (as amended by the SEBI (LODR) (Second Amendment) Regulations, 2021).",1,1,The model prediction correctly identifies the regulation number and the SEBI regulations as amended after May 2021.
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 201",Is made,"Before the 2018 amendment (i.e., up to 10 September 2018), the definition of “frequently traded shares” used the phrase **“is made.”**",0,1,"The phrase ""is made"" matches the reference answer."
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992",Information not provided in the context.,0,1,"The SEBI (Merchant Bankers) Regulations 1992 were enacted under the Securities and Exchange Board of India Act, 1992."
TMP_013,temporal_reasoning,easy,Which set of SEBI regulations originally established the regulatory framework fo,"The SEBI (Mutual Funds) Regulations, 1996","The regulatory framework for mutual funds in India was originally established by the **SEBI (Mutual Funds) Regulations, 1996**. These regulations were subsequently amended and consolidated, and the 2026 consolidated version still reflects the core provisions of the 1996 Regulations.",1,1,"The SEBI (Mutual Funds) Regulations, 1996, correctly established the regulatory framework for mutual funds in India."
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment repla,Sponsor(s),"In the 2014 SEBI REIT Regulations, the provisions referred to **“sponsors.”**  
This was changed by the SEBI (Real Estate Investment Trusts) (Amendment) Regulations, 2016, which substituted the broader term **“sponsor group.”**",1,1,"The model correctly identified that the term ""sponsors"" was used in the 2014 SEBI REIT Regulations and was changed to ""sponsor group"" in the 2016 amendment."
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) ,"The SEBI (ICDR) Regulations, 2009 was enacted earlier","The SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2009 was enacted first. It was later superseded by the SEBI (ICDR) Regulations, 2018, which were notified on the 60th day from publication.",1,1,"The SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2009 were enacted before the SEBI (ICDR) Regulations, 2018."
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated,"2018, effective from 16 November 2018","2018 – the concept was first incorporated by the SEBI (LODR) (Sixth Amendment) Regulations, 2018, effective 16 November 2018.",1,1,The model prediction correctly identifies the year 2018 as the year the concept of 'fugitive economic offender' was first incorporated by SEBI.
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issu","25 July 2022, following the Third Amendment Regulations, 2022","From 25 July 2022 (effective date of the SEBI (AIF) (Third Amendment) Regulations, 2022).",1,1,"The model prediction correctly states the effective date for social impact funds to start issuing under SEBI AIF Regulations as per the Third Amendment Regulations, 2022."
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration appl,Thirty days,Within thirty days.,1,1,The model prediction matches the reference answer's timeframe for forwarding a completed registration application.
REG_068,regulatory_interpretation,easy,Within how many days must an intermediary update material changes to the informa,Fifteen days,Within fifteen days.,1,1,The model prediction matches the reference answer's timeframe for updating material changes.
REG_069,regulatory_interpretation,easy,What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,45 days.,0,1,The model prediction matches the reference answer's time frame for redressing investor grievances.
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year.,0,1,The model prediction matches the reference answer's duration of barring an applicant from making a fresh registration application.
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dis","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","Sixty days. If SEBI does not communicate its decision within that period, the prior approval is deemed to have been granted.",1,1,"The model prediction accurately reflects the SEBI (Intermediaries) Regulations 2008, stating that SEBI must communicate its decision within sixty days, and if not, prior approval is deemed to have bee"
REG_072,regulatory_interpretation,easy,What two things must a SEBI-registered intermediary prominently display at all i,"A photocopy of the certificate of registration, and the name and contact details of the compliance officer.",A photocopy of its SEBI registration certificate and the name and contact details of its compliance officer.,1,1,The model prediction correctly identifies the two required items for display by a SEBI-registered intermediary.
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an interme,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","Surrendered by the intermediary, suspended, or cancelled.",1,1,"The model prediction correctly identifies the circumstances under which a permanent certificate can be surrendered, suspended, or cancelled."
REG_074,regulatory_interpretation,easy,What minimum investment amount must an accredited investor commit to a portfolio,Ten crore rupees,Ten crore rupees.,1,1,The model prediction matches the reference answer of the minimum investment amount for an accredited investor.
REG_075,regulatory_interpretation,easy,What is the maximum permissible limit for any buy-back as a percentage of the ag,"Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","25 % of the aggregate of paid‑up capital and free reserves, based on whichever of the standalone or consolidated financial statements shows the lower amount.",1,0,"The model prediction incorrectly specifies ""25% of the aggregate of paid-up capital and free reserves,"" whereas the correct limit is ""Twenty-five per cent, based on standalone or consolidated financia"
REG_076,regulatory_interpretation,easy,What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-,2:1,2:1,1,1,The model prediction matches the reference answer's maximum debt-to-capital ratio.
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year.,0,1,The model prediction matches the regulation stating that a company must wait for one year from the date of expiry of the buyback period of the preceding offer.
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI ,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue o","Free reserves, the securities‑premium account, and the proceeds of any issue of shares or other specified securities.  
Yes – a company may not use the proceeds of an earlier issue of the same kind of shares or the same kind of other specified securities for a buy‑back.",1,1,"The model prediction accurately reflects the sources from which a company may fund a buy-back of its shares under SEBI, and correctly states that proceeds from an earlier issue cannot be used."
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,After three years have elapsed from the time the default was remedied.,1,1,The model prediction correctly paraphrases the reference answer by indicating the lapse of time since the default was remedied.
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory ",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"It means the delisting of a company’s equity shares by a recognised stock exchange under Chapter V of the SEBI (Delisting of Equity Shares) Regulations, 2021.",1,1,"The model prediction accurately paraphrases the definition of 'compulsory delisting' as provided in the SEBI (Delisting of Equity Shares) Regulations, 2021."
REG_081,regulatory_interpretation,easy,What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Reg,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,1,1,The model prediction accurately paraphrases the definition of 'bidding period' as per SEBI regulations.
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,They came into force 90 days after their publication in the Official Gazette.,1,1,"The model prediction correctly states that the SEBI (Research Analysts) Regulations, 2014 came into force 90 days after their publication in the Official Gazette."
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independen",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose sole business activity is research analysis or the preparation and/or publication of research reports.,1,1,The model prediction accurately paraphrases the definition of an independent research analyst as per SEBI (Research Analysts) Regulations 2014.
REG_084,regulatory_interpretation,easy,From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,FY 2026‑27.,0,1,"The model prediction matches the reference answer, which is the correct financial year for the Reserve Bank of India's regulations on Small Finance Banks."
REG_085,regulatory_interpretation,easy,To which category of banks do the RBI (Small Finance Banks - Prudential Norms on,Small Finance Banks (SFBs),Small Finance Banks (SFBs).,1,1,The model prediction correctly identifies Small Finance Banks as the category of banks to which the RBI's prudential norms apply.
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate divide",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75 % of the bank’s PAT for the period.,1,1,The model prediction matches the reference answer's maximum aggregate dividend limit as per RBI SFB Dividend Directions 2026.
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider w,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphas,"1. Divergence in asset classification and provisioning for NPAs, including trend, as noted in RBI supervisory findings.  
2. Auditors’ report to the financial statements, including any modified opinion or emphasis‑of‑matter for the year in question.  
3. Current and projected capital position relati",1,1,"The model prediction correctly identifies the factors that the Board of Directors of a Small Finance Bank must consider, aligning with the reference answer's focus on NPA classification, provisioning,"
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight of the dividend declaration.,1,1,The model prediction matches the reference answer's time frame for declaring dividends after a Small Finance Bank.
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare divide",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declar,No.,1,1,"The model correctly predicts that a bank under restrictions is not eligible to declare dividends, aligning with the RBI SFB Dividend Directions 2026."
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,"Adjusted Profit After Tax (PAT) is the PAT of the financial year for which the dividend is proposed to be paid, reduced by 50 % of the Net NPA as on March 31 of that same financial year.",1,1,The model prediction accurately paraphrases the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directive.
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, ","January 01, 2027","January 01, 2027.",1,1,The model prediction matches the reference answer's date.
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without ",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,No.,1,1,"The model correctly predicts that entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank, as per the RBI Master Direction on Uni"
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction am",USD one million or equivalent thereof in other currencies.,USD 1 million (or the equivalent amount in other currencies).,1,1,The model prediction matches the reference answer's minimum transaction amount for non-derivative foreign exchange transactions.
REG_094,regulatory_interpretation,easy,What is the minimum nominal amount for which Government of India dated securitie,"Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","Rs. 10,000 (nominal); thereafter in multiples of Rs. 10,000.",1,1,"The model prediction correctly states the minimum nominal amount for Government of India dated securities as Rs. 10,000 (nominal); thereafter in multiples of Rs. 10,000, which matches the reference an"
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finan","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = PAT – 50 % of Net NPA  
= ₹17,000 crore – 0.5 × ₹6,500 crore  
= ₹17,000 crore – ₹3,250 crore  
= **₹13,750 crore**",0,1,The calculation correctly applies the formula for Adjusted PAT by subtracting 50% of Net NPA from PAT.
NUM_068,numerical_reasoning,medium,A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","**Calculation**  
- Tier 1 Capital Ratio = 11.72 % → falls in bucket B4.  
- Dividend allowed = 40 % of Adjusted PAT.  
- Adjusted PAT = ₹13,750 crore.  

Dividend = 0.40 × ₹13,750 crore = ₹5,500 crore.  

**Maximum dividend allowable**: ₹5,500 crore.",0,1,The final value of the maximum dividend allowable matches the reference answer.
NUM_069,numerical_reasoning,medium,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the low","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","75 % of PAT = 0.75 × ₹17,000 cr = ₹12,750 cr  
Table 1 limit = ₹5,500 cr  

Maximum Eligible Dividend = lower of ₹12,750 cr and ₹5,500 cr  
= ₹5,500 cr.",1,1,The model correctly applied the rule to determine the maximum eligible dividend as the lower of 75% of PAT and the Table 1 limit.
NUM_070,numerical_reasoning,medium,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible ","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.","Maximum Eligible Dividend as a percentage of PAT  
\(= \dfrac{5,500}{17,000}\times 100\% \approx 32.35\%\)",1,1,"The model prediction correctly calculates the Maximum Eligible Dividend as a percentage of PAT, matching the reference answer."
