id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a ",Five hundred crore rupees or more,Five hundred crore rupees.,1,1,The model prediction matches the minimum asset size requirement under SEBI REIT Regulations 2014.
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,A registrar to an issue must maintain records relating to each issue for a minimum period of eight years after the completion of the issue.,1,1,"The model prediction correctly paraphrases the SEBI RTI & STA Regulations 2025, stating the minimum record-keeping period for a registrar to an issue."
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,"5% or 15% in the case of stock exchanges, depositories, banking companies, insurance companies, and public financial institutions.",0,1,"The model prediction correctly identifies the threshold as 5% for stock exchanges, depositories, banking companies, insurance companies, and public financial institutions as per SEBI regulations."
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareh",More than ten per cent of the paid-up share capital,10%,0,1,"The model prediction matches the threshold specified in SEBI Credit Rating Agencies Regulations 1999, which is more than ten per cent of the paid-up share capital."
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold",More than five per cent of the paid-up equity share capital,Five per cent of the paid-up equity share capital.,1,1,The model prediction matches the threshold specified in SEBI Depositories and Participants Regulations 2018.
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets ",Nine crore rupees (three crore rupees per year × three years),"Each year, the minimum net tangible assets required are 3 crore rupees. Over three years, this amounts to:

3 crore rupees/year × 3 years = 9 crore rupees

Final Answer: 9 crore rupees.",1,1,The model correctly calculates the total net tangible assets required over three years as per SEBI ICDR Regulations 2018.
NUM_002,numerical_reasoning,medium,If the total portion available for allocation to qualified institutional buyers ,180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"Maximum amount allocated to anchor investors = 60% of 900 crore = 0.6 × 900 = 540 crore  
Portion reserved for domestic mutual funds = 1/3 of 540 crore = 540 ÷ 3 = 180 crore  

Final answer: 180 crore rupees",1,1,"The model prediction correctly calculates the maximum amount allocated to anchor investors as 540 crore rupees and the portion reserved for domestic mutual funds as 180 crore rupees, matching the refe"
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obli",100 crore rupees (5 crore net worth × 20 = 100 crore),"Minimum net worth for a Self-Clearing Member = 5 crore  
Maximum underwriting obligation = 20 times the net worth  

Calculation:  
5 crore × 20 = 100 crore  

Final Answer: 100 crore",1,1,The model prediction correctly calculates the maximum underwriting obligation as 100 crore rupees based on the given net worth and multiplier.
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what i","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","Minimum continuing interest = 2.5% of 20 crore = 0.5 crore rupees.  
Final Answer: 0.5 crore rupees.",0,1,The model correctly calculated 2.5% of 20 crore rupees as 0.5 crore rupees.
NUM_005,numerical_reasoning,hard,If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"Maximum permissible borrowing = 20% of 500 crore = 100 crore  
Duration = 6 months  
Interest liability at 15% per annum for 6 months = 100 crore × 15% × (6/12) = 7.5 crore rupees  

Final answer: 7.5 crore rupees",1,1,The model prediction correctly calculates the maximum permissible borrowing and the interest liability based on the given net assets and borrowing rules.
NUM_006,numerical_reasoning,medium,For a listed entity whose audit committee has the minimum permissible number of ,"Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","Minimum number of members in the audit committee = 3  
Minimum proportion of independent directors = 2/3  

Minimum number of independent directors = 2/3 × 3 = 2  

Answer: 2 independent directors.",1,1,"The model prediction correctly identifies the minimum number of independent directors as 2, which is two-thirds of the minimum permissible number of 3 members."
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum nu",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"60 days (initial period) + 120 days (additional delayed period) = 180 calendar days.  
Final Answer: 180 calendar days.",1,1,The model prediction correctly calculates the total maximum number of days as per SEBI Settlement Proceedings Regulations 2018.
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in a",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"300 - 250 = 50  
Additional amount per share: Rs. 50",1,1,The model correctly calculates the difference between the highest price and the offer price as per SEBI Takeover Regulations 2011.
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, wh",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"The warrant holder can exercise the option within three months from the date of payment of the warrant exercise price. The latest permissible date for payment of the warrant exercise price is 30 June 2025 (18 months from 1 January 2024). Therefore, the latest calendar date to exercise the option is ",1,0,"The latest permissible date for payment of the warrant exercise price is 30 June 2025, not 30 June 2024."
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeti",By 29 July of the same year (1 April + 120 days = 29 July),1 April + 120 days = 1 July. The second board meeting must be held by 1 July.,0,0,"The calculation of 1 April + 120 days results in 30 June, not 1 July."
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable fun",50 crore rupees (10% of 500 crore = 50 crore),10% of 500 crore = 50 crore rupees.,1,1,The model prediction correctly calculates 10% of 500 crore as 50 crore.
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the",Four independent directors (at least 50% of 8 = 4),"Calculation:  
50% of 8 directors = 0.5 × 8 = 4  

Final Answer: 4 directors",0,1,"The model correctly calculated 50% of 8 directors as 4, which matches the requirement for the number of independent directors under SEBI Mutual Funds Regulations."
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is c","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The current definition of 'key managerial personnel' under SEBI ICDR Regulations aligns with Companies Act 2013 sub-section (51) of section 2, as the earlier definition was substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, w.e.f. 31.01.2023.",1,1,"The model prediction correctly states that the definition of 'key managerial personnel' under SEBI ICDR Regulations aligns with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2"
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 Augus,"Three years from the date of commencement of commercial production or date of allotment, whichever is later","Before 13 August 2021, the lock-in regime for minimum promoters' contribution was three years from the date of commencement of commercial production or allotment, whichever is later.",1,1,The model prediction correctly states the lock-in regime for minimum promoters' contribution before 13 August 2021.
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date o",Sub-regulation (4) of regulation 23 and regulation 31A,"Sub-regulation (4) of regulation 23 and regulation 31A of the SEBI (LODR) Regulations, 2015 came into force on the date of notification of these regulations, i.e., 2nd September 2015, rather than after the ninety-day waiting period.",1,1,"The model prediction correctly identifies the provisions that came into force on the date of notification, which is consistent with the SEBI LODR Regulations 2015."
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulat,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No. The term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 at the time they came into force on 23rd September, 2011. It was inserted by the Third Amendment Regulations, 2021, effective from 6th December 2021.",1,1,"The model correctly identified that 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 and was inserted by the Third Amendment Regulations, 2021."
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR R,Institutional trading platform,"Before 5 April 2019, the trading platform for emerging issuers under SEBI ICDR Regulations was called the ""institutional trading platform.""",1,1,"The model prediction correctly identifies the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019 as the ""institutional trading platform."""
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate',"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025.",1,1,The model prediction correctly identifies the SEBI ICDR Regulations amendment that broadened the definition of 'associate'.
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LO","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","SEBI (Issue and Listing of Debt Securities) Regulations, 2008.",1,1,"The SEBI (Issue and Listing of Debt Securities) Regulations, 2008, were indeed in effect before 7 September 2021."
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earli","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012.",1,1,"The model prediction correctly states the duration as five years from the commencement of the SEBI (AIF) Regulations, 2012."
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before th",With the Board (SEBI),"Before the 2025 amendment, under the SEBI (ICDR) Regulations, 2018, the draft letter of offer was filed with the Board prior to 08.03.2025.",1,1,"The model prediction correctly states that the draft letter of offer was filed with the Board (SEBI) prior to 08.03.2025, which aligns with the SEBI ICDR Regulations before the 2025 amendment."
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the te","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","After May 2021, the term 'main board' for the purposes of SEBI LODR Regulations 2015 is defined by regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018, as substituted by the SEBI (LODR) (Second Amendment) Regulations, 2021 w.e.f. 5.5.2021.",1,1,The model prediction correctly identifies the regulation number and the SEBI regulations that define the term 'main board' after May 2021.
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 201",Is made,"Before September 2018, the phrase used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' was 'is made'. This was prior to the substitution by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2018, which came into effect on",1,1,The model correctly identified the phrase 'is made' as used in the SEBI Takeover Regulations 2011 before the amendment in 2018.
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992","The question does not provide information about the specific SEBI Act under which the SEBI (Merchant Bankers) Regulations, 1992 were enacted.",1,1,"The model prediction correctly identifies that the SEBI (Merchant Bankers) Regulations, 1992 were enacted under the Securities and Exchange Board of India Act, 1992."
TMP_013,temporal_reasoning,easy,Which set of SEBI regulations originally established the regulatory framework fo,"The SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) Regulations, originally notified in 1996, established the regulatory framework for mutual funds in India. This framework continues to govern mutual funds today, as reflected in the 2026 consolidated version.",1,1,"The SEBI (Mutual Funds) Regulations, 1996, correctly established the regulatory framework for mutual funds in India."
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment repla,Sponsor(s),The term 'sponsor(s)' was used in the SEBI REIT Regulations 2014 before it was replaced by the term 'sponsor group' in the 2016 amendment.,1,1,The model correctly identified that the term 'sponsor(s)' was used before the 2016 amendment which replaced it with 'sponsor group'.
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) ,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",The SEBI (ICDR) Regulations 2009 were enacted earlier. The SEBI (ICDR) Regulations 2018 superseded the 2009 regulations.,1,1,The SEBI (ICDR) Regulations 2009 were enacted earlier than the SEBI (ICDR) Regulations 2018.
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated,"2018, effective from 16 November 2018","The concept of 'fugitive economic offender' was first incorporated into the SEBI LODR Regulations 2015 in 2018, through the SEBI (LODR) (Sixth Amendment) Regulations, effective from 16 November 2018.",1,1,"The model prediction correctly states that the concept of 'fugitive economic offender' was incorporated into the SEBI LODR Regulations 2015 in 2018, through the SEBI (LODR) (Sixth Amendment) Regulatio"
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issu","25 July 2022, following the Third Amendment Regulations, 2022","Social impact funds could start issuing 'social units' under the AIF regulatory framework from 25.07.2022, as permitted by the SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2022.",1,1,"The model prediction correctly states the start date for social impact funds to issue 'social units' under SEBI AIF Regulations as per the Third Amendment Regulations, 2022."
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration appl,Thirty days,30 days,1,1,The model prediction matches the reference answer of thirty days.
REG_068,regulatory_interpretation,easy,Within how many days must an intermediary update material changes to the informa,Fifteen days,15 days,1,1,The model prediction matches the reference answer of updating material changes within 15 days.
REG_069,regulatory_interpretation,easy,What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,Forty-five days.,1,1,The model prediction matches the reference answer's time frame for redressing investor grievances.
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year from the date of such rejection.,1,1,The model prediction correctly states the duration of the bar from making a fresh registration application as one year from the date of rejection.
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dis","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","SEBI must dispose of a complete prior approval request within 60 days. If SEBI fails to communicate its decision within this period, the prior approval is deemed to have been granted.",1,1,"The model prediction correctly states that SEBI must dispose of a complete prior approval request within 60 days, and if SEBI fails to communicate its decision within this period, the prior approval i"
REG_072,regulatory_interpretation,easy,What two things must a SEBI-registered intermediary prominently display at all i,"A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","1. A photocopy of the certificate  
2. The name and contact details of the compliance officer",1,1,The model prediction correctly identifies the two required items for display by a SEBI-registered intermediary.
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an interme,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","1. Surrendered by the intermediary  
2. Suspended in accordance with the regulations  
3. Cancelled in accordance with the regulations",1,1,"The model prediction correctly identifies the three circumstances under which a permanent certificate can be surrendered, suspended, or cancelled in accordance with regulations."
REG_074,regulatory_interpretation,easy,What minimum investment amount must an accredited investor commit to a portfolio,Ten crore rupees,Ten crore rupees.,1,1,The model prediction matches the reference answer of the minimum investment amount for an accredited investor.
REG_075,regulatory_interpretation,easy,What is the maximum permissible limit for any buy-back as a percentage of the ag,"Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","The maximum permissible limit for any buy-back is twenty-five per cent of the aggregate of paid-up capital and free reserves, based on the standalone or consolidated financial statements of the company, whichever sets out a lower amount.",1,1,"The model prediction correctly states the maximum permissible limit for any buy-back as twenty-five per cent of the aggregate of paid-up capital and free reserves, which aligns with the reference answ"
REG_076,regulatory_interpretation,easy,What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-,2:1,2:1,1,1,The model prediction matches the reference answer's maximum debt-to-capital ratio.
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year.,0,1,The model prediction matches the regulation stating that a company must wait for one year from the date of expiry of the buyback period of the preceding offer.
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI ,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","(a) Free reserves; (b) Securities premium account; (c) Proceeds of the issue of any shares or other specified securities. Yes, no buy-back shall be made out of the proceeds of an earlier issue of the same kind of shares or same kind of other specified securities.",1,1,The model prediction accurately reflects the three sources from which a company may fund a buy-back of its shares under SEBI.
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,Three years after the default ceased to subsist.,1,1,The model prediction correctly paraphrases the reference answer by stating the time elapsed since the default ceased.
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory ",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,1,1,"The model prediction accurately reflects the definition of 'compulsory delisting' as per SEBI (Delisting of Equity Shares) Regulations, 2021."
REG_081,regulatory_interpretation,easy,What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Reg,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,"The ""bidding period"" is the period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company made under these regulations.",1,1,The model prediction accurately paraphrases the definition of the 'bidding period' as per SEBI regulations.
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,"The SEBI (Research Analysts) Regulations, 2014 came into force on the ninetieth day from the date of their publication in the Official Gazette.",1,1,"The model prediction correctly states the SEBI (Research Analysts) Regulations, 2014 came into force on the ninetieth day from the date of their publication in the Official Gazette."
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independen",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research report.,1,1,The model prediction accurately reflects the definition of an independent research analyst as per SEBI (Research Analysts) Regulations 2014.
REG_084,regulatory_interpretation,easy,From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,Financial Year (FY) 2026-27,1,1,The model prediction matches the reference answer for the financial year in which Small Finance Banks are expected to start operations as per the Reserve Bank of India's guidelines.
REG_085,regulatory_interpretation,easy,To which category of banks do the RBI (Small Finance Banks - Prudential Norms on,Small Finance Banks (SFBs),Small Finance Banks (SFBs),1,1,The model prediction correctly identifies the category of banks as Small Finance Banks (SFBs) as per the RBI's prudential norms.
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate divide",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of the PAT for the period for which the dividend is being proposed.,1,1,The model prediction matches the reference answer's maximum aggregate dividend limit as per RBI SFB Dividend Directions 2026.
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider w,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"(1) Divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank; (2) Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter, for the financial year in whi",1,1,"The model prediction accurately reflects the four factors that the Board of Directors of a Small Finance Bank must consider, as per the reference answer."
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight of the declaration of dividend.,1,1,The model prediction matches the reference answer's time frame for declaring a dividend after its declaration.
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare divide",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declare dividends.,No.,1,1,"The model correctly predicts that a bank under restrictions is not eligible to declare dividends, aligning with the RBI SFB Dividend Directions 2026."
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,"'Adjusted Profit After Tax (PAT)' is defined as the Profit After Tax (PAT) of the financial year for which the dividend is proposed to be paid, minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid.",1,1,The model prediction accurately paraphrases the definition of 'Adjusted Profit After Tax (PAT)' as per the reference answer.
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, ","January 01, 2027","January 01, 2027.",1,1,The model prediction matches the reference answer's final value or fact.
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without ",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,No.,1,1,"The model correctly predicts that entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank, as per the RBI Master Direction on Uni"
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction am",USD one million or equivalent thereof in other currencies.,USD one million or equivalent thereof in other currencies.,1,1,The model prediction matches the reference answer's minimum transaction threshold for non-derivative foreign exchange transactions.
REG_094,regulatory_interpretation,easy,What is the minimum nominal amount for which Government of India dated securitie,"Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","The minimum nominal amount for which Government of India dated securities are issued in the auction is Rs. 10,000/-, and they are issued in multiples of Rs. 10,000/- thereafter.",1,1,The model prediction correctly states the minimum nominal amount and the multiples as per the reference answer.
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finan","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = PAT - 50% of Net NPA  
= ₹17,000 crore - (50% of ₹6,500 crore)  
= ₹17,000 crore - ₹3,250 crore  
= ₹13,750 crore",1,1,The model prediction correctly applies the formula for Adjusted PAT by subtracting 50% of Net NPA from PAT.
NUM_068,numerical_reasoning,medium,A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","40% of ₹13,750 crore = ₹5,500 crore.  
Final Answer: ₹5,500 crore.",1,1,"The model prediction correctly calculates 40% of ₹13,750 crore as ₹5,500 crore."
