ctx_len,q_len,num_dates,num_numbers,num_currencies,num_amendments,num_sebi_rbi_refs,num_conditions,flesch_ease,fk_grade,sentence_count,corr_Gemini_2.5_Flash,corr_Qwen3-32B,corr_LLaMA-3.3-70B,corr_Llama_4_Scout_17B,corr_Kimi_K2,corr_LLaMA-3-8B,corr_GPT-OSS_120B,corr_GPT-OSS_20B,corr_Mistral-7B,corr_DeepSeek_R1_70B,corr_Gemma_4_E4B,ensemble_accuracy,is_hard,task_type,human_difficulty
1,17,0,0,2,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,26,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,contradiction_detection,medium
82,40,3,7,6,1,2,0,26.112865853658548,14.709878048780489,9,0,1,0,1,1,1,1,1,0,1,0,0.6363636363636364,0,temporal_reasoning,medium
68,18,2,5,4,1,1,1,27.06950980392159,15.114705882352947,7,1,1,0,0,1,0,1,1,1,1,0,0.6363636363636364,0,temporal_reasoning,easy
72,23,3,8,0,1,3,1,21.07000000000002,19.26388888888889,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,hard
65,25,4,7,1,1,2,0,27.357179487179508,14.826153846153847,6,1,1,1,1,0,0,1,1,1,1,0,0.7272727272727273,0,temporal_reasoning,medium
84,19,2,7,6,2,2,0,12.236428571428604,18.508571428571432,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
75,22,2,7,2,3,3,0,23.54000000000002,16.186666666666667,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
65,21,4,8,1,2,6,0,6.532564102564123,17.730769230769237,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
84,32,2,4,2,0,3,1,14.140714285714324,21.72095238095238,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
63,16,2,7,0,3,3,1,64.62017857142857,8.158849206349206,9,0,1,1,1,0,1,0,1,1,1,0,0.6363636363636364,0,temporal_reasoning,medium
51,23,5,8,2,1,6,0,22.038823529411786,14.408627450980394,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,hard
66,31,5,9,1,2,3,0,40.94136363636363,13.014242424242429,6,1,1,1,1,1,1,0,0,1,0,1,0.7272727272727273,0,temporal_reasoning,hard
76,14,1,2,4,2,4,0,3.0164035087719583,19.132105263157893,3,1,1,1,1,0,0,1,0,1,1,0,0.6363636363636364,0,temporal_reasoning,easy
84,29,2,2,2,1,2,0,46.534285714285744,11.985714285714284,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
68,21,2,3,2,6,2,0,37.79764705882354,12.210588235294118,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
65,16,3,9,1,3,5,0,30.252019230769235,13.076730769230767,9,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,temporal_reasoning,easy
55,18,4,9,3,1,3,0,20.602386363636384,13.801590909090908,8,1,1,0,1,1,1,1,1,0,0,0,0.6363636363636364,0,temporal_reasoning,medium
69,20,3,5,2,1,3,0,26.550869565217397,15.269855072463773,7,1,1,0,0,1,0,0,1,0,1,0,0.45454545454545453,1,temporal_reasoning,medium
88,18,0,0,0,0,1,0,-47.83954545454543,41.79363636363637,1,0,1,1,1,1,1,0,1,0,1,1,0.7272727272727273,0,regulatory_interpretation,easy
31,23,1,1,0,0,1,0,19.815161290322607,18.196774193548382,1,1,1,1,0,1,1,1,1,1,0,1,0.8181818181818182,0,regulatory_interpretation,easy
50,18,1,1,1,0,1,0,25.801000000000016,22.081999999999997,1,1,1,1,1,1,1,1,0,1,0,1,0.8181818181818182,0,regulatory_interpretation,easy
52,24,0,0,0,0,0,2,6.005000000000024,25.340000000000007,1,1,1,1,1,1,0,1,0,1,1,1,0.8181818181818182,0,regulatory_interpretation,easy
70,39,1,2,0,0,3,2,7.676428571428602,29.578571428571426,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
45,16,0,0,0,0,1,0,18.557500000000033,16.26055555555556,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
38,21,1,1,0,0,1,1,-5.3876315789473495,23.45105263157895,1,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,regulatory_interpretation,medium
27,29,1,1,6,0,1,0,13.363333333333344,18.102962962962966,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
42,29,0,0,0,0,0,0,23.205000000000013,20.456666666666667,1,1,1,1,1,1,1,0,1,1,0,1,0.8181818181818182,0,regulatory_interpretation,easy
45,27,1,3,0,0,1,0,23.920000000000044,21.102222222222228,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
32,26,1,1,0,0,1,1,39.523750000000035,15.696250000000003,1,1,0,0,0,1,0,1,0,1,1,1,0.5454545454545454,0,regulatory_interpretation,easy
68,31,1,1,0,0,1,1,3.4502941176470756,29.67117647058824,3,0,1,1,1,1,1,1,1,1,0,1,0.8181818181818182,0,regulatory_interpretation,medium
74,22,0,0,1,0,0,3,17.228648648648658,20.048108108108114,8,1,1,1,0,1,0,0,1,1,1,1,0.7272727272727273,0,regulatory_interpretation,medium
21,12,1,1,0,0,1,0,28.40571428571431,14.514285714285716,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
29,15,1,1,1,0,1,0,28.62068965517244,16.471724137931037,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
20,17,1,1,0,0,1,0,51.17500000000004,11.090000000000003,1,1,1,0,1,1,0,1,1,0,0,1,0.6363636363636364,0,regulatory_interpretation,easy
20,13,1,1,1,0,1,0,-3.8149999999999693,18.76,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
33,25,1,4,0,0,0,0,50.47625000000002,10.193750000000005,2,1,1,1,0,1,1,1,0,1,1,1,0.8181818181818182,0,regulatory_interpretation,easy
21,21,1,1,0,0,1,0,32.43428571428572,13.952380952380953,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
46,27,1,5,2,0,1,0,18.531956521739147,22.102173913043483,1,0,1,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,regulatory_interpretation,easy
84,26,1,5,4,1,1,0,-41.58214285714283,39.927142857142854,4,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,medium
37,26,0,0,1,0,0,0,46.29533783783785,11.397972972972973,2,1,1,0,0,1,0,1,1,0,1,1,0.6363636363636364,0,regulatory_interpretation,easy
36,25,1,2,0,0,1,1,17.545000000000016,19.755555555555556,1,1,1,1,1,0,1,0,1,1,1,0,0.7272727272727273,0,regulatory_interpretation,easy
43,15,1,3,0,0,1,0,51.04581395348839,16.821860465116277,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
39,25,2,3,1,0,1,0,20.01173076923078,15.3124358974359,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
43,22,1,1,1,0,2,0,49.259011627907,11.729883720930236,2,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,regulatory_interpretation,easy
34,29,1,1,3,0,1,0,4.140000000000015,20.88,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
20,26,0,2,2,0,0,0,69.78500000000001,6.010000000000002,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
74,26,0,9,8,0,0,0,84.11900000000001,5.103777777777779,7,1,1,1,1,1,1,0,0,1,0,1,0.7272727272727273,0,numerical_reasoning,easy
67,40,1,19,4,0,1,0,74.62062500000002,5.122589285714287,10,1,1,0,0,0,1,0,0,0,1,1,0.45454545454545453,1,numerical_reasoning,medium
74,44,1,15,10,0,1,0,60.5572072072072,7.876756756756759,8,1,1,1,1,1,0,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,medium
29,34,1,8,6,0,1,0,53.61418103448281,7.5823275862068975,7,1,1,1,1,1,0,1,1,0,1,1,0.8181818181818182,0,numerical_reasoning,medium
105,31,1,20,6,0,0,0,81.0247566006601,4.048935643564356,16,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,numerical_reasoning,medium
51,30,1,12,7,0,1,0,91.50093537414968,2.5256122448979603,8,1,1,1,1,0,0,1,0,1,1,1,0.7272727272727273,0,numerical_reasoning,easy
55,31,0,18,5,0,0,0,66.81040404040405,5.458787878787881,12,0,1,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,hard
66,32,3,17,11,0,0,1,59.603541666666686,10.245625,5,0,1,0,0,1,0,1,1,1,1,0,0.5454545454545454,0,numerical_reasoning,medium
40,34,3,18,4,0,0,0,69.30464912280705,6.739473684210527,5,1,0,0,0,0,0,0,0,1,1,0,0.2727272727272727,1,numerical_reasoning,medium
22,25,1,3,2,0,0,0,61.45045454545455,10.153636363636362,1,0,1,1,1,1,1,1,1,1,0,1,0.8181818181818182,0,numerical_reasoning,easy
25,26,3,9,2,0,0,0,88.905,3.84,2,0,0,0,1,0,0,0,0,0,1,1,0.2727272727272727,1,numerical_reasoning,easy
25,23,2,14,1,0,0,0,87.30000000000003,7.044999999999998,1,1,0,1,0,0,0,1,0,0,1,0,0.36363636363636365,1,numerical_reasoning,easy
19,26,2,8,2,0,0,0,41.350394736842105,9.851842105263156,4,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,numerical_reasoning,easy
36,29,1,22,11,0,0,0,95.02705882352943,4.228235294117649,2,1,1,1,1,0,1,1,1,0,1,1,0.8181818181818182,0,numerical_reasoning,easy
34,27,1,18,10,0,0,0,83.61272727272728,9.795151515151517,1,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,numerical_reasoning,easy
27,26,1,8,4,0,0,0,73.99246376811597,4.8434782608695635,3,1,0,1,1,1,1,1,1,0,1,1,0.8181818181818182,0,numerical_reasoning,easy
19,20,1,7,2,0,0,0,56.76568627450982,6.749411764705883,4,1,1,1,1,1,1,0,0,0,1,1,0.7272727272727273,0,numerical_reasoning,easy
28,16,2,12,6,0,0,0,67.8844871794872,5.943846153846156,5,1,0,1,1,1,1,0,0,0,1,1,0.6363636363636364,0,numerical_reasoning,medium
25,25,1,8,5,0,0,0,80.18257575757578,3.8972727272727283,3,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,numerical_reasoning,medium
56,36,0,3,2,0,0,0,50.00428571428574,13.240714285714287,3,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,numerical_reasoning,hard
1,23,1,2,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,24,1,1,0,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,26,1,1,1,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,19,0,0,1,0,1,0,50.0,10.0,0,0,1,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,contradiction_detection,medium
1,14,0,0,0,0,1,0,50.0,10.0,0,1,0,0,1,1,1,0,0,0,1,0,0.45454545454545453,1,contradiction_detection,medium
1,14,1,1,1,0,1,0,50.0,10.0,0,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,contradiction_detection,medium
1,27,1,2,1,0,0,1,50.0,10.0,0,0,1,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,contradiction_detection,medium
1,19,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,18,1,1,0,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,21,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,28,2,2,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,23,1,3,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,28,0,0,1,0,1,0,50.0,10.0,0,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,contradiction_detection,hard
1,25,1,1,2,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,contradiction_detection,hard
1,24,1,1,0,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,23,1,1,1,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,26,0,3,0,0,0,0,50.0,10.0,0,0,1,1,1,1,1,1,1,1,0,0,0.7272727272727273,0,contradiction_detection,medium
1,21,1,1,0,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
48,24,3,5,2,0,1,0,31.97,12.775000000000002,3,1,1,1,1,0,1,1,1,0,1,1,0.8181818181818182,0,temporal_reasoning,easy
50,24,7,42,6,2,1,0,44.88460884353745,9.027653061224491,30,1,1,1,1,1,1,1,1,1,0,0,0.8181818181818182,0,temporal_reasoning,medium
39,28,6,26,6,1,0,0,63.486153846153854,7.633846153846157,10,0,1,0,0,1,0,1,0,1,1,0,0.45454545454545453,1,temporal_reasoning,medium
108,22,3,9,1,0,1,0,32.17500000000001,22.18666666666667,5,1,1,1,1,0,0,0,0,0,1,0,0.45454545454545453,1,temporal_reasoning,medium
62,25,3,16,1,0,1,0,44.796810344827605,10.613275862068967,6,1,1,1,0,1,0,1,1,1,0,0,0.6363636363636364,0,temporal_reasoning,medium
43,22,1,15,1,0,1,0,56.71571428571431,7.08761904761905,7,1,1,1,1,1,1,0,0,1,0,1,0.7272727272727273,0,temporal_reasoning,medium
49,24,1,6,2,0,0,0,54.88249999999999,9.57916666666667,3,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,temporal_reasoning,easy
97,39,1,1,2,0,2,4,-39.01587628865977,42.79876288659794,2,1,0,1,1,0,0,0,1,0,1,0,0.45454545454545453,1,temporal_reasoning,medium
44,21,1,6,0,0,1,0,43.89833333333337,10.780000000000001,4,1,1,0,0,1,1,1,0,0,1,1,0.6363636363636364,0,temporal_reasoning,medium
62,28,1,18,11,0,0,0,69.69830601092899,8.589180327868853,3,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,temporal_reasoning,medium
43,37,3,20,0,0,2,0,49.928810975609764,8.841646341463413,7,1,1,0,0,1,1,1,1,1,1,0,0.7272727272727273,0,temporal_reasoning,easy
53,30,2,5,1,0,1,1,37.93782051282054,12.273846153846154,4,0,1,1,1,0,1,1,1,1,0,1,0.7272727272727273,0,temporal_reasoning,hard
83,32,1,3,1,0,1,2,-28.26301204819275,37.820963855421695,2,0,1,1,1,1,0,0,0,0,1,1,0.5454545454545454,0,temporal_reasoning,hard
65,29,11,19,1,1,0,0,55.27301282051283,8.24115384615385,9,1,1,1,1,0,1,1,1,1,0,0,0.7272727272727273,0,temporal_reasoning,medium
46,29,0,1,0,0,1,1,52.911739130434796,11.59304347826087,2,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,temporal_reasoning,easy
88,35,1,1,1,0,1,1,13.163636363636385,22.35409090909091,2,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,temporal_reasoning,easy
87,30,1,2,3,0,0,1,25.5721551724138,20.499137931034486,5,1,0,0,0,1,1,0,0,0,1,0,0.36363636363636365,1,temporal_reasoning,medium
48,49,1,7,9,0,1,0,67.10875,6.81803191489362,5,1,1,1,1,1,1,0,1,1,1,1,0.9090909090909091,0,temporal_reasoning,hard
30,19,1,1,2,0,1,0,41.025000000000034,14.990000000000006,1,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,easy
45,18,1,2,2,0,1,0,7.000000000000028,23.462222222222227,1,1,0,1,1,1,0,0,0,1,1,1,0.6363636363636364,0,regulatory_interpretation,easy
21,26,1,1,0,0,2,0,36.46285714285716,13.390476190476189,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
83,28,1,1,0,0,1,0,-18.070240963855397,36.399277108433736,2,1,1,0,1,1,0,1,1,1,1,1,0.8181818181818182,0,regulatory_interpretation,easy
65,22,1,1,0,0,1,0,59.89564102564103,10.287692307692314,6,1,0,0,0,1,0,0,0,0,0,1,0.2727272727272727,1,regulatory_interpretation,easy
39,28,1,1,1,0,1,0,15.40384615384616,20.799487179487183,2,1,1,1,1,1,1,0,0,1,1,1,0.8181818181818182,0,regulatory_interpretation,medium
89,31,1,1,5,0,1,0,13.379859550561832,22.44814606741573,4,1,1,1,1,1,0,1,0,1,1,0,0.7272727272727273,0,regulatory_interpretation,medium
50,36,1,1,0,0,1,1,10.573000000000008,24.206,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
111,32,1,2,0,0,2,3,-52.16513513513513,48.110810810810804,4,1,1,1,1,1,1,1,0,0,1,1,0.8181818181818182,0,regulatory_interpretation,easy
59,32,1,1,0,0,1,0,19.606379310344835,24.933448275862066,1,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,easy
26,26,1,1,0,0,1,2,47.037307692307735,13.157692307692308,1,1,0,0,0,1,0,0,0,0,0,1,0.2727272727272727,1,regulatory_interpretation,easy
27,36,1,1,0,0,1,0,32.163333333333355,15.480740740740742,1,1,0,0,1,0,1,0,0,0,0,1,0.36363636363636365,1,regulatory_interpretation,easy
20,24,1,1,1,0,1,0,51.17500000000004,11.090000000000003,1,1,1,1,1,0,0,0,1,0,1,1,0.6363636363636364,0,regulatory_interpretation,easy
42,48,1,1,3,0,1,1,41.33357142857146,17.928095238095242,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,numerical_reasoning,medium
38,37,1,3,5,0,1,2,27.255263157894774,14.177894736842106,7,0,0,0,0,0,1,1,0,0,0,0,0.18181818181818182,1,numerical_reasoning,medium
76,39,2,3,5,0,1,4,-20.58131578947365,35.01052631578948,1,1,0,1,0,0,1,1,1,0,0,0,0.45454545454545453,1,numerical_reasoning,medium
39,32,1,1,2,0,1,0,15.40384615384616,20.799487179487183,2,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,1,numerical_reasoning,easy
36,33,1,3,2,0,1,1,-13.004999999999967,24.01666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,numerical_reasoning,easy
76,50,1,1,3,0,1,0,-7.223421052631551,33.14736842105263,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,numerical_reasoning,medium
44,44,1,5,0,0,3,1,25.66136363636366,20.610909090909093,1,0,1,1,0,0,0,0,1,0,0,0,0.2727272727272727,1,numerical_reasoning,medium
35,43,3,4,0,1,1,1,31.11571428571429,17.614285714285717,1,1,1,0,1,1,1,1,0,1,0,0,0.6363636363636364,0,numerical_reasoning,easy
67,28,1,3,3,0,1,1,-10.16701492537311,31.32208955223881,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
89,19,1,7,2,0,1,2,41.666980337078655,12.975140449438204,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
80,26,0,2,5,0,0,0,15.012500000000017,21.102500000000003,4,1,1,0,1,1,0,0,0,0,1,1,0.5454545454545454,0,regulatory_interpretation,easy
80,17,1,3,3,0,1,0,15.012500000000017,21.102500000000003,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
72,22,1,4,4,0,1,1,43.825000000000045,13.108888888888888,4,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,easy
