id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
REG_014,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that m",At least sixty days,A cooling‑off period of at least 60 days must elapse before trades can commence under an approved trading plan.,1,openai/gpt-oss-120b
REG_015,regulatory_interpretation,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest ","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier",120 calendar days after the expiry of the sixty‑day window.,1,openai/gpt-oss-120b
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage m",At least fifty percent,At least 50 percent.,1,openai/gpt-oss-120b
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-",Three per cent of the applicable net asset value,Three percent of the applicable net asset value.,1,openai/gpt-oss-120b
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a",Seventy-five per cent of the unit holders,75% of the unit holders must pass the resolution.,0,openai/gpt-oss-120b
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth require",50 crore,50 crore.,1,openai/gpt-oss-120b
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issue",At least twenty-one days,Twenty‑one days.,1,openai/gpt-oss-120b
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a ",Five hundred crore rupees or more,Five hundred crore rupees.,1,openai/gpt-oss-120b
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,Eight years.,0,openai/gpt-oss-120b
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,15 percent.,0,openai/gpt-oss-120b
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareh",More than ten per cent of the paid-up share capital,More than 10 percent of the issuer’s paid‑up share capital.,1,openai/gpt-oss-120b
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold",More than five per cent of the paid-up equity share capital,More than 5 percent of the depository’s paid‑up equity share capital.,1,openai/gpt-oss-120b
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets ",Nine crore rupees (three crore rupees per year × three years),"Minimum per year = 3 crore ₹  
Cumulative over three years = 3 crore ₹ × 3 years = **9 crore ₹**.",1,openai/gpt-oss-120b
NUM_002,numerical_reasoning,medium,If the total portion available for allocation to qualified institutional buyers ,180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"Maximum anchor‑investor allocation = 60 % × 900 cr = 0.60 × 900 = 540 cr  
Domestic mutual‑fund reserve = 1⁄3 × 540 cr = 540 ÷ 3 = 180 cr  

**Answer: 180 crore rupees**",1,openai/gpt-oss-120b
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obli",100 crore rupees (5 crore net worth × 20 = 100 crore),"Maximum underwriting obligation = 20 × Net Worth  
Net Worth of a Self‑Clearing Member (minimum) = 5 crore  

Calculation:  
5 crore × 20 = 100 crore  

**Final answer: 100 crore**",1,openai/gpt-oss-120b
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what i","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","2.5 % of 20 crore ₹ = 0.025 × 20 = 0.5 crore ₹.  
The alternative threshold is 5 crore ₹, and the lower of the two amounts applies.  

**Minimum continuing interest = 0.5 crore ₹**.",0,openai/gpt-oss-120b
NUM_005,numerical_reasoning,hard,If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"Borrowing amount (max 20 % of net assets)  
\(=0.20 \times 500\text{ cr} = 100\text{ cr}\)

Interest for 6 months at 15 % p.a.  
\(= \text{Principal} \times \text{Rate} \times \frac{\text{Months}}{12}\)  
\(= 100\text{ cr} \times 0.15 \times \frac{6}{12}\)  
\(= 100\text{ cr} \times 0.15 \times 0.5\",0,openai/gpt-oss-120b
NUM_006,numerical_reasoning,medium,For a listed entity whose audit committee has the minimum permissible number of ,"Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","Calculation:  
- Minimum audit‑committee size = 3 directors.  
- Required proportion of independent directors = ≥ 2⁄3.  

\( \frac{2}{3} \times 3 = 2 \)

**Minimum independent directors required = 2 directors**.",1,openai/gpt-oss-120b
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum nu",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"Calculation:  
- Initial window = 60 calendar days  
- Additional delayed period allowed = 120 calendar days (from the expiry of the 60‑day period)  

Total maximum period = 60 + 120 = **180 calendar days**.",1,openai/gpt-oss-120b
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in a",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"Difference = Highest price paid − Offer price  
= Rs. 300 − Rs. 250 = Rs. 50 per share  

**Additional amount to be paid:** Rs. 50 per share.",1,openai/gpt-oss-120b
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, wh",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"- Allotment date: 1 January 2024  
- Maximum warrant tenure: 18 months → last day to pay the exercise price = 1 January 2024 + 18 months = 1 July 2025  
- Exercise window: within 3 months from payment date → latest exercise date = 1 July 2025 + 3 months = 1 October 2025  

**Final answer:** 1 Octobe",1,openai/gpt-oss-120b
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeti",By 29 July of the same year (1 April + 120 days = 29 July),,0,openai/gpt-oss-120b
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable fun",50 crore rupees (10% of 500 crore = 50 crore),"Maximum permissible investment = 10 % × 500 crore ₹  
= 0.10 × 500 crore ₹  
= **50 crore rupees**.",1,openai/gpt-oss-120b
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the",Four independent directors (at least 50% of 8 = 4),"Calculation:  
Minimum independent directors = 50 % × 8 directors = 0.5 × 8 = 4 directors  

**Final answer:** 4 directors.",0,openai/gpt-oss-120b
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' c,Yes,"Yes. Passage A mandates a three‑year lock‑in, whereas Passage B sets an eighteen‑month lock‑in for the non‑capital‑expenditure scenario.",1,openai/gpt-oss-120b
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' ,No,No – both passages set a six‑month lock‑in period for the respective share categories.,1,openai/gpt-oss-120b
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds f,Yes,"Yes. Passage A sets a minimum of 2.5% (or ₹5 crore) for non‑Category III AIFs, while Passage B raises the minimum to 5% (or ₹10 crore) for Category III AIFs.",1,openai/gpt-oss-120b
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecu,No,No; both passages set the same maximum gap of one hundred and twenty days between consecutive meetings.,1,openai/gpt-oss-120b
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandator,No,"Yes. Passage A sets a fifteen‑per‑cent threshold for recognised stock exchanges, whereas Passage B requires Board approval for any acquisition exceeding five per cent in a depository.",0,openai/gpt-oss-120b
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versu,No,"No – both passages require notification within two trading days; the difference lies only in the trigger wording, not the timeline.",1,openai/gpt-oss-120b
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement ,No,"No — Passage A bars a second application only when the first is withdrawn, whereas Passage B permits a new application after a prior rejection, so they address different situations and do not conflict.",1,openai/gpt-oss-120b
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from,Yes,"Yes. Passage A disqualifies a custodian if the sponsor or its associates own ≥50 % of voting rights (or if ≥50 % of directors represent the fund’s interest), whereas Passage B disqualifies a custodian if a sponsor, its associates, or a shareholder holding >50 % of the asset‑manager’s paid‑up capital",1,openai/gpt-oss-120b
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit alwa,No,No. Passage B expressly exempts IPOs conducted entirely via an offer for sale from the 50 % monetary‑asset limit.,1,openai/gpt-oss-120b
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of,No,"No — Passage A mandates a 21‑day advance notice, whereas Passage B specifies a redemption deadline of one month and does not prescribe a notice period.",1,openai/gpt-oss-120b
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social i,Yes,"Yes. Passage A sets a minimum corpus of five crore rupees for social impact funds, while Passage B requires at least twenty crore rupees for other AIF schemes.",1,openai/gpt-oss-120b
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies ,No,"No. Passage B modifies the threshold for companies on the Innovators Growth Platform to 49 %, so the trigger differs from the 25 % threshold in Passage A.",1,openai/gpt-oss-120b
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is c","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition in force is the one introduced by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations 2023 – i.e., the definition that aligns with Companies Act 2013, s. 2(51). It became effective on 31 January 2023, replacing the earlier “core‑management‑team excluding bo",1,openai/gpt-oss-120b
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 Augus,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",The three‑year lock‑in (from the later of commercial production start or allotment) applied before 13 August 2021.,1,openai/gpt-oss-120b
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date o",Sub-regulation (4) of regulation 23 and regulation 31A,"The provisions that became effective on the date of notification (i.e., on 2 September 2015) are:

- **Sub‑regulation (4) of Regulation 23**  
- **Regulation 31A**  

All other provisions of the SEBI (LODR) Regulations, 2015 came into force ninety days after the Gazette publication (i.e., on 1 Decem",1,openai/gpt-oss-120b
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulat,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No. When the SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011 came into force on ≈ 23 October 2011 (30 days after their publication on 23 September 2011), they did not contain an explicit definition of “Delisting Regulations.” The term was only defined later by the SEBI (Subst",1,openai/gpt-oss-120b
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR R,Institutional trading platform,It was called the **“institutional trading platform”** (the name used for the trading platform for emerging issuers prior to 5 April 2019).,1,openai/gpt-oss-120b
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate',"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","The SEBI (ICDR) (Amendment) Regulations, 2025 — effective 08 March 2025—expanded the definition of “associate” to include entities that qualify as associates under the applicable accounting standards.",1,openai/gpt-oss-120b
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LO","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","Before 7 September 2021, the SEBI LODR Regulations 2015 defined “non‑convertible debt securities” by referring to the definition of “debt securities” in the **SEBI (Issue and Listing of Debt Securities) Regulations, 2008**.",1,openai/gpt-oss-120b
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earli","Five years from the commencement of the SEBI (AIF) Regulations, 2012","They could remain under the 1996 Venture Capital Funds Regulations for **five years from the date the SEBI (AIF) Regulations, 2012 came into force**; after that period they must migrate (with a migration‑registration window of 12 months from the regulations’ notification).",1,openai/gpt-oss-120b
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before th",With the Board (SEBI),"Before the amendment effective 08 March 2025, the draft letter of offer had to be filed with the Board.",0,openai/gpt-oss-120b
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the te","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018 — effective from 5 May 2021.",1,openai/gpt-oss-120b
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 201",Is made,The phrase used was **“is made.”** (This wording applied until the amendment that took effect on 11 September 2018.),0,openai/gpt-oss-120b
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992","The provided context does not specify the SEBI Act and year under which the SEBI (Merchant Bankers) Regulations, 1992 were enacted.",1,openai/gpt-oss-120b
TMP_013,temporal_reasoning,easy,Which set of SEBI regulations originally established the regulatory framework fo,"The SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) Regulations, originally notified in 1996, established the regulatory framework that continues to govern mutual funds in India as reflected in the 2026 consolidated version.",1,openai/gpt-oss-120b
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment repla,Sponsor(s),"The SEBI REIT Regulations 2014 referred only to “sponsor(s)” (i.e., “sponsors”) before the 2016 amendment introduced the broader term “sponsor group.”",1,openai/gpt-oss-120b
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) ,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",The SEBI (Issue of Capital and Disclosure Requirements) Regulations 2009 were enacted earlier; the SEBI (ICDR) Regulations 2018 came later (notified on the 60th day after publication).,1,openai/gpt-oss-120b
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated,"2018, effective from 16 November 2018","The concept of “fugitive economic offender” was first incorporated into the SEBI LODR Regulations in **2018** (via the SEBI (LODR) (Sixth Amendment) Regulations, 2018, effective 16 November 2018).",1,openai/gpt-oss-120b
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issu","25 July 2022, following the Third Amendment Regulations, 2022",Social impact funds could start issuing “social units” under the AIF framework from 25 July 2022.,0,openai/gpt-oss-120b
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration appl,Thirty days,Within 30 days.,0,openai/gpt-oss-120b
REG_068,regulatory_interpretation,easy,Within how many days must an intermediary update material changes to the informa,Fifteen days,Within fifteen days of the occurrence of the change.,1,openai/gpt-oss-120b
REG_069,regulatory_interpretation,easy,What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,Forty‑five days.,1,openai/gpt-oss-120b
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year from the date of the rejection.,1,openai/gpt-oss-120b
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dis","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","SEBI must dispose of a complete prior‑approval request within **60 days** of receipt. If SEBI does not communicate its decision within those 60 days, the prior approval is **deemed to have been granted**.",1,openai/gpt-oss-120b
REG_072,regulatory_interpretation,easy,What two things must a SEBI-registered intermediary prominently display at all i,"A photocopy of the certificate of registration, and the name and contact details of the compliance officer.",A photocopy of its SEBI registration certificate and the name and contact details of its compliance officer.,1,openai/gpt-oss-120b
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an interme,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","The certificate can cease to be valid if it is (i) surrendered by the intermediary, (ii) suspended, or (iii) cancelled.",1,openai/gpt-oss-120b
REG_074,regulatory_interpretation,easy,What minimum investment amount must an accredited investor commit to a portfolio,Ten crore rupees,Ten crore rupees.,1,openai/gpt-oss-120b
REG_075,regulatory_interpretation,easy,What is the maximum permissible limit for any buy-back as a percentage of the ag,"Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","The maximum permissible limit is twenty‑five percent (or less) of the aggregate of paid‑up capital and free reserves, calculated on the basis of the lower amount derived from either the company’s standalone or consolidated financial statements.",0,openai/gpt-oss-120b
REG_076,regulatory_interpretation,easy,What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-,2:1,2 : 1.,1,openai/gpt-oss-120b
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year from the expiry of the preceding buy‑back period.,1,openai/gpt-oss-120b
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI ,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue o","A company can fund a buy‑back from:  

1. Its free reserves;  
2. Its securities‑premium account;  
3. The proceeds of an issue of any shares or other specified securities.  

However, it may **not** use the proceeds of an earlier issue of the same kind of shares or the same kind of other specified ",1,openai/gpt-oss-120b
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,Three years.,0,openai/gpt-oss-120b
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory ",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"""Compulsory delisting"" means the delisting of a company's equity shares by a recognised stock exchange under Chapter V of the SEBI (Delisting of Equity Shares) Regulations, 2021.",1,openai/gpt-oss-120b
REG_081,regulatory_interpretation,easy,What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Reg,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The “bidding period” is the time frame during which shareholders may tender their shares in acceptance of the company’s delisting offer.,1,openai/gpt-oss-120b
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,They became effective ninety days after their publication in the Official Gazette.,1,openai/gpt-oss-120b
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independen",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or the preparation and/or publication of research reports.,1,openai/gpt-oss-120b
REG_084,regulatory_interpretation,easy,From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,Financial Year 2026‑27.,1,openai/gpt-oss-120b
REG_085,regulatory_interpretation,easy,To which category of banks do the RBI (Small Finance Banks - Prudential Norms on,Small Finance Banks (SFBs),Small Finance Banks (SFBs).,1,openai/gpt-oss-120b
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate divide",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of its profit after tax (PAT) for the period.,1,openai/gpt-oss-120b
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider w,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphas,"1. The divergence in asset classification and provisioning for non‑performing assets (NPAs), including its trend as shown in RBI supervisory findings.  
2. The auditors’ report on the financial statements for the relevant year, including any modified opinion or Emphasis of Matter.  
3. The bank’s cu",1,openai/gpt-oss-120b
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight of the dividend declaration.,1,openai/gpt-oss-120b
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare divide",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declar,No. A bank cannot declare dividends if the Reserve Bank has placed an explicit restriction on it.,0,openai/gpt-oss-120b
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,"‘Adjusted Profit After Tax (PAT)’ is the profit after tax for the financial year in which the dividend is proposed, reduced by 50 % of the Net NPA as on 31 March of that same financial year.",1,openai/gpt-oss-120b
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, ","January 01, 2027","January 01, 2027.",1,openai/gpt-oss-120b
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without ",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,No; entities without a current LEI code are not eligible to transact in RBI‑regulated financial markets.,1,openai/gpt-oss-120b
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction am",USD one million or equivalent thereof in other currencies.,USD 1 million (or the equivalent amount in other currencies).,1,openai/gpt-oss-120b
REG_094,regulatory_interpretation,easy,What is the minimum nominal amount for which Government of India dated securitie,"Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","The Government of India dated securities are issued for a minimum nominal amount of **Rs 10,000**, and thereafter in **multiples of Rs 10,000**.",1,openai/gpt-oss-120b
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finan","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = PAT – 50 % × Net NPA  
= ₹17,000 cr – (0.5 × ₹6,500 cr)  
= ₹17,000 cr – ₹3,250 cr  
= **₹13,750 crore**.",0,openai/gpt-oss-120b
NUM_068,numerical_reasoning,medium,A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","Tier 1 Capital Ratio = 11.72 % → falls in Bucket B4 (allowed dividend = 40 % of Adjusted PAT).  

Maximum dividend = 40 % × ₹13,750 cr  
= 0.40 × 13,750 = ₹5,500 crore.  

**Maximum dividend allowable: ₹5,500 crore.**",0,openai/gpt-oss-120b
NUM_069,numerical_reasoning,medium,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the low","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","**Calculation**

- 75 % of PAT = 0.75 × ₹17,000 cr = **₹12,750 cr**  
- Table 1 limit = **₹5,500 cr**  

Maximum Eligible Dividend = lower of the two amounts = **₹5,500 cr**.",1,openai/gpt-oss-120b
NUM_070,numerical_reasoning,medium,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible ","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.","Calculation:  
\[
\frac{5{,}500}{17{,}000}\times 100 = 0.323529 \times 100 = 32.35\%
\]

**Maximum Eligible Dividend as a percentage of PAT = 32.35 %**",1,openai/gpt-oss-120b
NUM_071,numerical_reasoning,medium,"In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 ","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim dividend already paid (₹500 crore) = ₹625 crore.","Maximum permissible final dividend = G – H  
= ₹1,125 crore – ₹500 crore  
= **₹625 crore**.",1,openai/gpt-oss-120b
NUM_072,numerical_reasoning,easy,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. Wha","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,000 crore.","Adjusted PAT = ₹40,500 cr – 50 % × ₹5,000 cr  
= ₹40,500 cr – ₹2,500 cr  
= **₹38,000 crore**.",1,openai/gpt-oss-120b
NUM_073,numerical_reasoning,hard,"In Illustration 2, with Adjusted PAT of ₹38,000 crore and Bucket B5 (50% limit),","Maximum per Table 1: ₹19,000 crore (50% × ₹38,000). 75% of PAT: ₹30,375 crore (75% × ₹40,500). The Maximum Eligible Dividend is ₹19,000 crore, being t","Maximum dividend per Table 1 (50 % of ₹38 000 cr) = 0.50 × 38 000 = ₹19 000 cr  
75 % of PAT (₹40 500 cr) = 0.75 × 40 500 = ₹30 375 cr.",1,openai/gpt-oss-120b
