id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage must the settlement amount be increased if an applicant re-applies after rejection due to non-payment of the earlier determined settlement amount?",At least fifty percent,50%,0,
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-ended mutual fund scheme can charge investors?",Three per cent of the applicable net asset value,Three per cent of the applicable net asset value.,1,
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a resolution to trigger the winding up of a mutual fund scheme?",Seventy-five per cent of the unit holders,75%,0,
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth requirement for a Professional Clearing Member?",50 crore,50 crore,1,
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issuer must provide to holders of non-convertible securities before a buy-back right becomes exercisable?",At least twenty-one days,21 days,1,
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a REIT to issue units for listing on a recognised stock exchange?",Five hundred crore rupees or more,Five hundred crore rupees.,1,
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue maintain records relating to each issue after its completion?",A minimum period of eight years,Eight years,1,
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,5%,0,
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareholding in an issuer does a credit rating agency become prohibited from rating that issuer's securities?",More than ten per cent of the paid-up share capital,10%,0,
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold shareholding in a depository that triggers the requirement for prior Board approval?",More than five per cent of the paid-up equity share capital,More than five per cent of the paid-up equity share capital.,1,
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets an eligible issuer must have cumulatively demonstrated across all three preceding years (treating each year's minimum separately)?",Nine crore rupees (three crore rupees per year × three years),3 crore rupees/year * 3 years = 9 crore rupees.,1,
NUM_002,numerical_reasoning,medium,"If the total portion available for allocation to qualified institutional buyers in a book-built IPO is 900 crore rupees, what is the maximum amount (in crore rupees) that can be allocated to anchor investors who are domestic mutual funds?",180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"60% of 900 crore rupees = 0.6 * 900 = 540 crore rupees for anchor investors. 
One-third of 540 crore rupees = 540 / 3 = 180 crore rupees for domestic mutual funds.
180 crore rupees.",1,
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obligation a Self-Clearing Member can undertake, given its minimum net worth requirement?",100 crore rupees (5 crore net worth × 20 = 100 crore),"Minimum net worth of a Self-Clearing Member: 5 crore
Maximum underwriting obligation: 20 * net worth = 20 * 5 crore = 100 crore 

100 crore",1,
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what is the minimum continuing interest the Manager or Sponsor must maintain — in crore rupees — as per SEBI AIF Regulations 2012?","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","2.5% of 20 crore rupees = 0.025 * 20 = 0.5 crore rupees. 
Since 0.5 crore rupees is less than 5 crore rupees, the minimum continuing interest is 0.5 crore rupees, but since 5 crore rupees is the lower",1,
NUM_005,numerical_reasoning,hard,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"Maximum borrowing = 20% of 500 crore rupees = 0.2 * 500 crore rupees = 100 crore rupees
Interest for 6 months = 100 crore rupees * 15% per annum * 6/12 = 100 crore rupees * 0.15 * 0.5 = 7.5 crore rupe",1,
NUM_006,numerical_reasoning,medium,"For a listed entity whose audit committee has the minimum permissible number of members under SEBI LODR Regulations 2015, what is the minimum number of those members who must be independent directors?","Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","Minimum members = 3, at least 2/3 must be independent directors. 
2/3 of 3 = (2/3) * 3 = 2.
2 members",1,
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum number of calendar days from the date of service of a show cause notice within which a settlement application can be filed (including the initial sixty-day window and the additional delayed period)?",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"60 days (initial window) + 60 days (delayed period) = 120 days 

120 days",1,
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in an open offer but then buys shares in the open market at Rs. 300 per share within the twenty-six-week post-tendering period, what additional amount per share must be paid to shareholders who accepted the open offer?",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"Difference = Highest price paid - Offer price 
= Rs. 300 - Rs. 250 
= Rs. 50 per share 

Rs. 50 per share",1,
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, what is the latest calendar date on which the warrant holder can exercise the option to acquire equity shares, assuming the warrant exercise price is paid on the last permissible day?",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"Latest date to exercise option = Date of allotment + 18 months - 3 months (for exercise) 
= 1 January 2024 + 18 months 
= 1 July 2025 
Then subtract 3 months for exercise: 
= 1 July 2025 - 3 months 
=",0,
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeting on 1 April of a financial year, by what latest date must the second board meeting be held?",By 29 July of the same year (1 April + 120 days = 29 July),"1 April + 120 days = 29 July 
Latest date: 29 July",1,
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable funds of 500 crore rupees and invests the maximum permissible amount in a single investee company, how much can it invest in that company?",50 crore rupees (10% of 500 crore = 50 crore),10% of 500 crore rupees = 0.1 * 500 crore rupees = 50 crore rupees.,1,
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the minimum number who must be independent directors?",Four independent directors (at least 50% of 8 = 4),"50% of 8 = 0.5 * 8 = 4 
4 directors",1,
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"Yes. Passage A prescribes a lock-in period of three years from the date of commencement of commercial production or date of allotment, while Passage B prescribes a lock-in period of eighteen months fr",1,
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,No. The passages prescribe the same six-month lock-in period for both excess promoters' shares and non-promoter pre-issue shares in an IPO.,1,
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,Yes,"Yes. The minimum continuing interest threshold is 2.5% or 5 crore rupees for Category I/II AIFs, whereas it is 5% or 10 crore rupees for Category III AIFs.",1,
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecutive meetings for the board and the audit committee respectively?,No,"Yes. The board meetings have a maximum time gap of 120 days that shall elapse, implying a minimum frequency, whereas the audit committee meetings have a maximum gap of 120 days that shall not be excee",0,
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"Yes. The threshold for recognised stock exchanges is 5% but can be up to 15% for certain entities, whereas the threshold for depositories is a uniform 5%.",0,
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versus asset management companies under SEBI PIT Regulations 2015?,No,"No. The disclosure timelines prescribed in both passages are the same, requiring notification to the stock exchange within two trading days.",1,
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement application can ever be made for the same default?,No,"No. Passage A prohibits a second application for the same default after withdrawal, while Passage B allows a second application after rejection, but under different circumstances.",1,
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"Yes. The tests differ in that Passage A focuses on voting rights and director representation, while Passage B considers directorship and shareholding of the asset management company.",1,
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"No. The 50% monetary asset limit does not apply when the initial public offer is made entirely through an offer for sale, as stated in Passage B.",1,
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"No. The passages specify different notice periods, with Passage A requiring at least 21 days' notice, while Passage B mentions a one-month period.",1,
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"Yes. The minimum corpus requirement for social impact funds is five crore rupees, whereas for Alternative Investment Fund schemes it is twenty crore rupees.",1,
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,"No. The passages indicate that the open offer trigger threshold differs for companies listed on the Innovators Growth Platform, where it is 49%, compared to other listed companies, where it is 25%.",1,
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The definition substituted by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 2023, w.e.f. 31.01.2023, is currently in force.",0,
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",Three years.,0,
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,"Sub-regulation (4) of regulation 23 and regulation 31A came into force on the date of notification, i.e., 2nd September 2015.",1,
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No, the term 'Delisting Regulations' was not a defined term at the time the regulations came into force (30 days after 23rd September 2011), as it was inserted by the SEBI (Substantial Acquisition of ",1,
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,"Institutional Trading Platform, prior to 05.04.2019.",1,
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","SEBI (ICDR) (Amendment) Regulations, 2025, w.e.f. 08.03.2025.",1,
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","SEBI (Issue and Listing of Debt Securities) Regulations, 2008.",1,
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","5 years from the commencement of the SEBI (AIF) Regulations, 2012.",1,
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),"With the Board, prior to 08.03.2025.",1,
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018, w.e.f. 5.5.2021.",1,
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,'is made',1,
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992",The context does not provide the SEBI Act and year under which the SEBI (Merchant Bankers) Regulations 1992 were enacted.,1,
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996","SEBI (Mutual Funds) Regulations, 1996.",1,
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),Sponsor(s),1,
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",SEBI (ICDR) Regulations 2009.,1,
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018","2018, specifically through the SEBI (LODR) (Sixth Amendment) Regulations, 2018, w.e.f. 16.11.2018.",0,
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022",25.07.2022.,0,
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,30 days,1,
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,15 days,1,
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,45 days,1,
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,One year from the date of rejection.,1,
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.",60 days. Prior approval shall be deemed to have been granted if SEBI fails to communicate its decision within this period.,1,
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.",A photocopy of the certificate and the name and contact details of the compliance officer.,1,
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","Surrendered by the intermediary, suspended, or cancelled.",1,
REG_074,regulatory_interpretation,easy,"What minimum investment amount must an accredited investor commit to a portfolio manager in order to qualify as a 'large value accredited investor' under SEBI (Portfolio Managers) Regulations, 2020?",Ten crore rupees,Ten crore rupees.,1,
REG_075,regulatory_interpretation,easy,"What is the maximum permissible limit for any buy-back as a percentage of the aggregate of paid-up capital and free reserves, and on which financial statements is it based?","Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","25% of the aggregate of paid-up capital and free reserves, based on the standalone or consolidated financial statements, whichever is lower.",1,
REG_076,regulatory_interpretation,easy,"What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-up capital and free reserves) permitted after a buy-back under SEBI (Buy-Back of Securities) Regulations, 2018?",2:1,2:1,1,
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year.,0,
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI (Buy-Back of Securities) Regulations 2018? Is there any restriction on using proceeds of an earlier issue?,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue of the same kind of shares or specified securities.","Free reserves, securities premium account, and proceeds of the issue of any shares or other specified securities. 
Yes, a company cannot use proceeds of an earlier issue of the same kind of shares or ",1,
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,Three years after the default ceased to subsist.,1,
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory delisting'?",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,1,
REG_081,regulatory_interpretation,easy,"What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Regulations, 2021?",The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,1,
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,Ninety days after publication.,0,
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independent research analyst'?",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research report.,1,
REG_084,regulatory_interpretation,easy,"From which financial year do the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect?",Financial Year 2026-27,2026-27,1,
REG_085,regulatory_interpretation,easy,"To which category of banks do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply?",Small Finance Banks (SFBs),Small Finance Banks (SFBs),1,
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate dividend a Small Finance Bank can declare, regardless of its Tier 1 Capital Ratio bucket?",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of the Profit After Tax (PAT),1,
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"(1) Divergence in asset classification and provisioning for NPAs, 
(2) Auditors' Report to the financial statements, 
(3) Current and projected capital position, 
(4) Long term growth plans.",1,
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank submit its dividend report to the Department of Supervision of the Reserve Bank?",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight.,0,
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it?",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declare dividends.,No.,1,
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions 2026?,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,PAT of the financial year for which the dividend is proposed to be paid minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid.,1,
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, when does the section on Unique Transaction Identifier (UTI) implementation come into effect?","January 01, 2027","January 01, 2027.",1,
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without an LEI code permitted to transact in RBI-regulated financial markets?",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,No.,1,
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction amount does the LEI requirement become applicable to users and clients under the RBI Master Direction on Unique Identifiers 2026?",USD one million or equivalent thereof in other currencies.,USD one million or equivalent thereof in other currencies.,1,
REG_094,regulatory_interpretation,easy,"What is the minimum nominal amount for which Government of India dated securities are issued in the auction, and in what multiples are they issued thereafter?","Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","Rs. 10,000/-, in multiples of Rs. 10,000/- thereafter.",1,
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finance Bank with PAT of ₹17,000 crore and Net NPA of ₹6,500 crore.","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","₹17,000 crore - 50% of ₹6,500 crore 
= ₹17,000 crore - ₹3,250 crore 
= ₹13,750 crore",1,
NUM_068,numerical_reasoning,medium,"A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of ₹13,750 crore. According to Table 1 of the RBI SFB Dividend Directions 2026, what is the maximum dividend allowable under the bucket framework?","₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","Maximum dividend allowable = 40% of Adjusted PAT 
= 0.4 * ₹13,750 crore 
= ₹5,500 crore",0,
NUM_069,numerical_reasoning,medium,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the lower of 75% of PAT or the Table 1 limit. For a bank with PAT of ₹17,000 crore and a Table 1 limit of ₹5,500 crore, what is the Maximum Eligible Dividend?","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","75% of PAT: ₹17,000 crore * 0.75 = ₹12,750 crore
Table 1 limit: ₹5,500 crore
Maximum Eligible Dividend: Lower of ₹12,750 crore or ₹5,500 crore = ₹5,500 crore
₹5,500 crore",1,
NUM_070,numerical_reasoning,medium,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is ₹5,500 crore and the PAT is ₹17,000 crore. What is the Maximum Eligible Dividend as a percentage of PAT?","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.","Maximum Eligible Dividend as a percentage of PAT = (₹5,500 crore / ₹17,000 crore) * 100 = 32.35%.",1,
NUM_071,numerical_reasoning,medium,"In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 crore and has already paid an interim dividend of ₹500 crore. What is the maximum permissible final dividend?","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim dividend already paid (₹500 crore) = ₹625 crore.","Maximum Eligible Dividend (G) = ₹1,125 crore
Interim dividend paid (H) = ₹500 crore
Maximum permissible final dividend = G - H = ₹1,125 crore - ₹500 crore = ₹625 crore",1,
NUM_072,numerical_reasoning,easy,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. What is its Adjusted PAT as defined in the RBI SFB Dividend Directions 2026?","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,000 crore.","Adjusted PAT = PAT - 50% of Net NPA 
= 40,500 - 50% of 5,000 
= 40,500 - 2,500 
= 38,000 crore",1,
NUM_073,numerical_reasoning,hard,"In Illustration 2, with Adjusted PAT of ₹38,000 crore and Bucket B5 (50% limit), what is the maximum dividend allowed per Table 1, and what is 75% of PAT (₹40,500 crore)?","Maximum per Table 1: ₹19,000 crore (50% × ₹38,000). 75% of PAT: ₹30,375 crore (75% × ₹40,500). The Maximum Eligible Dividend is ₹19,000 crore, being the lower of the two.","Maximum dividend allowed per Table 1: 50% of ₹38,000 crore = ₹19,000 crore. 
75% of PAT: 75% of ₹38,000 crore = ₹28,500 crore, not ₹40,500 crore as PAT is ₹38,000 crore. 

₹19,000 crore, ₹28,500 crore",1,
