id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
REG_011,regulatory_interpretation,easy,"Under SEBI LODR Regulations 2015, what is the maximum permissible gap between two consecutive audit committee meetings?",One hundred and twenty days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_012,regulatory_interpretation,medium,"Under SEBI LODR Regulations 2015, a related party transaction is considered material if it exceeds what threshold — Rupees one thousand crore or ten per cent of annual consolidated turnover, whichever is lower?","Rupees one thousand crore or ten per cent of the annual consolidated turnover of the listed entity as per the last audited financial statements, whichever is lower","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_013,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, within how many trading days must a company notify the stock exchange of trades by designated persons after receiving a disclosure?",Within two trading days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_014,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that must elapse before trades can commence under an approved trading plan?",At least sixty days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_015,regulatory_interpretation,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest deadline — counted from expiry of the sixty-day window — after which no settlement application in a specified proceeding will be considered?","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage must the settlement amount be increased if an applicant re-applies after rejection due to non-payment of the earlier determined settlement amount?",At least fifty percent,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-ended mutual fund scheme can charge investors?",Three per cent of the applicable net asset value,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a resolution to trigger the winding up of a mutual fund scheme?",Seventy-five per cent of the unit holders,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth requirement for a Professional Clearing Member?",50 crore,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issuer must provide to holders of non-convertible securities before a buy-back right becomes exercisable?",At least twenty-one days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a REIT to issue units for listing on a recognised stock exchange?",Five hundred crore rupees or more,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue maintain records relating to each issue after its completion?",A minimum period of eight years,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareholding in an issuer does a credit rating agency become prohibited from rating that issuer's securities?",More than ten per cent of the paid-up share capital,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold shareholding in a depository that triggers the requirement for prior Board approval?",More than five per cent of the paid-up equity share capital,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets an eligible issuer must have cumulatively demonstrated across all three preceding years (treating each year's minimum separately)?",Nine crore rupees (three crore rupees per year × three years),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_002,numerical_reasoning,medium,"If the total portion available for allocation to qualified institutional buyers in a book-built IPO is 900 crore rupees, what is the maximum amount (in crore rupees) that can be allocated to anchor investors who are domestic mutual funds?",180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obligation a Self-Clearing Member can undertake, given its minimum net worth requirement?",100 crore rupees (5 crore net worth × 20 = 100 crore),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what is the minimum continuing interest the Manager or Sponsor must maintain — in crore rupees — as per SEBI AIF Regulations 2012?","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_005,numerical_reasoning,hard,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_006,numerical_reasoning,medium,"For a listed entity whose audit committee has the minimum permissible number of members under SEBI LODR Regulations 2015, what is the minimum number of those members who must be independent directors?","Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum number of calendar days from the date of service of a show cause notice within which a settlement application can be filed (including the initial sixty-day window and the additional delayed period)?",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in an open offer but then buys shares in the open market at Rs. 300 per share within the twenty-six-week post-tendering period, what additional amount per share must be paid to shareholders who accepted the open offer?",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, what is the latest calendar date on which the warrant holder can exercise the option to acquire equity shares, assuming the warrant exercise price is paid on the last permissible day?",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeting on 1 April of a financial year, by what latest date must the second board meeting be held?",By 29 July of the same year (1 April + 120 days = 29 July),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable funds of 500 crore rupees and invests the maximum permissible amount in a single investee company, how much can it invest in that company?",50 crore rupees (10% of 500 crore = 50 crore),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the minimum number who must be independent directors?",Four independent directors (at least 50% of 8 = 4),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,Yes,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecutive meetings for the board and the audit committee respectively?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versus asset management companies under SEBI PIT Regulations 2015?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement application can ever be made for the same default?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit always applies to every IPO regardless of its structure?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of securities actions under SEBI regulations?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social impact funds versus other AIF schemes?,Yes,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies to all listed companies regardless of the platform on which they are listed?,No,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date of notification itself rather than after the ninety-day waiting period?",Sub-regulation (4) of regulation 23 and regulation 31A,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulations 2011 at the time those regulations came into force in October 2011?,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019?,Institutional trading platform,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate' to also include entities qualifying as associates under applicable accounting standards?,"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LODR Regulations 2015 for the definition of 'non-convertible debt securities'?","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before the 2025 amendment?",With the Board (SEBI),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the term 'main board' for the purposes of SEBI LODR Regulations 2015?","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 2011 in the definition of 'frequently traded shares' in place of 'is required to be made under these regulations'?",Is made,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_013,temporal_reasoning,easy,"Which set of SEBI regulations originally established the regulatory framework for mutual funds in India that continues to govern mutual funds today, as reflected in the 2026 consolidated version?","The SEBI (Mutual Funds) Regulations, 1996","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment replaced it with the broader term 'sponsor group'?,Sponsor(s),"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) Regulations 2018?,"The SEBI (ICDR) Regulations, 2009 was enacted earlier","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated into the SEBI LODR Regulations 2015?,"2018, effective from 16 November 2018","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issuing 'social units' under the AIF regulatory framework?","25 July 2022, following the Third Amendment Regulations, 2022","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration application to SEBI after receiving it?,Thirty days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_068,regulatory_interpretation,easy,"Within how many days must an intermediary update material changes to the information it has furnished or uploaded under SEBI (Intermediaries) Regulations, 2008?",Fifteen days,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_069,regulatory_interpretation,easy,"What is the maximum time within which an intermediary must redress investor grievances under SEBI (Intermediaries) Regulations, 2008?",Forty-five days of receipt of the grievance,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,"FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dispose of a complete prior approval request for change in status or constitution? What is deemed to happen if SEBI fails to communicate its decision within this period?","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_072,regulatory_interpretation,easy,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an intermediary under SEBI (Intermediaries) Regulations 2008 cease to be valid?,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","FAIL: Error code: 402 - {'message': 'Payment required to access this resource. Visit your billing tab.', 'type': 'payment_required_error', 'param': 'quota', 'code': 'payment_required'}",0,qwen-3-235b-a22b-instruct-2507
