id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
REG_069,regulatory_interpretation,easy,What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,Forty-five days,1,moonshotai/kimi-k2-instruct
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year,1,moonshotai/kimi-k2-instruct
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dis","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.",60 days; prior approval is deemed granted.,1,moonshotai/kimi-k2-instruct
REG_072,regulatory_interpretation,easy,What two things must a SEBI-registered intermediary prominently display at all i,"A photocopy of the certificate of registration, and the name and contact details of the compliance officer.","1. A photocopy of the certificate  
2. The name and contact details of the compliance officer",1,moonshotai/kimi-k2-instruct
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an interme,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.",Surrendered by the intermediary; suspended in accordance with these regulations; cancelled in accordance with these regulations.,1,moonshotai/kimi-k2-instruct
REG_074,regulatory_interpretation,easy,What minimum investment amount must an accredited investor commit to a portfolio,Ten crore rupees,Ten crore rupees,1,moonshotai/kimi-k2-instruct
REG_075,regulatory_interpretation,easy,What is the maximum permissible limit for any buy-back as a percentage of the ag,"Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","25% of the aggregate of paid-up capital and free reserves, based on whichever is lower between standalone or consolidated financial statements.",1,moonshotai/kimi-k2-instruct
REG_076,regulatory_interpretation,easy,What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-,2:1,2:1,1,moonshotai/kimi-k2-instruct
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year,1,moonshotai/kimi-k2-instruct
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI ,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue o","A company may fund a buy-back from:
1. Free reserves
2. Securities premium account  
3. Proceeds of issues of shares/other specified securities

It cannot use proceeds from an earlier issue of the same kind of shares or specified securities.",1,moonshotai/kimi-k2-instruct
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,Three years after the default ceased to subsist.,1,moonshotai/kimi-k2-instruct
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory ",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"Compulsory delisting is the delisting of equity shares of a company by a recognised stock exchange under Chapter V of the SEBI (Delisting of Equity Shares) Regulations, 2021.",1,moonshotai/kimi-k2-instruct
REG_081,regulatory_interpretation,easy,What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Reg,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company made under these regulations.,1,moonshotai/kimi-k2-instruct
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,Ninetieth day after the date of their publication in the Official Gazette.,1,moonshotai/kimi-k2-instruct
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independen",A person whose only business activity is research analysis or preparation and/or publication of research report.,A person whose only business activity is research analysis or preparation and/or publication of research report.,1,moonshotai/kimi-k2-instruct
REG_084,regulatory_interpretation,easy,From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,FY 2026-27,1,moonshotai/kimi-k2-instruct
REG_085,regulatory_interpretation,easy,To which category of banks do the RBI (Small Finance Banks - Prudential Norms on,Small Finance Banks (SFBs),Small Finance Banks (SFBs),1,moonshotai/kimi-k2-instruct
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate divide",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,75% of PAT,1,moonshotai/kimi-k2-instruct
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider w,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphas,"1. Divergence in asset classification and provisioning for NPAs, including its trend, as observed under RBI supervisory findings
2. Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter, for the relevant financial year
3. Current and projected capital positio",1,moonshotai/kimi-k2-instruct
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,within a fortnight,1,moonshotai/kimi-k2-instruct
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare divide",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declar,No,0,moonshotai/kimi-k2-instruct
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,Adjusted PAT = PAT for the dividend year – 50% of Net NPA as on 31 March of that year.,1,moonshotai/kimi-k2-instruct
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, ","January 01, 2027","January 01, 2027",1,moonshotai/kimi-k2-instruct
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without ",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,No.,1,moonshotai/kimi-k2-instruct
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction am",USD one million or equivalent thereof in other currencies.,USD 1 million or equivalent,1,moonshotai/kimi-k2-instruct
REG_094,regulatory_interpretation,easy,What is the minimum nominal amount for which Government of India dated securitie,"Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","Rs. 10,000/-; Rs. 10,000/-",1,moonshotai/kimi-k2-instruct
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finan","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = ₹17,000 crore − 0.5 × ₹6,500 crore  
= ₹17,000 crore − ₹3,250 crore  
= ₹13,750 crore",1,moonshotai/kimi-k2-instruct
NUM_068,numerical_reasoning,medium,A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","11.72 % places the bank in B4, where 40 % of Adjusted PAT is allowed.  
40 % × ₹13,750 crore = ₹5,500 crore.

₹5,500 crore",0,moonshotai/kimi-k2-instruct
NUM_069,numerical_reasoning,medium,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the low","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","Calculation  
75% of PAT = 0.75 × 17,000 crore = 12,750 crore  
Table 1 limit = 5,500 crore  
Maximum Eligible Dividend = lower of 12,750 crore or 5,500 crore = 5,500 crore  

Final answer: ₹5,500 crore",1,moonshotai/kimi-k2-instruct
NUM_070,numerical_reasoning,medium,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible ","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.","Calculation:  
(₹5,500 crore ÷ ₹17,000 crore) × 100 = 32.35 %

Final answer:  
32.35 %",1,moonshotai/kimi-k2-instruct
NUM_071,numerical_reasoning,medium,"In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 ","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim dividend already paid (₹500 crore) = ₹625 crore.","Maximum permissible final dividend  
= Maximum Eligible Dividend − Interim dividend paid  
= ₹1,125 cr − ₹500 cr  
= ₹625 crore",1,moonshotai/kimi-k2-instruct
NUM_072,numerical_reasoning,easy,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. Wha","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,000 crore.","Adjusted PAT  
= PAT − 50% of Net NPA  
= ₹40,500 crore − 0.5 × ₹5,000 crore  
= ₹40,500 crore − ₹2,500 crore  
= ₹38,000 crore",0,moonshotai/kimi-k2-instruct
NUM_073,numerical_reasoning,hard,"In Illustration 2, with Adjusted PAT of ₹38,000 crore and Bucket B5 (50% limit),","Maximum per Table 1: ₹19,000 crore (50% × ₹38,000). 75% of PAT: ₹30,375 crore (75% × ₹40,500). The Maximum Eligible Dividend is ₹19,000 crore, being t","75% of PAT (₹40,500 crore) is not applicable; 75% of ₹38,000 crore = ₹30,375 crore.  
Maximum dividend per Table 1 = ₹19,000 crore.  

Answer: ₹19,000 crore",1,moonshotai/kimi-k2-instruct
NUM_074,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the max","₹33,000 crore. Calculation: Notified amount ₹29,000 crore + greenshoe of ₹2,000 crore per security × 2 securities = ₹29,000 + ₹4,000 = ₹33,000 crore.","Additional subscription per security: ₹2,000 crore  
Number of securities: 2  
Extra greenshoe amount: 2,000 × 2 = ₹4,000 crore  

Base notified amount: ₹29,000 crore  
Maximum if greenshoe exercised: 29,000 + 4,000 = ₹33,000 crore",1,moonshotai/kimi-k2-instruct
NUM_075,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the tot","₹12,000 crore. It represents approximately 41.4% of the total notified amount (₹12,000 ÷ ₹29,000 × 100 ≈ 41.4%).","Notified amount for 7.43% GS 2076: ₹12,000 crore  
Total auction amount: ₹17,000 cr + ₹12,000 cr = ₹29,000 cr  
Fraction: 12,000 / 29,000 = 12/29",0,moonshotai/kimi-k2-instruct
NUM_076,numerical_reasoning,easy,What is the total aggregate face value amount offered by all State Governments i,"₹57,408 crore","The passage gives ₹57,408 crore as the aggregate face-value amount. No additional calculation is required.

Answer: ₹57,408 crore",1,moonshotai/kimi-k2-instruct
NUM_077,numerical_reasoning,easy,How much in total is Andhra Pradesh seeking to raise across all three of its sec,"₹3,900 crore. Calculation: ₹1,500 + ₹1,500 + ₹900 = ₹3,900 crore.","1500 + 1500 + 900 = 3900 crore
Final answer: 3900 crore",0,moonshotai/kimi-k2-instruct
NUM_078,numerical_reasoning,easy,What is the total amount Karnataka is raising across all its five securities in ,"₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.","2,000 crore",0,moonshotai/kimi-k2-instruct
NUM_079,numerical_reasoning,easy,What is the total amount of Government of India dated securities to be issued du,"₹8,20,000 crore","8,20,000 crore",1,moonshotai/kimi-k2-instruct
